transactionnumber,date,expensetype,expensearea,supplier,amount,file,negative
2131961,2020-06-17 00:00:00,OFFICE & IT EQUIPMENT,ICT VDI 19/20,INSIGHT DIRECT UK LTD,71478.0,BART 03 - June.xlsx,1
2132013,2020-06-17 00:00:00,EXTERNAL CLINICAL SERVICES,LLOYDS PHARMACY DRUGS RECHARGE,LLOYDS PHARMACY,2389686.0,BART 03 - June.xlsx,1
2132040,2020-06-17 00:00:00,OFFICE & IT EQUIPMENT,ICT NETWORK UPGRADE 19/20,BLOCK SOLUTIONS LTD,176076.0,BART 03 - June.xlsx,1
2132057,2020-06-17 00:00:00,NON-MEDICAL EQUIPMENT,14 & 15 FLOORS CONVERSION RLH - FOR COVID 19 WARDS,SHUTTLEWORTH MEDICAL LTD,31633.0,BART 03 - June.xlsx,1
2132065,2020-06-17 00:00:00,TELECOMMUNICATIONS,SITE MANAGEMENT - NGH COVID19,AMP NETWORKING LTD,44148.0,BART 03 - June.xlsx,1
2132077,2020-06-17 00:00:00,BLOOD - CONTRACT BTS,BLOOD PRODUCTS,NHS BLOOD AND TRANSPLANT,326081.0,BART 03 - June.xlsx,1
2132077,2020-06-17 00:00:00,BLOOD - CONTRACT BTS,HAEMATOLOGY,NHS BLOOD AND TRANSPLANT,66516.0,BART 03 - June.xlsx,1
2132082,2020-06-17 00:00:00,NHS SUPPLY CHAIN DELIVERY CREDITOR,BH CURRENT LIABILITIES - FEEDERS,SUPPLY CHAIN COORDINATION LTD (SCCL),205676.0,BART 03 - June.xlsx,1
2132082,2020-06-17 00:00:00,NHS SUPPLY CHAIN DELIVERY CREDITOR,BH CURRENT LIABILITIES - FEEDERS,SUPPLY CHAIN COORDINATION LTD (SCCL),61414.0,BART 03 - June.xlsx,1
3614,2020-06-18 00:00:00,ATTICUS STOCK PURCHASES,BH CURRENT ASSETS,LONDON INTERNATIONAL EXHIBITION CENTRE PLC,132000.0,BART 03 - June.xlsx,1
2132123,2020-06-19 00:00:00,AGENCY: ADMIN & CLERICAL,SITE MANAGEMENT - NGH COVID19,MBI HEALTH CONSULTING LTD,73268.0,BART 03 - June.xlsx,1
2132145,2020-06-19 00:00:00,MEDICAL & SURGICAL EQUIPMENT,HEATER COOLERS - MDG 19/20,LIVANOVA UK LTD,82312.0,BART 03 - June.xlsx,1
2132147,2020-06-19 00:00:00,PROPERTY RENTS,RATES & RENTS - SBH,NOMURA INTERNATIONAL PLC,348155.0,BART 03 - June.xlsx,1
2132168,2020-06-19 00:00:00,MEDICAL & SURGICAL EQUIPMENT,COVID 19 EQUIPMENT - RLH,FUJIFILM SONOSITE LTD,194922.0,BART 03 - June.xlsx,1
2132207,2020-06-19 00:00:00,LAB. EQUIPMENT MAINTENANCE,HAEMATOLOGY NON PAY,HAEMONETICS UK LTD,25580.0,BART 03 - June.xlsx,1
2132208,2020-06-19 00:00:00,LAB REAGENTS & CHEMICALS,CLINICAL BIOCHEMISTRY LAB,ROCHE DIAGNOSTICS LTD,513499.0,BART 03 - June.xlsx,1
2132230,2020-06-19 00:00:00,OTHER EXPENSES,PFI FM SERVICES,CAPITAL HOSPITALS LTD,28645326.0,BART 03 - June.xlsx,1
2132258,2020-06-19 00:00:00,JAC SINGLE STOCK SYSTEM,SBH PHARMACY STORE STOCK,AAH,80872.0,BART 03 - June.xlsx,1
2132262,2020-06-19 00:00:00,JAC SINGLE STOCK SYSTEM,RLH PHARMACY STORE STOCK,BOEHRINGER INGELHEIM LTD,31104.0,BART 03 - June.xlsx,1
2132263,2020-06-19 00:00:00,CHILDCARE VOUCHERS,EMPLOYEE SUPPORT & WELLBEING,CHILDCARE VOUCHERS LTD,43959.0,BART 03 - June.xlsx,1
2132264,2020-06-19 00:00:00,JAC SINGLE STOCK SYSTEM,RLH PHARMACY DISPENSARY STOCK,CSL BEHRING,92400.0,BART 03 - June.xlsx,1
2132264,2020-06-19 00:00:00,JAC SINGLE STOCK SYSTEM,RLH PHARMACY STORE STOCK,CSL BEHRING,84000.0,BART 03 - June.xlsx,1
2132271,2020-06-19 00:00:00,OTHER EXPENSES,RESPIRATORY MEDICINE,PHILIPS HEALTHCARE UK,37465.0,BART 03 - June.xlsx,1
2132279,2020-06-19 00:00:00,STATIONERY - GENERAL,HEALTH RECORDS - SBH,CROWN RECORDS MANAGEMENT LTD,37562.0,BART 03 - June.xlsx,1
2132363,2020-06-19 00:00:00,JAC SINGLE STOCK SYSTEM,RLH PHARMACY STORE STOCK,ALLIANCE HEALTHCARE DISTRIBUTION LTD,65340.0,BART 03 - June.xlsx,1
2132363,2020-06-19 00:00:00,JAC SINGLE STOCK SYSTEM,SBH PHARMACY STORE STOCK,ALLIANCE HEALTHCARE DISTRIBUTION LTD,57945.0,BART 03 - June.xlsx,1
2132363,2020-06-19 00:00:00,JAC SINGLE STOCK SYSTEM,SBH PHARMACY STORE STOCK,ALLIANCE HEALTHCARE DISTRIBUTION LTD,28766.0,BART 03 - June.xlsx,1
2132396,2020-06-19 00:00:00,SLA: EAST LONDON NHS FOUNDATION TRUST,CHILD PSYCHIATRY THHT SLA,EAST LONDON NHS FOUNDATION TRUST,233739.0,BART 03 - June.xlsx,1
2132396,2020-06-19 00:00:00,SLA: EAST LONDON NHS FOUNDATION TRUST,CHILD PSYCHIATRY THHT SLA,EAST LONDON NHS FOUNDATION TRUST,92576.0,BART 03 - June.xlsx,1
2132396,2020-06-19 00:00:00,SLA: EAST LONDON NHS FOUNDATION TRUST,CYSTIC FIBROSIS,EAST LONDON NHS FOUNDATION TRUST,103128.0,BART 03 - June.xlsx,1
2132396,2020-06-19 00:00:00,PAMS - OTHER: HIV/AIDS,GRAHAME HAYTON UNIT,EAST LONDON NHS FOUNDATION TRUST,43349.0,BART 03 - June.xlsx,1
2132396,2020-06-19 00:00:00,PURCHASE HEALTHCARE FROM NON-NHS,SITE LEADERSHIP - RLH,EAST LONDON NHS FOUNDATION TRUST,52375.0,BART 03 - June.xlsx,1
2132396,2020-06-19 00:00:00,PURCHASE HEALTHCARE FROM NON-NHS,SITE LEADERSHIP - RLH,EAST LONDON NHS FOUNDATION TRUST,124183.0,BART 03 - June.xlsx,1
2132396,2020-06-19 00:00:00,SLA: EAST LONDON NHS FOUNDATION TRUST,CYSTIC FIBROSIS,EAST LONDON NHS FOUNDATION TRUST,34376.0,BART 03 - June.xlsx,1
2132396,2020-06-19 00:00:00,PURCHASE SERVICES FROM NHS FT,SITE MANAGEMENT - SBH,EAST LONDON NHS FOUNDATION TRUST,70000.0,BART 03 - June.xlsx,1
2132396,2020-06-19 00:00:00,PURCHASE SERVICES FROM NHS FT,SITE MANAGEMENT - SBH,EAST LONDON NHS FOUNDATION TRUST,35000.0,BART 03 - June.xlsx,1
2132396,2020-06-19 00:00:00,SENIOR MANAGER - BAND 8A,RENAL NURSING SPECIALIST CARE,EAST LONDON NHS FOUNDATION TRUST,104988.0,BART 03 - June.xlsx,1
2132407,2020-06-19 00:00:00,MEDICAL & SURGICAL EQUIPMENT,COVID 19 EQUIPMENT - SBH,SUPPLY CHAIN COORDINATION LTD (SCCL),269219.0,BART 03 - June.xlsx,1
2132407,2020-06-19 00:00:00,MEDICAL & SURGICAL EQUIPMENT,COVID 19 EQUIPMENT - RLH,SUPPLY CHAIN COORDINATION LTD (SCCL),32959.0,BART 03 - June.xlsx,1
2132408,2020-06-19 00:00:00,ATTICUS STOCK PURCHASES,BH CURRENT ASSETS,SUPPLY CHAIN COORDINATION LTD (SCCL),215067.0,BART 03 - June.xlsx,1
2132408,2020-06-19 00:00:00,ATTICUS STOCK PURCHASES,BH CURRENT ASSETS,SUPPLY CHAIN COORDINATION LTD (SCCL),33600.0,BART 03 - June.xlsx,1
2132408,2020-06-19 00:00:00,NHS SUPPLY CHAIN DELIVERY CREDITOR,BH CURRENT LIABILITIES - FEEDERS,SUPPLY CHAIN COORDINATION LTD (SCCL),40629.0,BART 03 - June.xlsx,1
2132444,2020-06-24 00:00:00,PROPERTY RENTS,RATES & RENTS - RLH,CLSH MANAGEMENT LTD,681413.0,BART 03 - June.xlsx,1
2132445,2020-06-24 00:00:00,CONSULTANCY FEES,CENTRAL BI AND REPORTING,MBI HEALTH CONSULTING LTD,29045.0,BART 03 - June.xlsx,1
2132445,2020-06-24 00:00:00,CONSULTANCY FEES,CENTRAL BI AND REPORTING,MBI HEALTH CONSULTING LTD,27586.0,BART 03 - June.xlsx,1
2132488,2020-06-24 00:00:00,PATIENTS APPLIANCES,EMERGENCY PLANNING,FULL SUPPORT LTD,36040.0,BART 03 - June.xlsx,1
2132513,2020-06-24 00:00:00,JAC SINGLE STOCK SYSTEM,WXH PHARMACY DISPENSARY STOCK,SIEMENS HEALTHCARE DIAGNOSTICS LTD,91245.0,BART 03 - June.xlsx,1
2132539,2020-06-24 00:00:00,LAB EQUIPMENT,SITE MANAGEMENT - NGH COVID19,BRUKER UK LTD,85412.0,BART 03 - June.xlsx,1
2132557,2020-06-24 00:00:00,NON-CLINICAL CONTRACT SERVICES,EPR DEVELOPMENT AND SUPPORT,CERNER LTD,196112.0,BART 03 - June.xlsx,1
2132557,2020-06-24 00:00:00,NON-CLINICAL CONTRACT SERVICES,EPR DEVELOPMENT AND SUPPORT,CERNER LTD,186445.0,BART 03 - June.xlsx,1
2132557,2020-06-24 00:00:00,NON-CLINICAL CONTRACT SERVICES,EPR DEVELOPMENT AND SUPPORT,CERNER LTD,201506.0,BART 03 - June.xlsx,1
2132557,2020-06-24 00:00:00,NON-CLINICAL CONTRACT SERVICES,EPR DEVELOPMENT AND SUPPORT,CERNER LTD,153257.0,BART 03 - June.xlsx,1
2132563,2020-06-24 00:00:00,ANAESTHETIC EQUIPMENT & ACCESSORIES,COVID19 STORE - RLH,MASIMO EUROPE LTD,39420.0,BART 03 - June.xlsx,1
2132601,2020-06-24 00:00:00,MEDICAL & SURGICAL EQUIPMENT,COVID 19 EQUIPMENT - NUH,MINDRAY (UK) LTD,37064.0,BART 03 - June.xlsx,1
2132605,2020-06-24 00:00:00,ELECTRICITY,ENERGY & UTILITIES - WXH,EDF ENERGY,25809.0,BART 03 - June.xlsx,1
2132605,2020-06-24 00:00:00,ELECTRICITY,ENERGY & UTILITIES - WXH,EDF ENERGY,32253.0,BART 03 - June.xlsx,1
2132605,2020-06-24 00:00:00,ELECTRICITY,ENERGY & UTILITIES - NUH,EDF ENERGY,112628.0,BART 03 - June.xlsx,1
2132605,2020-06-24 00:00:00,ELECTRICITY,ENERGY & UTILITIES - MEH,EDF ENERGY,32605.0,BART 03 - June.xlsx,1
2132605,2020-06-24 00:00:00,ELECTRICITY,ENERGY & UTILITIES - MEH,EDF ENERGY,42887.0,BART 03 - June.xlsx,1
2132630,2020-06-24 00:00:00,RECRUITMENT EXPENSES,TEMPORARY RECRUITMENT,PULSE HEALTHCARE LTD,33750.0,BART 03 - June.xlsx,1
2132630,2020-06-24 00:00:00,RECRUITMENT EXPENSES,NGH CORPORATE SERVICES COVID19,PULSE HEALTHCARE LTD,37448.0,BART 03 - June.xlsx,1
2132630,2020-06-24 00:00:00,RECRUITMENT EXPENSES,NGH CORPORATE SERVICES COVID19,PULSE HEALTHCARE LTD,38497.0,BART 03 - June.xlsx,1
2132630,2020-06-24 00:00:00,BANK PARTNERS CREDITOR,BH CURRENT LIABILITIES - FEEDERS,PULSE HEALTHCARE LTD,239346.0,BART 03 - June.xlsx,1
2132630,2020-06-24 00:00:00,BANK PARTNERS CREDITOR,BH CURRENT LIABILITIES - FEEDERS,PULSE HEALTHCARE LTD,351928.0,BART 03 - June.xlsx,1
2132630,2020-06-24 00:00:00,RECRUITMENT EXPENSES,NGH CORPORATE SERVICES COVID19,PULSE HEALTHCARE LTD,29816.0,BART 03 - June.xlsx,1
2132652,2020-06-24 00:00:00,WATER,ENERGY & UTILITIES - RLH,ADSM PLC,46384.0,BART 03 - June.xlsx,1
2132652,2020-06-24 00:00:00,WATER,ENERGY & UTILITIES - RLH,ADSM PLC,40584.0,BART 03 - June.xlsx,1
2132669,2020-06-24 00:00:00,COMPUTER MAINTENANCE,SERVER,INSIGHT DIRECT UK LTD,52763.0,BART 03 - June.xlsx,1
2132673,2020-06-24 00:00:00,COMPUTER SOFTWARE,PHARMACY TECHNICIANS,WELLSKY INTERNATIONAL LTD,48139.0,BART 03 - June.xlsx,1
2132704,2020-06-24 00:00:00,MEDICAL & SURGICAL EQUIPMENT,COVID 19 EQUIPMENT - NUH,AQUILANT LTD,34920.0,BART 03 - June.xlsx,1
2132722,2020-06-24 00:00:00,CONSULTANCY FEES,SITE MANAGEMENT - NGH COVID19,WT PARTNERSHIP LTD,25300.0,BART 03 - June.xlsx,1
2132722,2020-06-24 00:00:00,CONSULTANCY FEES,SITE MANAGEMENT - NGH COVID19,WT PARTNERSHIP LTD,52303.0,BART 03 - June.xlsx,1
2132733,2020-06-24 00:00:00,ANAESTHETIC EQUIPMENT & ACCESSORIES,RUBIDIUM PET CT SCANNING,PCCA LTD,38761.0,BART 03 - June.xlsx,1
2132770,2020-06-24 00:00:00,NHS SUPPLY CHAIN DELIVERY CREDITOR,BH CURRENT LIABILITIES - FEEDERS,SUPPLY CHAIN COORDINATION LTD (SCCL),40512.0,BART 03 - June.xlsx,1
2132770,2020-06-24 00:00:00,NHS SUPPLY CHAIN DELIVERY CREDITOR,BH CURRENT LIABILITIES - FEEDERS,SUPPLY CHAIN COORDINATION LTD (SCCL),248683.0,BART 03 - June.xlsx,1
2132770,2020-06-24 00:00:00,NHS SUPPLY CHAIN DELIVERY CREDITOR,BH CURRENT LIABILITIES - FEEDERS,SUPPLY CHAIN COORDINATION LTD (SCCL),56843.0,BART 03 - June.xlsx,1
2132785,2020-06-24 00:00:00,ANAESTHETIC EQUIPMENT & ACCESSORIES,COVID19 STORE - RLH,AEROGEN LIFESCIENCES UK LTD T/A AEROGEN,99534.0,BART 03 - June.xlsx,1
2132801,2020-06-26 00:00:00,JAC SINGLE STOCK SYSTEM,SBH PHARMACY STORE STOCK,JANSSEN-CILAG LTD,71884.0,BART 03 - June.xlsx,1
2132890,2020-06-26 00:00:00,INFORMATION TECHNOLOGY  LICENCES,ELCFIS CONSORTIUM,VERSION 1 SOLUTIONS LTD,93182.0,BART 03 - June.xlsx,1
2132900,2020-06-26 00:00:00,ANAESTHETIC EQUIPMENT & ACCESSORIES,COVID19 STORE - WXH,BREAS MEDICA LTD,42000.0,BART 03 - June.xlsx,1
2132913,2020-06-26 00:00:00,MEDICAL & SURGICAL EQUIPMENT,CCU ECHO MACHINE,PHILIPS HEALTHCARE UK,36715.0,BART 03 - June.xlsx,1
2132925,2020-06-26 00:00:00,LABORATORY TESTS NON-NHS,STEM CELL LAB,LONDON CLINIC (THE),29287.0,BART 03 - June.xlsx,1
2132925,2020-06-26 00:00:00,LAB REAGENTS & CHEMICALS,HAEMATOLOGY ONCOLOGY,LONDON CLINIC (THE),27349.0,BART 03 - June.xlsx,1
2133001,2020-06-26 00:00:00,RATES,RATES & RENTS - RLH,LONDON BOROUGH OF TOWER HAMLETS,929936.0,BART 03 - June.xlsx,1
2133001,2020-06-26 00:00:00,RATES,RATES & RENTS - RLH,LONDON BOROUGH OF TOWER HAMLETS,43890.0,BART 03 - June.xlsx,1
2133001,2020-06-26 00:00:00,RATES,RATES & RENTS - MEH,LONDON BOROUGH OF TOWER HAMLETS,39678.0,BART 03 - June.xlsx,1
2133030,2020-06-26 00:00:00,R&D: LCRN PAYMENTS: OTHER TRUSTS,NORTH THAMES CRN 2020/21,NORTH EAST LONDON NHS FOUNDATION TRUST,136437.0,BART 03 - June.xlsx,1
2133035,2020-06-26 00:00:00,MEDICAL & SURGICAL EQUIPMENT,NEWHAM X-RAY ROOM 7 WITH EQUIPMENT,SUPPLY CHAIN COORDINATION LTD (SCCL),157863.0,BART 03 - June.xlsx,1
3627,2020-06-30 00:00:00,OTHER EXPENSES,COVID-19 - ESTATES,SERCO LTD,219186.0,BART 03 - June.xlsx,1
3627,2020-06-30 00:00:00,OTHER EXPENSES,COVID-19 - ESTATES,SERCO LTD,611754.0,BART 03 - June.xlsx,1
3627,2020-06-30 00:00:00,OTHER EXPENSES,TRUST SOFT FM CONTRACT,SERCO LTD,4581582.0,BART 03 - June.xlsx,1
3627,2020-06-30 00:00:00,OTHER EXPENSES,COVID-19 - ESTATES,SERCO LTD,623953.0,BART 03 - June.xlsx,1
3632,2020-06-30 00:00:00,DRUGS: HOMECARE PASSTHROUGH,CLINICAL IMMUNOLOGY,HEALTHCARE AT HOME LTD,26250.0,BART 03 - June.xlsx,1
2133095,2020-06-30 00:00:00,HIRE OF TRANSPORT,TRUST PATIENT TRANSPORT,SWISS POST SOLUTIONS LTD,230342.0,BART 03 - June.xlsx,1
2133095,2020-06-30 00:00:00,TAXI SERVICE,TRUST PATIENT TRANSPORT,SWISS POST SOLUTIONS LTD,27018.0,BART 03 - June.xlsx,1
2133200,2020-06-30 00:00:00,STAFF PROTECTIVE CLOTHING,COVID19 STORE - RLH,NFI DIET LTD,30752.0,BART 03 - June.xlsx,1
2133208,2020-06-30 00:00:00,ESTATES SERVICES CONTRACTS,SITE MANAGEMENT - NGH COVID19,ISS MEDICLEAN LTD,230000.0,BART 03 - June.xlsx,1
2133212,2020-06-30 00:00:00,MEDICAL & SURGICAL EQUIPMENT,COVID 19 EQUIPMENT - NUH,MINDRAY (UK) LTD,171523.0,BART 03 - June.xlsx,1
2133227,2020-06-30 00:00:00,HEALTH RECORD STORAGE,WXH HEALTH RECORDS,IRON MOUNTAIN (UK) LTD,41039.0,BART 03 - June.xlsx,1
2133235,2020-06-30 00:00:00,BANK PARTNERS CREDITOR,BH CURRENT LIABILITIES - FEEDERS,PULSE HEALTHCARE LTD,33030.0,BART 03 - June.xlsx,1
2133235,2020-06-30 00:00:00,BANK PARTNERS CREDITOR,BH CURRENT LIABILITIES - FEEDERS,PULSE HEALTHCARE LTD,166150.0,BART 03 - June.xlsx,1
2133258,2020-06-30 00:00:00,BED MAINTENANCE,SITE MANAGEMENT - SBH,LINET UK,144503.0,BART 03 - June.xlsx,1
2133262,2020-06-30 00:00:00,JAC SINGLE STOCK SYSTEM,RLH PHARMACY STORE STOCK,B BRAUN MEDICAL LTD,30326.0,BART 03 - June.xlsx,1
2133266,2020-06-30 00:00:00,NON-MEDICAL EQUIPMENT,14 & 15 FLOORS CONVERSION RLH - FOR COVID 19 WARDS,STIRLING MEDICAL & SCIENTIFC LTD,36943.0,BART 03 - June.xlsx,1
2133277,2020-06-30 00:00:00,DRESSINGS,STRATEGIC SOURCING,ARJO UK LTD,390000.0,BART 03 - June.xlsx,1
2133277,2020-06-30 00:00:00,DRESSINGS,COVID19 STORE - SBH,ARJO UK LTD,185640.0,BART 03 - June.xlsx,1
2133300,2020-06-30 00:00:00,MEDICAL & SURGICAL EQUIPMENT,CDI BLOOD GAS MONITORS X 3 - MDG 19/20,TERUMO BCT EUROPE NV,68040.0,BART 03 - June.xlsx,1
2133312,2020-06-30 00:00:00,BUILDINGS / STRUCTURE,14 & 15 FLOORS CONVERSION RLH - FOR COVID 19 WARDS,WT PARTNERSHIP LTD,27337.0,BART 03 - June.xlsx,1
2133314,2020-06-30 00:00:00,JAC SINGLE STOCK SYSTEM,RLH PHARMACY STORE STOCK,ALLOGA UK LTD,135600.0,BART 03 - June.xlsx,1
2133314,2020-06-30 00:00:00,JAC SINGLE STOCK SYSTEM,RLH PHARMACY STORE STOCK,ALLOGA UK LTD,54000.0,BART 03 - June.xlsx,1
2133314,2020-06-30 00:00:00,JAC SINGLE STOCK SYSTEM,RLH PHARMACY STORE STOCK,ALLOGA UK LTD,90000.0,BART 03 - June.xlsx,1
2133337,2020-06-30 00:00:00,CATERING EQUIPMENT,SITE MANAGEMENT - NGH COVID19,COMPASS GROUP UK & IRELAND,660000.0,BART 03 - June.xlsx,1
2133338,2020-06-30 00:00:00,ESTATES SERVICES CONTRACTS,COVID-19 - ESTATES,MTS HEALTH LTD,35430.0,BART 03 - June.xlsx,1
2133356,2020-06-30 00:00:00,NHS SUPPLY CHAIN DELIVERY CREDITOR,BH CURRENT LIABILITIES - FEEDERS,SUPPLY CHAIN COORDINATION LTD (SCCL),41942.0,BART 03 - June.xlsx,1
2133356,2020-06-30 00:00:00,NHS SUPPLY CHAIN DELIVERY CREDITOR,BH CURRENT LIABILITIES - FEEDERS,SUPPLY CHAIN COORDINATION LTD (SCCL),60712.0,BART 03 - June.xlsx,1
3645,2020-07-01 00:00:00,ESTATES SERVICES CONTRACTS,SITE MANAGEMENT - NGH COVID19,ISS MEDICLEAN LTD,1700000.0,BART 04 - July.xlsx,1
2133398,2020-07-03 00:00:00,PURCHASE HEALTHCARE FROM NON-NHS,HAEMATOLOGY ONCOLOGY,ANTHONY NOLAN TRUST (THE),36608.0,BART 04 - July.xlsx,1
2133398,2020-07-03 00:00:00,LAB EQUIPMENT,HAEMATOLOGY ONCOLOGY,ANTHONY NOLAN TRUST (THE),29625.0,BART 04 - July.xlsx,1
2133398,2020-07-03 00:00:00,LAB EQUIPMENT,HAEMATOLOGY ONCOLOGY,ANTHONY NOLAN TRUST (THE),37414.0,BART 04 - July.xlsx,1
2133420,2020-07-03 00:00:00,BUILDINGS / STRUCTURE,SAGE WARD FACE LIFT WORKS,HERRONWAY LTD,105463.0,BART 04 - July.xlsx,1
2133420,2020-07-03 00:00:00,BUILDINGS / STRUCTURE,RESTART NHS - SECTIONING OFF WORKS,HERRONWAY LTD,41400.0,BART 04 - July.xlsx,1
2133432,2020-07-03 00:00:00,DIALYSIS CONSUMABLES,CAPD - RENAL,BAXTER HEALTHCARE LTD,185934.0,BART 04 - July.xlsx,1
2133432,2020-07-03 00:00:00,DIALYSIS CONSUMABLES,CAPD - RENAL,BAXTER HEALTHCARE LTD,238458.0,BART 04 - July.xlsx,1
2133432,2020-07-03 00:00:00,DIALYSIS CONSUMABLES,CAPD - RENAL,BAXTER HEALTHCARE LTD,53501.0,BART 04 - July.xlsx,1
2133456,2020-07-03 00:00:00,STAFF PROTECTIVE CLOTHING,COVID19 STORE - RLH,NFI DIET LTD,27000.0,BART 04 - July.xlsx,1
2133485,2020-07-03 00:00:00,COMPUTER SOFTWARE,NGH CORPORATE SERVICES COVID19,SOFTCAT LTD,49659.0,BART 04 - July.xlsx,1
2133539,2020-07-03 00:00:00,MEDICAL GPVTS: RECHARGE IN,CENTRAL EXPENDITURE,ROYAL FREE LONDON NHS FOUNDATION TRUST,357086.0,BART 04 - July.xlsx,1
2133548,2020-07-03 00:00:00,ANAESTHETIC EQUIPMENT & ACCESSORIES,COVID19 STORE - RLH,AEROGEN LIFESCIENCES UK LTD T/A AEROGEN,93496.0,BART 04 - July.xlsx,1
2133573,2020-07-08 00:00:00,JAC SINGLE STOCK SYSTEM,SBH PHARMACY STORE STOCK,JANSSEN-CILAG LTD,96595.0,BART 04 - July.xlsx,1
2133587,2020-07-08 00:00:00,JAC SINGLE STOCK SYSTEM,RLH PHARMACY STORE STOCK,AMGEN LTD,26400.0,BART 04 - July.xlsx,1
2133607,2020-07-08 00:00:00,OTHER EXPENSES,IN BARTS OVERHEAD CASH CONTRIBUTION - ARC PROJECT,UNIVERSITY COLLEGE LONDON,64116.0,BART 04 - July.xlsx,1
2133638,2020-07-08 00:00:00,CONSULTANTS FEES (BUILD),WEST WING UTC,T&B CONTRACTORS LTD,52449.0,BART 04 - July.xlsx,1
2133641,2020-07-08 00:00:00,STAFF PROTECTIVE CLOTHING,COVID19 STORE - RLH,SIMON JERSEY LTD,58000.0,BART 04 - July.xlsx,1
2133641,2020-07-08 00:00:00,STAFF PROTECTIVE CLOTHING,COVID19 STORE - RLH,SIMON JERSEY LTD,58000.0,BART 04 - July.xlsx,1
2133663,2020-07-08 00:00:00,JAC SINGLE STOCK SYSTEM,WXH PHARMACY DISPENSARY STOCK,SIEMENS HEALTHCARE DIAGNOSTICS LTD,91245.0,BART 04 - July.xlsx,1
2133664,2020-07-08 00:00:00,MED & SURG EQUIP MAINTENANCE (DO NOT USE),"CRITICAL CARE (1C, 1D, 1E & 4B HDU)",GENMED ME LTD,127620.0,BART 04 - July.xlsx,1
2133685,2020-07-08 00:00:00,MEDICAL & SURGICAL EQUIPMENT,COVID 19 EQUIPMENT - RLH,EDWARDS LIFE SCIENCES LTD,352315.0,BART 04 - July.xlsx,1
2133722,2020-07-08 00:00:00,ESTATES SERVICES CONTRACTS,PFI FM SERVICES,P2G LLP,29843.0,BART 04 - July.xlsx,1
2133740,2020-07-08 00:00:00,STAFF PROTECTIVE CLOTHING,COVID19 STORE - RLH,NFI DIET LTD,27000.0,BART 04 - July.xlsx,1
2133740,2020-07-08 00:00:00,STAFF PROTECTIVE CLOTHING,COVID19 STORE - RLH,NFI DIET LTD,26000.0,BART 04 - July.xlsx,1
2133744,2020-07-08 00:00:00,JAC SINGLE STOCK SYSTEM,SBH PHARMACY STORE STOCK,AAH,64698.0,BART 04 - July.xlsx,1
2133744,2020-07-08 00:00:00,JAC SINGLE STOCK SYSTEM,SBH PHARMACY STORE STOCK,AAH,81517.0,BART 04 - July.xlsx,1
2133744,2020-07-08 00:00:00,JAC SINGLE STOCK SYSTEM,SBH PHARMACY STORE STOCK,AAH,28800.0,BART 04 - July.xlsx,1
2133750,2020-07-08 00:00:00,JAC SINGLE STOCK SYSTEM,SBH PHARMACY STORE STOCK,SANOFI,30297.0,BART 04 - July.xlsx,1
2133776,2020-07-08 00:00:00,BANK PARTNERS CREDITOR,BH CURRENT LIABILITIES - FEEDERS,PULSE HEALTHCARE LTD,216499.0,BART 04 - July.xlsx,1
2133776,2020-07-08 00:00:00,BANK PARTNERS CREDITOR,BH CURRENT LIABILITIES - FEEDERS,PULSE HEALTHCARE LTD,283646.0,BART 04 - July.xlsx,1
2133797,2020-07-08 00:00:00,SPECIALIST BED/MATRESSES,SITE MANAGEMENT - WXH,LINET UK,38240.0,BART 04 - July.xlsx,1
2133817,2020-07-08 00:00:00,IMAGING EQUIPMENT,P.A.C.S,SECTRA LTD,171211.0,BART 04 - July.xlsx,1
2133820,2020-07-08 00:00:00,CONSULTANCY FEES,COVID-19 - CORPORATE,CARNALL FARRAR LTD,495700.0,BART 04 - July.xlsx,1
2133830,2020-07-08 00:00:00,JAC SINGLE STOCK SYSTEM,RLH PHARMACY STORE STOCK,QUALASEPT LTD T/A BATH ASU,26412.0,BART 04 - July.xlsx,1
2133831,2020-07-08 00:00:00,BUILDINGS / STRUCTURE,WATER REMEDIAL WORKS - BLM 54,SAYVOL ENVIRONMENTAL & BUILDING SERVICES LTD,52022.0,BART 04 - July.xlsx,1
2133831,2020-07-08 00:00:00,BUILDINGS / STRUCTURE,WATER REMEDIAL WORKS - BLM 54,SAYVOL ENVIRONMENTAL & BUILDING SERVICES LTD,28376.0,BART 04 - July.xlsx,1
2133851,2020-07-08 00:00:00,ENGINEERING MAINTENANCE,PRESCOT STREET RELOCATION PROJECT,ESSENTIA TRADING LTD,89517.0,BART 04 - July.xlsx,1
2133858,2020-07-08 00:00:00,STAFF PROTECTIVE CLOTHING,COVID19 STORE - RLH,PARAMOUNT MEDICAL SOLUTIONS LTD,158750.0,BART 04 - July.xlsx,1
2133866,2020-07-08 00:00:00,JAC SINGLE STOCK SYSTEM,SBH PHARMACY STORE STOCK,ALLIANCE HEALTHCARE DISTRIBUTION LTD,51301.0,BART 04 - July.xlsx,1
2133883,2020-07-08 00:00:00,DRUGS: HOMECARE PASSTHROUGH,HOMECARE DRUGS RECHARGE,HEALTHCARE AT HOME LTD,75768.0,BART 04 - July.xlsx,1
2133907,2020-07-08 00:00:00,AGENCY: ADMIN & CLERICAL,OPERATIONAL FINANCE,MONITOR,29520.0,BART 04 - July.xlsx,1
