organisationname,date,transactionnumber,supplier,expensearea,expensetype,amount,file,negative,ideptfamily
Royal Free London NHS Foundation Trust,03/09/2020,1487781,Hsl (Fm) Llp,Bh:Pathology Managed Lab Serv.,Pathology Tests Joint Venture,696706.0,ROYF 04-06 - July - September.csv,1,
Royal Free London NHS Foundation Trust,03/09/2020,1488755,Hsl (Fm) Llp,Rf:General Pathology,Pathology Tests Joint Venture,1341764.0,ROYF 04-06 - July - September.csv,1,
Royal Free London NHS Foundation Trust,04/09/2020,1329314,"Barnet, Enfield & Haringey Mh Nhs Trust",Rf:Paedriatrics - Camhs,Specialist Nurse Band 8a,29904.0,ROYF 04-06 - July - September.csv,1,
Royal Free London NHS Foundation Trust,04/09/2020,1415582,Supply Chain Coordination Ltd (Capital),Bh:Radiology,Radiology Maint Contracts,25411.0,ROYF 04-06 - July - September.csv,1,
Royal Free London NHS Foundation Trust,04/09/2020,1470043,Atalian Servest Security Limited,Rf:Rfh Facilities Management,Other Non-Clinical Services,31131.0,ROYF 04-06 - July - September.csv,1,
Royal Free London NHS Foundation Trust,04/09/2020,1478063,Nhs Shared Business Services Ltd,Tw:Payroll,Other Non-Clinical Services,54864.0,ROYF 04-06 - July - September.csv,1,
Royal Free London NHS Foundation Trust,04/09/2020,1479931,Rfl Property Services Limited,Rf:Ih Catering Restaurant,Ic Ih Catering Retail,216723.0,ROYF 04-06 - July - September.csv,1,
Royal Free London NHS Foundation Trust,04/09/2020,1481662,Rfl Property Services Limited,Rf:Ih Catering Patients,Ic Ih Catering Patients,220807.0,ROYF 04-06 - July - September.csv,1,
Royal Free London NHS Foundation Trust,04/09/2020,1484940,Cfes Limited,Cd:Decontamination Services,Estates Services Contracts,422397.0,ROYF 04-06 - July - September.csv,1,
Royal Free London NHS Foundation Trust,04/09/2020,1488394,Philips Healthcare (Surrey),Tw:Patient Systems,Other Non-Clinical Supplies,68358.0,ROYF 04-06 - July - September.csv,1,
Royal Free London NHS Foundation Trust,04/09/2020,1488723,Logan Construction (Se) Ltd,Rf:Nucmed Enabling Works,Consultancy Fees,197880.0,ROYF 04-06 - July - September.csv,1,
Royal Free London NHS Foundation Trust,04/09/2020,1492751,Edf Energy Customers Plc,Rf:Energy,Electricity,165641.0,ROYF 04-06 - July - September.csv,1,
Royal Free London NHS Foundation Trust,04/09/2020,1493455,Nhs Shared Business Services Ltd,Tw:Payroll,Other Non-Clinical Services,54864.0,ROYF 04-06 - July - September.csv,1,
Royal Free London NHS Foundation Trust,04/09/2020,1493559,Sharpsmart Ltd,Rf:Waste Management,Refuse Collection-Clinical,216000.0,ROYF 04-06 - July - September.csv,1,
Royal Free London NHS Foundation Trust,04/09/2020,1494191,Supply Chain Coordination Ltd (Consumables),Tw:Balance Sheet,Creditors-Nhs Supplies Service,88633.0,ROYF 04-06 - July - September.csv,1,
Royal Free London NHS Foundation Trust,04/09/2020,1494193,Supply Chain Coordination Ltd (Consumables),Tw:Balance Sheet,Creditors-Nhs Supplies Service,105370.0,ROYF 04-06 - July - September.csv,1,
Royal Free London NHS Foundation Trust,04/09/2020,1495912,Castle Water Limited,Rf:Energy,Water,36644.0,ROYF 04-06 - July - September.csv,1,
Royal Free London NHS Foundation Trust,04/09/2020,1499377,Fashion Enter Ltd,Tw:Commercial  Finance,Staff Clothing,76413.0,ROYF 04-06 - July - September.csv,1,
Royal Free London NHS Foundation Trust,04/09/2020,1500209,London School Of Hygiene & Tropical Medicine,Tw:Tss-9314 A.Rodgers Pantheon,Pathology Tests Joint Venture,67419.0,ROYF 04-06 - July - September.csv,1,
Royal Free London NHS Foundation Trust,04/09/2020,1500577,Artic Building Services Limited,Rf:Ucl-Maintenance,Building Contracts,60881.0,ROYF 04-06 - July - September.csv,1,
Royal Free London NHS Foundation Trust,04/09/2020,1501511,Aah Pharmaceutical Ltd,Tw:Balance Sheet,Pharmacy Issues & Receipts,32349.0,ROYF 04-06 - July - September.csv,1,
Royal Free London NHS Foundation Trust,04/09/2020,1502657,Lloydspharmacy Clinical Homecare,Tw:Balance Sheet,Pharmacy Issues & Receipts,51825.0,ROYF 04-06 - July - September.csv,1,
Royal Free London NHS Foundation Trust,04/09/2020,1502727,Lloydspharmacy Clinical Homecare,Tw:Balance Sheet,Pharmacy Issues & Receipts,43885.0,ROYF 04-06 - July - September.csv,1,
Royal Free London NHS Foundation Trust,04/09/2020,1502814,Lloydspharmacy Clinical Homecare,Tw:Balance Sheet,Pharmacy Issues & Receipts,44366.0,ROYF 04-06 - July - September.csv,1,
Royal Free London NHS Foundation Trust,04/09/2020,1502815,Lloydspharmacy Clinical Homecare,Tw:Balance Sheet,Pharmacy Issues & Receipts,27275.0,ROYF 04-06 - July - September.csv,1,
Royal Free London NHS Foundation Trust,04/09/2020,1503850,Pharmaxo Pharmacy Services Ltd,Tw:Balance Sheet,Pharmacy Issues & Receipts,31841.0,ROYF 04-06 - July - September.csv,1,
Royal Free London NHS Foundation Trust,04/09/2020,19412,Janssen-Cilag Ltd,Tw:Balance Sheet-Dispen. Serv,Pharmacy Issues & Receipts,30204.0,ROYF 04-06 - July - September.csv,1,
Royal Free London NHS Foundation Trust,04/09/2020,19463,Alliance Healthcare (Distribution) Ltd,Tw:Balance Sheet-Dispen. Serv,Pharmacy Issues & Receipts,27920.0,ROYF 04-06 - July - September.csv,1,
Royal Free London NHS Foundation Trust,11/09/2020,1440475,Bunzl Healthcare,Rf:Covid-19 (Surge),Staff Clothing,85669.0,ROYF 04-06 - July - September.csv,1,
Royal Free London NHS Foundation Trust,11/09/2020,1453262,Alliance Medical Ltd,Ch:Sonography,Radiology Equipment,31377.0,ROYF 04-06 - July - September.csv,1,
Royal Free London NHS Foundation Trust,11/09/2020,1457576,Ellis Building Services Ltd,Rf:Covid 19 2na Icu Surge,Eng Mnt-Ext Repairs,101864.0,ROYF 04-06 - July - September.csv,1,
Royal Free London NHS Foundation Trust,11/09/2020,1464586,Bytes Software Services Ltd,Tw:Information Man And Tech,Other Non-Clinical Supplies,46692.0,ROYF 04-06 - July - September.csv,1,
Royal Free London NHS Foundation Trust,11/09/2020,1469379,Ellis Building Services Ltd,Rf:Covid 19 2na Icu Surge,Eng Mnt-Ext Repairs,187125.0,ROYF 04-06 - July - September.csv,1,
Royal Free London NHS Foundation Trust,11/09/2020,1473097,Alliance Medical Ltd,Ch:Sonography,Radiology Equipment,47947.0,ROYF 04-06 - July - September.csv,1,
Royal Free London NHS Foundation Trust,11/09/2020,1475826,Capri Mechanical Serv Ltd,Rf:Mechanical Projects-Backlog,Estates Services Contracts,47308.0,ROYF 04-06 - July - September.csv,1,
Royal Free London NHS Foundation Trust,11/09/2020,1477237,Dhl Supply Chain Ltd,Rf:Rfh Transport,Transport-Misc.Expenses,101717.0,ROYF 04-06 - July - September.csv,1,
Royal Free London NHS Foundation Trust,11/09/2020,1481759,Bytes Software Services Ltd,Tw:Information Man And Tech,Other Non-Clinical Supplies,47572.0,ROYF 04-06 - July - September.csv,1,
Royal Free London NHS Foundation Trust,11/09/2020,1484926,Siemens Financial Services Ltd,Rf:Itu 3/4,Rentals Operating Leases,103099.0,ROYF 04-06 - July - September.csv,1,
Royal Free London NHS Foundation Trust,11/09/2020,1491202,Utilyx Healthcare Energy Services Ltd,Rf:Mechanical Projects-Backlog,Eng Mnt-Ext Repairs,30253.0,ROYF 04-06 - July - September.csv,1,
Royal Free London NHS Foundation Trust,11/09/2020,1496617,Cfes Limited,Tw:Covid-19 Stp,Other Non-Clinical Supplies,88261.0,ROYF 04-06 - July - September.csv,1,
Royal Free London NHS Foundation Trust,11/09/2020,1496924,Mbi Healthcare Technologies Ltd,Tw:Performance Information,It Service Contracts,230316.0,ROYF 04-06 - July - September.csv,1,
Royal Free London NHS Foundation Trust,11/09/2020,1500095,Dhl Supply Chain Ltd,Rf:Rfh Transport,Transport-Misc.Expenses,101717.0,ROYF 04-06 - July - September.csv,1,
Royal Free London NHS Foundation Trust,11/09/2020,1500362,Haverstock Healthcare Ltd,Rf:A & E Nursing,Services Ccgs Clinical,75021.0,ROYF 04-06 - July - September.csv,1,
Royal Free London NHS Foundation Trust,11/09/2020,1502294,Synertec Ltd,Tw:Patient Systems,Office Equipment,32072.0,ROYF 04-06 - July - September.csv,1,
Royal Free London NHS Foundation Trust,11/09/2020,1502728,Lloydspharmacy Clinical Homecare,Tw:Balance Sheet,Pharmacy Issues & Receipts,35935.0,ROYF 04-06 - July - September.csv,1,
Royal Free London NHS Foundation Trust,11/09/2020,1503368,Healthcare At Home Ltd,Tw:Balance Sheet,Pharmacy Issues & Receipts,39867.0,ROYF 04-06 - July - September.csv,1,
Royal Free London NHS Foundation Trust,11/09/2020,1505557,Bunzl Healthcare,Rf:Covid-19 (Surge),Staff Clothing,-76444.0,ROYF 04-06 - July - September.csv,-1,
Royal Free London NHS Foundation Trust,11/09/2020,1506248,Lloydspharmacy Clinical Homecare,Tw:Balance Sheet,Pharmacy Issues & Receipts,55727.0,ROYF 04-06 - July - September.csv,1,
Royal Free London NHS Foundation Trust,11/09/2020,1507209,Childcare Vouchers Ltd,Tw:Balance Sheet,Creditors-S&W-Jury Service,28737.0,ROYF 04-06 - July - September.csv,1,
Royal Free London NHS Foundation Trust,11/09/2020,19662,Polar Speed Distribution Ltd,Tw:Balance Sheet-Dispen. Serv,Pharmacy Issues & Receipts,27300.0,ROYF 04-06 - July - September.csv,1,
Royal Free London NHS Foundation Trust,11/09/2020,4062,Compass Contract Services (Uk) Limited,Tw:Soft Fm Contracts,Other Soft Fm Contracts,321515.0,ROYF 04-06 - July - September.csv,1,
Royal Free London NHS Foundation Trust,11/09/2020,4067,Currie & Brown Uk Limited,Tw:Whht Consultancy,Consultancy Fees,76996.0,ROYF 04-06 - July - September.csv,1,
Royal Free London NHS Foundation Trust,15/09/2020,1488924,Rfl Property Services Limited,Tw:Balance Sheet,Property Services Finance Leas,1828800.0,ROYF 04-06 - July - September.csv,1,
Royal Free London NHS Foundation Trust,17/09/2020,1497032,Metier Healthcare Ltd,Bh:Pfi Project,Consultancy Fees,3610743.0,ROYF 04-06 - July - September.csv,1,
Royal Free London NHS Foundation Trust,18/09/2020,1258919,University College London,Tw:Ucl Sal Rechge Ap Inv Only,Consultant-Som,25315.0,ROYF 04-06 - July - September.csv,1,
Royal Free London NHS Foundation Trust,18/09/2020,1435151,North Middlesex University Hospital Nhs Trust,Rf:Hepatology,Consultant - Recharge In,32847.0,ROYF 04-06 - July - September.csv,1,
Royal Free London NHS Foundation Trust,18/09/2020,1443740,Dhl Supply Chain Ltd,Rf:Rfh Transport,Transport-Misc.Expenses,295502.0,ROYF 04-06 - July - September.csv,1,
Royal Free London NHS Foundation Trust,18/09/2020,1445024,University College London,Tw: 11454 Kate Walters Pd-Care,Services Uclh Ft Clinical,85383.0,ROYF 04-06 - July - September.csv,1,
Royal Free London NHS Foundation Trust,18/09/2020,1453067,Bioquell Uk Ltd,Rf:Rfh Facilities Management,Cleaning Equipment & Materials,104808.0,ROYF 04-06 - July - September.csv,1,
Royal Free London NHS Foundation Trust,18/09/2020,1456923,Cepheid Uk Limited,Rf:Hep C / Odn,Laboratory Equipment,41566.0,ROYF 04-06 - July - September.csv,1,
Royal Free London NHS Foundation Trust,18/09/2020,1460126,Rfl Dispensary Services Ltd,Tw:Balance Sheet,Pharmacy Issues & Receipts,1288841.0,ROYF 04-06 - July - September.csv,1,
Royal Free London NHS Foundation Trust,18/09/2020,1461237,Bioquell Uk Ltd,Rf:Rfh Facilities Management,Cleaning Equipment & Materials,104808.0,ROYF 04-06 - July - September.csv,1,
Royal Free London NHS Foundation Trust,18/09/2020,1461898,Dhl Supply Chain Ltd,Rf:Rfh Transport,Transport-Misc.Expenses,207436.0,ROYF 04-06 - July - September.csv,1,
Royal Free London NHS Foundation Trust,18/09/2020,1478819,Baxter Healthcare Ltd,Rf:Covid 19 2na Icu Surge,Engineering Equip & Materials,116222.0,ROYF 04-06 - July - September.csv,1,
Royal Free London NHS Foundation Trust,18/09/2020,1481664,Rfl Property Services Limited,Ch:Soft Fm Contracts,Ic Soft Fm,261284.0,ROYF 04-06 - July - September.csv,1,
Royal Free London NHS Foundation Trust,18/09/2020,1481889,Rfl Dispensary Services Ltd,Tw:Balance Sheet,Pharmacy Issues & Receipts,1559252.0,ROYF 04-06 - July - September.csv,1,
Royal Free London NHS Foundation Trust,18/09/2020,1482061,The Hillingdon Hospitals Nhs Ft,Rf:Mount Vernon,Services Nhs Fts Clinical,222133.0,ROYF 04-06 - July - September.csv,1,
Royal Free London NHS Foundation Trust,18/09/2020,1484014,Bianco Sale Limited,Rf:Ext Building Fabric-Backlog,Consultancy Fees,29940.0,ROYF 04-06 - July - September.csv,1,
Royal Free London NHS Foundation Trust,18/09/2020,1484878,Notting Hill Genesis,Rf:Princess Christian House,Rent,58644.0,ROYF 04-06 - July - September.csv,1,
Royal Free London NHS Foundation Trust,18/09/2020,1485342,Uclh Nhs Foundation Trust,Rf:Diabetic Team,Services Uclh Ft Clinical,33561.0,ROYF 04-06 - July - September.csv,1,
Royal Free London NHS Foundation Trust,18/09/2020,1486136,Supply Chain Coordination Ltd (Consumables),Tw:Balance Sheet,Creditors-Nhs Supplies Service,106394.0,ROYF 04-06 - July - September.csv,1,
Royal Free London NHS Foundation Trust,18/09/2020,1493406,Advanced Detection Systems Ltd,Rf:Rfh Security,Msse Maintenance Contracts,43600.0,ROYF 04-06 - July - September.csv,1,
Royal Free London NHS Foundation Trust,18/09/2020,1496748,Imperial College Healthcare Nhs Trust,Rf:Haemophilia,Drugs (Tedd),233930.0,ROYF 04-06 - July - September.csv,1,
Royal Free London NHS Foundation Trust,18/09/2020,1497261,Rfl Property Services Limited,Ch:Soft Fm Contracts,Ic Soft Fm,68052.0,ROYF 04-06 - July - September.csv,1,
Royal Free London NHS Foundation Trust,18/09/2020,1497274,Ernst & Young Llp,Tw:Financial Director,Consultancy Fees,36000.0,ROYF 04-06 - July - September.csv,1,
Royal Free London NHS Foundation Trust,18/09/2020,1497294,Uclh Nhs Foundation Trust,Rf:Diabetic Team,Services Uclh Ft Clinical,33561.0,ROYF 04-06 - July - September.csv,1,
Royal Free London NHS Foundation Trust,18/09/2020,1497832,Supply Chain Coordination Ltd (Consumables),Tw:Balance Sheet,Creditors-Nhs Supplies Service,143556.0,ROYF 04-06 - July - September.csv,1,
Royal Free London NHS Foundation Trust,18/09/2020,1497836,Supply Chain Coordination Ltd (Consumables),Tw:Balance Sheet,Creditors-Nhs Supplies Service,100852.0,ROYF 04-06 - July - September.csv,1,
Royal Free London NHS Foundation Trust,18/09/2020,1499375,Ellis Building Services Ltd,Rf:Mechanical Projects-Backlog,Engineering Equip & Materials,40325.0,ROYF 04-06 - July - September.csv,1,
Royal Free London NHS Foundation Trust,18/09/2020,1499430,Medtronic Ltd,Rf:Vascular Surgery,Cardiovascular Stents,28800.0,ROYF 04-06 - July - September.csv,1,
Royal Free London NHS Foundation Trust,18/09/2020,1499983,Bevan Brittan Llp,Tw:Clinical Risk + Safety,Legal Costs,26467.0,ROYF 04-06 - July - September.csv,1,
Royal Free London NHS Foundation Trust,18/09/2020,1500051,North Middlesex University Hospital Nhs Trust,Bh:Ear Nose & Throat,Services Other Nhs Clinical,32439.0,ROYF 04-06 - July - September.csv,1,
Royal Free London NHS Foundation Trust,18/09/2020,1500131,Ascom (Uk) Ltd,Tw:Emergencycapnursing Devices,Other Non-Clinical Supplies,96707.0,ROYF 04-06 - July - September.csv,1,
Royal Free London NHS Foundation Trust,18/09/2020,1500331,Martech Technical Services Ltd,Rf:Int Building Fabric-Backlog,Building Contracts,31572.0,ROYF 04-06 - July - September.csv,1,
Royal Free London NHS Foundation Trust,18/09/2020,1500358,Haverstock Healthcare Ltd,Rf:Diabetic Team,Healthcare Commercial Sector,85396.0,ROYF 04-06 - July - September.csv,1,
Royal Free London NHS Foundation Trust,18/09/2020,1500465,Supply Chain Coordination Ltd (Maintenance),Bh:Radiology,Msse Maintenance Contracts,47869.0,ROYF 04-06 - July - September.csv,1,
Royal Free London NHS Foundation Trust,18/09/2020,1500681,Insight Direct (Uk) Ltd,Tw:Information Man And Tech,Other Non-Clinical Supplies,42161.0,ROYF 04-06 - July - September.csv,1,
Royal Free London NHS Foundation Trust,18/09/2020,1500734,The Whittington Hospital Nhs Trust,Tw:Accounts Payable,Services Nhsts Non-Clinical,186653.0,ROYF 04-06 - July - September.csv,1,
Royal Free London NHS Foundation Trust,18/09/2020,1501229,Supply Chain Coordination Ltd (Consumables),Tw:Balance Sheet,Creditors-Nhs Supplies Service,110571.0,ROYF 04-06 - July - September.csv,1,
Royal Free London NHS Foundation Trust,18/09/2020,1501430,Aah Pharmaceutical Ltd,Tw:Balance Sheet,Pharmacy Issues & Receipts,32349.0,ROYF 04-06 - July - September.csv,1,
Royal Free London NHS Foundation Trust,18/09/2020,1501440,Aah Pharmaceutical Ltd,Tw:Balance Sheet,Pharmacy Issues & Receipts,32349.0,ROYF 04-06 - July - September.csv,1,
Royal Free London NHS Foundation Trust,18/09/2020,1501949,Alloga Uk,Tw:Balance Sheet,Pharmacy Issues & Receipts,36000.0,ROYF 04-06 - July - September.csv,1,
Royal Free London NHS Foundation Trust,18/09/2020,1502838,Lloydspharmacy Clinical Homecare,Tw:Balance Sheet,Pharmacy Issues & Receipts,25118.0,ROYF 04-06 - July - September.csv,1,
Royal Free London NHS Foundation Trust,18/09/2020,1504983,Rfl Property Services Limited,Tw:Balance Sheet,Property Services Finance Leas,1828800.0,ROYF 04-06 - July - September.csv,1,
Royal Free London NHS Foundation Trust,18/09/2020,1505513,Philips Respironics Uk Ltd,Rf:Thoracic Medicine,Anaesthetic Equip&Accessories,31179.0,ROYF 04-06 - July - September.csv,1,
Royal Free London NHS Foundation Trust,18/09/2020,1505558,Logan Construction (Se) Ltd,Rf:Nucmed Enabling Works,Consultancy Fees,357348.0,ROYF 04-06 - July - September.csv,1,
Royal Free London NHS Foundation Trust,18/09/2020,1506500,Healthcare At Home Ltd,Tw:Balance Sheet,Pharmacy Issues & Receipts,38067.0,ROYF 04-06 - July - September.csv,1,
Royal Free London NHS Foundation Trust,18/09/2020,1508822,Lloydspharmacy Clinical Homecare,Tw:Balance Sheet,Pharmacy Issues & Receipts,25118.0,ROYF 04-06 - July - September.csv,1,
Royal Free London NHS Foundation Trust,18/09/2020,1508843,Lloydspharmacy Clinical Homecare,Tw:Balance Sheet,Pharmacy Issues & Receipts,27971.0,ROYF 04-06 - July - September.csv,1,
Royal Free London NHS Foundation Trust,18/09/2020,1509161,Healthcare At Home Ltd,Tw:Balance Sheet,Pharmacy Issues & Receipts,26813.0,ROYF 04-06 - July - September.csv,1,
Royal Free London NHS Foundation Trust,18/09/2020,1510108,Aah Pharmaceutical Ltd,Tw:Balance Sheet,Pharmacy Issues & Receipts,57600.0,ROYF 04-06 - July - September.csv,1,
Royal Free London NHS Foundation Trust,18/09/2020,1510362,Aah Pharmaceutical Ltd,Tw:Balance Sheet,Pharmacy Issues & Receipts,32349.0,ROYF 04-06 - July - September.csv,1,
Royal Free London NHS Foundation Trust,18/09/2020,1510540,Bristol-Myers Squibb Pharmaceuticals Ltd,Tw:Balance Sheet,Pharmacy Issues & Receipts,49917.0,ROYF 04-06 - July - September.csv,1,
Royal Free London NHS Foundation Trust,18/09/2020,1510542,Bristol-Myers Squibb Pharmaceuticals Ltd,Tw:Balance Sheet,Pharmacy Issues & Receipts,58950.0,ROYF 04-06 - July - September.csv,1,
Royal Free London NHS Foundation Trust,18/09/2020,1510543,Bristol-Myers Squibb Pharmaceuticals Ltd,Tw:Balance Sheet,Pharmacy Issues & Receipts,61612.0,ROYF 04-06 - July - September.csv,1,
Royal Free London NHS Foundation Trust,18/09/2020,1510544,Bristol-Myers Squibb Pharmaceuticals Ltd,Tw:Balance Sheet,Pharmacy Issues & Receipts,30806.0,ROYF 04-06 - July - September.csv,1,
Royal Free London NHS Foundation Trust,18/09/2020,1510545,Bristol-Myers Squibb Pharmaceuticals Ltd,Tw:Balance Sheet,Pharmacy Issues & Receipts,41074.0,ROYF 04-06 - July - September.csv,1,
Royal Free London NHS Foundation Trust,18/09/2020,1510547,Bristol-Myers Squibb Pharmaceuticals Ltd,Tw:Balance Sheet,Pharmacy Issues & Receipts,85877.0,ROYF 04-06 - July - September.csv,1,
Royal Free London NHS Foundation Trust,18/09/2020,1510549,Bristol-Myers Squibb Pharmaceuticals Ltd,Tw:Balance Sheet,Pharmacy Issues & Receipts,34191.0,ROYF 04-06 - July - September.csv,1,
