ccg,date,expensearea,expensetype,supplier,transactionnumber,amount,file,negative,expensetypoe
NHS Central London CCG,30/11/2020,ACUTE COMMISSIONING,Hcare Srv Rec Fdtn Trust-Contract Baseline,ROYAL MARSDEN NHS FOUNDATION TRUST (THE),34566118,88694.0,NWCL 08 - November.pdf.csv,1,
NHS Central London CCG,30/11/2020,PRC DELEGATED CO-COMMISSIONING,C&M-PMS Contract Value,NEWTON MEDICAL CENTRE,34516446,98054.0,NWCL 08 - November.pdf.csv,1,
NHS Central London CCG,30/11/2020,MENTAL HEALTH SERVICES - OLDER PEOPLE,Clinical&Medical-Voluntary Sector,HOSPITAL OF ST JOHN & ST ELIZABETH,34459615,98380.0,NWCL 08 - November.pdf.csv,1,
NHS Central London CCG,30/11/2020,MENTAL HEALTH SERVICES - OLDER PEOPLE,Clinical&Medical-Voluntary Sector,HOSPITAL OF ST JOHN & ST ELIZABETH,34459633,98380.0,NWCL 08 - November.pdf.csv,1,
NHS Central London CCG,30/11/2020,PRC DELEGATED CO-COMMISSIONING,C&M-GMS Global Sum,PIMLICO HEALTH AT THE MARVEN SURGERY,34628291,99874.0,NWCL 08 - November.pdf.csv,1,
NHS Central London CCG,30/11/2020,MENTAL HEALTH SERVICES - SPECIALIST SERVICES,Clinical&Medical-Voluntary Sector,ONE HOUSING GROUP LTD,34459621,100477.0,NWCL 08 - November.pdf.csv,1,
NHS Central London CCG,30/11/2020,ACUTE COMMISSIONING,Hcare Srv Rec Fdtn Trust-Contract Baseline,MOORFIELDS EYE HOSPITAL NHS FOUNDATION TRUST,34566111,106973.0,NWCL 08 - November.pdf.csv,1,
NHS Central London CCG,30/11/2020,HOSPICES,Clinical&Medical-Voluntary Sector,HOSPITAL OF ST JOHN & ST ELIZABETH,34459617,111368.0,NWCL 08 - November.pdf.csv,1,
NHS Central London CCG,30/11/2020,HOSPICES,Clinical&Medical-Voluntary Sector,HOSPITAL OF ST JOHN & ST ELIZABETH,34459635,111368.0,NWCL 08 - November.pdf.csv,1,
NHS Central London CCG,30/11/2020,ACUTE COMMISSIONING,Hcare Srv Rec Fdtn Trust-Contract Baseline,KING`S COLLEGE HOSPITAL NHS FOUNDATION TRUST,34566108,113360.0,NWCL 08 - November.pdf.csv,1,
NHS Central London CCG,30/11/2020,NON RECURRENT PROGRAMMES,Clinical&Medical-Independent Sector,SWPCH,34631336,114115.0,NWCL 08 - November.pdf.csv,1,
NHS Central London CCG,30/11/2020,ACUTE COMMISSIONING,Hcare Srv Rec NHS Trust-Contract Baseline,"LONDON HEATHROW HOTEL
BARTS HEALTH NHS TRUST",34566101,114654.0,NWCL 08 - November.pdf.csv,1,
NHS Central London CCG,30/11/2020,MENTAL HEALTH SERVICES - OLDER PEOPLE,Clinical&Medical-Commercial Sector,SANCTUARY CARE LTD,34459627,114845.0,NWCL 08 - November.pdf.csv,1,
NHS Central London CCG,30/11/2020,COMMUNITY SERVICES,Clinical&Medical-Commercial Sector,SANCTUARY CARE LTD,34753036,114845.0,NWCL 08 - November.pdf.csv,1,
NHS Central London CCG,30/11/2020,PRC DELEGATED CO-COMMISSIONING,C&M-GMS Global Sum,VICTORIA MEDICAL CENTRE,34614384,125085.0,NWCL 08 - November.pdf.csv,1,
NHS Central London CCG,30/11/2020,BALANCE SHEET,Income tax <1Yr,HMRC,34615820,127053.0,NWCL 08 - November.pdf.csv,1,
NHS Central London CCG,30/11/2020,COMMUNITY SERVICES,Clinical&Medical-Commercial Sector,"DISABILITIES
CENTRAL LONDON HEALTHCARE",34753025,128529.0,NWCL 08 - November.pdf.csv,1,
NHS Central London CCG,30/11/2020,PRC DELEGATED CO-COMMISSIONING,C&M-GMS Global Sum,ST JOHNS WOOD MEDICAL PRACTICE,34614382,132413.0,NWCL 08 - November.pdf.csv,1,
NHS Central London CCG,30/11/2020,MENTAL HEALTH CONTRACTS,Hcare Srv Rec Fdtn Trust-Contract Baseline,CAMDEN & ISLINGTON NHS FOUNDATION TRUST,34566102,132823.0,NWCL 08 - November.pdf.csv,1,
NHS Central London CCG,30/11/2020,PRC DELEGATED CO-COMMISSIONING,C&M-APMS Contract Value,AT MEDICS STREATHAM PLACE,34516456,145854.0,NWCL 08 - November.pdf.csv,1,
NHS Central London CCG,30/11/2020,COMMUNITY SERVICES,Clinical&Medical-Commercial Sector,SANCTUARY CARE LTD,34666968,194231.0,NWCL 08 - November.pdf.csv,1,
NHS Central London CCG,30/11/2020,COMMUNITY SERVICES,Clinical&Medical-Commercial Sector,SANCTUARY CARE LTD,34753040,194231.0,NWCL 08 - November.pdf.csv,1,
NHS Central London CCG,30/11/2020,MENTAL HEALTH SERVICES - OLDER PEOPLE,Clinical&Medical-Commercial Sector,SANCTUARY CARE LTD,34459629,204107.0,NWCL 08 - November.pdf.csv,1,
NHS Central London CCG,30/11/2020,MENTAL HEALTH SERVICES - OLDER PEOPLE,Clinical&Medical-Commercial Sector,SANCTUARY CARE LTD,34666976,204107.0,NWCL 08 - November.pdf.csv,1,
NHS Central London CCG,30/11/2020,MENTAL HEALTH SERVICES - OLDER PEOPLE,Clinical&Medical-Commercial Sector,SANCTUARY CARE LTD,34753031,204107.0,NWCL 08 - November.pdf.csv,1,
NHS Central London CCG,30/11/2020,MENTAL HEALTH SERVICES - OLDER PEOPLE,Clinical&Medical-Othe Public Sector,CITY OF WESTMINSTER,34632777,208571.0,NWCL 08 - November.pdf.csv,1,
NHS Central London CCG,30/11/2020,COMMUNITY SERVICES,Clinical&Medical-Commercial Sector,HEALTHSHARE LTD,34632804,233333.0,NWCL 08 - November.pdf.csv,1,
NHS Central London CCG,30/11/2020,COMMISSIONING SCHEMES,Clinical&Medical-Independent Sector,CENTRAL LONDON HEALTHCARE,34631291,234541.0,NWCL 08 - November.pdf.csv,1,
NHS Central London CCG,30/11/2020,COMMISSIONING RESERVE,Recharge : Received,"TRUST
IMPERIAL COLLEGE HEALTH PARTNERS LTD",34566850,249600.0,NWCL 08 - November.pdf.csv,1,
NHS Central London CCG,30/11/2020,THIRD PARTY HOSTED SERVICE 7,Recharge : Received,IMPERIAL COLLEGE HEALTH PARTNERS LTD,34566857,249600.0,NWCL 08 - November.pdf.csv,1,
NHS Central London CCG,30/11/2020,PRC DELEGATED CO-COMMISSIONING,C&M-PMS Contract Value,KINGS COLLEGE HEALTH CENTRE,34516438,253333.0,NWCL 08 - November.pdf.csv,1,
NHS Central London CCG,30/11/2020,PRC DELEGATED CO-COMMISSIONING,C&M-GMS Prem Actual Rent,VICTORIA MEDICAL CENTRE,34614384,254780.0,NWCL 08 - November.pdf.csv,1,
NHS Central London CCG,30/11/2020,MENTAL HEALTH SERVICES - OLDER PEOPLE,Clinical&Medical-Commercial Sector,SANCTUARY CARE LTD,34527047,298139.0,NWCL 08 - November.pdf.csv,1,
NHS Central London CCG,30/11/2020,COMMUNITY SERVICES,Clinical&Medical-Commercial Sector,SANCTUARY CARE LTD,34666970,371720.0,NWCL 08 - November.pdf.csv,1,
NHS Central London CCG,30/11/2020,ACUTE COMMISSIONING,Hcare Srv Rec Fdtn Trust-Contract Baseline,ROYAL FREE LONDON NHS FOUNDATION TRUST,34566114,397816.0,NWCL 08 - November.pdf.csv,1,
NHS Central London CCG,30/11/2020,URGENT CARE,Clinical&Medical-Commercial Sector,NORTHERN DOCTORS URGENT CARE,34527044,441667.0,NWCL 08 - November.pdf.csv,1,
NHS Central London CCG,30/11/2020,Service Planning & Reform,Miscellaneous Expenditure (L9),IMPERIAL COLLEGE HEALTH PARTNERS LTD,34459613,786624.0,NWCL 08 - November.pdf.csv,1,
NHS Central London CCG,30/11/2020,CHC ADULT FULLY FUNDED,Cont Care- Adult 100% Fully Funded,NHS HAMMERSMITH AND FULHAM CCG,34459639,1245729.0,NWCL 08 - November.pdf.csv,1,
NHS Central London CCG,30/11/2020,ACUTE COMMISSIONING,Hcare Srv Rec Fdtn Trust-Contract Baseline,"TRUST
GUYS & ST THOMAS HOSPITAL NHS FOUNDATION TRUST",34566106,1627841.0,NWCL 08 - November.pdf.csv,1,
NHS Central London CCG,30/11/2020,COMMUNITY SERVICES,Hcare Srv Rec NHS Trust-Contract Baseline,CENTRAL LONDON COMMUNITY HEALTHCARE NHS TRUST,34566104,1645933.0,NWCL 08 - November.pdf.csv,1,
NHS Central London CCG,30/11/2020,ACUTE COMMISSIONING,Hcare Srv Rec Fdtn Trust-Contract Baseline,UNIVERSITY COLLEGE LONDON HOSPITALS NHS FOUNDATION,34566119,1815917.0,NWCL 08 - November.pdf.csv,1,
NHS Central London CCG,30/11/2020,ACUTE COMMISSIONING,Hcare Srv Rec Fdtn Trust-Contract Baseline,HILLINGDON HOSPITALS NHS FOUNDATION TRUST,34566117,2984110.0,NWCL 08 - November.pdf.csv,1,
NHS Central London CCG,30/11/2020,ACUTE COMMISSIONING,Hcare Srv Rec Fdtn Trust-Contract Baseline,ROYAL BROMPTON & HAREFIELD NHS FOUNDATION TRUST,34566113,7550722.0,NWCL 08 - November.pdf.csv,1,
NHS Central London CCG,30/11/2020,MENTAL HEALTH CONTRACTS,Hcare Srv Rec Fdtn Trust-Contract Baseline,CENTRAL & NORTH WEST LONDON NHS FOUNDATION TRUST,34566103,7952762.0,NWCL 08 - November.pdf.csv,1,
NHS Central London CCG,30/11/2020,ACUTE COMMISSIONING,Hcare Srv Rec Fdtn Trust-Contract Baseline,CHELSEA AND WESTMINSTER HOSPITAL NHS FOUNDATION,34566105,10879071.0,NWCL 08 - November.pdf.csv,1,
NHS Central London CCG,30/11/2020,AMBULANCE SERVICES,Hcare Srv Rec NHS Trust-Contract Baseline,LONDON AMBULANCE SERVICE NHS TRUST,34566109,13376747.0,NWCL 08 - November.pdf.csv,1,
NHS Central London CCG,30/11/2020,COMMUNITY SERVICES,Hcare Srv Rec NHS Trust-Contract Baseline,LONDON NORTH WEST HEALTHCARE NHS TRUST,34566110,14905419.0,NWCL 08 - November.pdf.csv,1,
NHS Central London CCG,30/11/2020,ACUTE COMMISSIONING,Hcare Srv Rec NHS Trust-Contract Baseline,IMPERIAL COLLEGE HEALTHCARE NHS TRUST,34566107,22405719.0,NWCL 08 - November.pdf.csv,1,
NHS Central London CCG,31/10/2020,C&M-PMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,LISSON GROVE HEALTH CENTRE,34166996,5133.0,NWCL 07 - October.pdf.csv,1,
NHS Central London CCG,31/10/2020,C&M-PMS Contract Value,PRC DELEGATED CO-COMMISSIONING,MARYLEBONE HEALTH CENTRE,34166998,67863.0,NWCL 07 - October.pdf.csv,1,
NHS Central London CCG,31/10/2020,C&M-PMS Growth,PRC DELEGATED CO-COMMISSIONING,MARYLEBONE HEALTH CENTRE,34166998,7196.0,NWCL 07 - October.pdf.csv,1,
NHS Central London CCG,31/10/2020,C&M-PMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,MARYLEBONE HEALTH CENTRE,34166998,1373.0,NWCL 07 - October.pdf.csv,1,
NHS Central London CCG,31/10/2020,C&M-PMS Prem Notional Rent,PRC DELEGATED CO-COMMISSIONING,MARYLEBONE HEALTH CENTRE,34166998,16314.0,NWCL 07 - October.pdf.csv,1,
NHS Central London CCG,31/10/2020,C&M-PMS Prem Rates,PRC DELEGATED CO-COMMISSIONING,MARYLEBONE HEALTH CENTRE,34166998,31033.0,NWCL 07 - October.pdf.csv,1,
NHS Central London CCG,31/10/2020,C&M-PMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,MARYLEBONE HEALTH CENTRE,34166998,4022.0,NWCL 07 - October.pdf.csv,1,
NHS Central London CCG,31/10/2020,C&M-PMS Contract Value,PRC DELEGATED CO-COMMISSIONING,MILLBANK MEDICAL CENTRE,34167000,55326.0,NWCL 07 - October.pdf.csv,1,
NHS Central London CCG,31/10/2020,C&M-PMS Growth,PRC DELEGATED CO-COMMISSIONING,MILLBANK MEDICAL CENTRE,34167000,4426.0,NWCL 07 - October.pdf.csv,1,
NHS Central London CCG,31/10/2020,C&M-PMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,MILLBANK MEDICAL CENTRE,34167000,1062.0,NWCL 07 - October.pdf.csv,1,
NHS Central London CCG,31/10/2020,C&M-PMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,MILLBANK MEDICAL CENTRE,34167000,3966.0,NWCL 07 - October.pdf.csv,1,
NHS Central London CCG,31/10/2020,C&M-PMS GP Statutory Levy,PRC DELEGATED CO-COMMISSIONING,NEWTON MEDICAL CENTRE,34167001,-5071.0,NWCL 07 - October.pdf.csv,-1,
NHS Central London CCG,31/10/2020,ME-PMS GP Pension EEs-PMS,PRC DELEGATED CO-COMMISSIONING,NEWTON MEDICAL CENTRE,34167001,-10202.0,NWCL 07 - October.pdf.csv,-1,
NHS Central London CCG,31/10/2020,ME-PMS GP Pension ERs Adjs - PMS,PRC DELEGATED CO-COMMISSIONING,NEWTON MEDICAL CENTRE,34167001,-34728.0,NWCL 07 - October.pdf.csv,-1,
NHS Central London CCG,31/10/2020,C&M-PMS Contract Value,PRC DELEGATED CO-COMMISSIONING,NEWTON MEDICAL CENTRE,34167002,98054.0,NWCL 07 - October.pdf.csv,1,
NHS Central London CCG,31/10/2020,C&M-PMS Growth,PRC DELEGATED CO-COMMISSIONING,NEWTON MEDICAL CENTRE,34167002,5932.0,NWCL 07 - October.pdf.csv,1,
NHS Central London CCG,31/10/2020,C&M-PMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,NEWTON MEDICAL CENTRE,34167002,1865.0,NWCL 07 - October.pdf.csv,1,
NHS Central London CCG,31/10/2020,C&M-PMS Prem Rates,PRC DELEGATED CO-COMMISSIONING,NEWTON MEDICAL CENTRE,34167002,4211.0,NWCL 07 - October.pdf.csv,1,
NHS Central London CCG,31/10/2020,C&M-PMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,NEWTON MEDICAL CENTRE,34167002,6005.0,NWCL 07 - October.pdf.csv,1,
NHS Central London CCG,31/10/2020,C&M-PMS Additional Staff Payments,PRC DELEGATED CO-COMMISSIONING,PADDINGTON GREEN HEALTH CENTRE,34167004,8546.0,NWCL 07 - October.pdf.csv,1,
NHS Central London CCG,31/10/2020,C&M-PMS Contract Value,PRC DELEGATED CO-COMMISSIONING,PADDINGTON GREEN HEALTH CENTRE,34167004,77449.0,NWCL 07 - October.pdf.csv,1,
NHS Central London CCG,31/10/2020,C&M-PMS Growth,PRC DELEGATED CO-COMMISSIONING,PADDINGTON GREEN HEALTH CENTRE,34167004,4951.0,NWCL 07 - October.pdf.csv,1,
NHS Central London CCG,31/10/2020,C&M-PMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,PADDINGTON GREEN HEALTH CENTRE,34167004,1493.0,NWCL 07 - October.pdf.csv,1,
NHS Central London CCG,31/10/2020,C&M-PMS Prem Rates,PRC DELEGATED CO-COMMISSIONING,PADDINGTON GREEN HEALTH CENTRE,34167004,2688.0,NWCL 07 - October.pdf.csv,1,
NHS Central London CCG,31/10/2020,C&M-PMS Prem Water Rates,PRC DELEGATED CO-COMMISSIONING,PADDINGTON GREEN HEALTH CENTRE,34167004,129.0,NWCL 07 - October.pdf.csv,1,
NHS Central London CCG,31/10/2020,C&M-PMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,PADDINGTON GREEN HEALTH CENTRE,34167004,6361.0,NWCL 07 - October.pdf.csv,1,
NHS Central London CCG,31/10/2020,ME - PMS GP Prior Year ERs,PRC DELEGATED CO-COMMISSIONING,PADDINGTON GREEN HEALTH CENTRE,34167004,212.0,NWCL 07 - October.pdf.csv,1,
NHS Central London CCG,31/10/2020,ME-PMS GP Prior Year EEs,PRC DELEGATED CO-COMMISSIONING,PADDINGTON GREEN HEALTH CENTRE,34167004,310.0,NWCL 07 - October.pdf.csv,1,
NHS Central London CCG,31/10/2020,C&M-APMS Contract Value,PRC DELEGATED CO-COMMISSIONING,SOHO SQUARE GENERAL PRACTICE,34167006,32443.0,NWCL 07 - October.pdf.csv,1,
NHS Central London CCG,31/10/2020,C&M-APMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,SOHO SQUARE GENERAL PRACTICE,34167006,601.0,NWCL 07 - October.pdf.csv,1,
NHS Central London CCG,31/10/2020,C&M-PMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,SOHO SQUARE GENERAL PRACTICE,34167006,1660.0,NWCL 07 - October.pdf.csv,1,
NHS Central London CCG,31/10/2020,C&M-PMS Contract Value,PRC DELEGATED CO-COMMISSIONING,WESTBOURNE GREEN SURGERY (THE),34167008,31675.0,NWCL 07 - October.pdf.csv,1,
NHS Central London CCG,31/10/2020,C&M-PMS Growth,PRC DELEGATED CO-COMMISSIONING,WESTBOURNE GREEN SURGERY (THE),34167008,5528.0,NWCL 07 - October.pdf.csv,1,
NHS Central London CCG,31/10/2020,C&M-PMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,WESTBOURNE GREEN SURGERY (THE),34167008,632.0,NWCL 07 - October.pdf.csv,1,
NHS Central London CCG,31/10/2020,C&M-PMS Prem Notional Rent,PRC DELEGATED CO-COMMISSIONING,WESTBOURNE GREEN SURGERY (THE),34167008,4865.0,NWCL 07 - October.pdf.csv,1,
NHS Central London CCG,31/10/2020,C&M-PMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,WESTBOURNE GREEN SURGERY (THE),34167008,1991.0,NWCL 07 - October.pdf.csv,1,
NHS Central London CCG,31/10/2020,C&M-PMS Contract Value,PRC DELEGATED CO-COMMISSIONING,WELLINGTON HEALTH CENTRE (THE),34167010,44262.0,NWCL 07 - October.pdf.csv,1,
NHS Central London CCG,31/10/2020,C&M-PMS Growth,PRC DELEGATED CO-COMMISSIONING,WELLINGTON HEALTH CENTRE (THE),34167010,4830.0,NWCL 07 - October.pdf.csv,1,
NHS Central London CCG,31/10/2020,C&M-PMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,WELLINGTON HEALTH CENTRE (THE),34167010,878.0,NWCL 07 - October.pdf.csv,1,
NHS Central London CCG,31/10/2020,C&M-PMS Prem Notional Rent,PRC DELEGATED CO-COMMISSIONING,WELLINGTON HEALTH CENTRE (THE),34167010,6676.0,NWCL 07 - October.pdf.csv,1,
NHS Central London CCG,31/10/2020,C&M-PMS Prem Rates,PRC DELEGATED CO-COMMISSIONING,WELLINGTON HEALTH CENTRE (THE),34167010,2304.0,NWCL 07 - October.pdf.csv,1,
NHS Central London CCG,31/10/2020,C&M-PMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,WELLINGTON HEALTH CENTRE (THE),34167010,2882.0,NWCL 07 - October.pdf.csv,1,
NHS Central London CCG,31/10/2020,ME - PMS GP Prior Year ERs,PRC DELEGATED CO-COMMISSIONING,WELLINGTON HEALTH CENTRE (THE),34167010,3192.0,NWCL 07 - October.pdf.csv,1,
NHS Central London CCG,31/10/2020,ME-PMS GP Prior Year EEs,PRC DELEGATED CO-COMMISSIONING,WELLINGTON HEALTH CENTRE (THE),34167010,3531.0,NWCL 07 - October.pdf.csv,1,
NHS Central London CCG,31/10/2020,C&M-APMS Contract Value,PRC DELEGATED CO-COMMISSIONING,AT MEDICS STREATHAM PLACE,34167012,71069.0,NWCL 07 - October.pdf.csv,1,
NHS Central London CCG,31/10/2020,C&M-PMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,AT MEDICS STREATHAM PLACE,34167012,1179.0,NWCL 07 - October.pdf.csv,1,
NHS Central London CCG,31/10/2020,C&M-PMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,AT MEDICS STREATHAM PLACE,34167012,3138.0,NWCL 07 - October.pdf.csv,1,
NHS Central London CCG,31/10/2020,C&M-APMS Contract Value,PRC DELEGATED CO-COMMISSIONING,HOMELESS HEALTH CIC,34167014,34662.0,NWCL 07 - October.pdf.csv,1,
NHS Central London CCG,31/10/2020,C&M-APMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,HOMELESS HEALTH CIC,34167014,65.0,NWCL 07 - October.pdf.csv,1,
NHS Central London CCG,31/10/2020,Clinical&Medical-Commercial Sector,URGENT CARE,NORTHERN DOCTORS URGENT CARE,34205889,441667.0,NWCL 07 - October.pdf.csv,1,
NHS Central London CCG,31/10/2020,Hcare Srv Rec NHS Trust-Contract Baseline,ACUTE COMMISSIONING,BARTS HEALTH NHS TRUST,34206563,114666.0,NWCL 07 - October.pdf.csv,1,
NHS Central London CCG,31/10/2020,Hcare Srv Rec Fdtn Trust-Contract Baseline,MENTAL HEALTH CONTRACTS,CAMDEN & ISLINGTON NHS FOUNDATION TRUST,34206565,132833.0,NWCL 07 - October.pdf.csv,1,
NHS Central London CCG,31/10/2020,Hcare Srv Rec Fdtn Trust-Contract Baseline,MENTAL HEALTH CONTRACTS,CENTRAL & NORTH WEST LONDON NHS FOUNDATION,34206567,6182333.0,NWCL 07 - October.pdf.csv,1,
NHS Central London CCG,31/10/2020,Hcare Srv Rec NHS Trust-Contract Baseline,COMMUNITY SERVICES,"TRUST
CENTRAL LONDON COMMUNITY HEALTHCARE NHS",34206569,2339000.0,NWCL 07 - October.pdf.csv,1,
NHS Central London CCG,31/10/2020,Hcare Srv Rec Fdtn Trust-Contract Baseline,ACUTE COMMISSIONING,"TRUST
CHELSEA AND WESTMINSTER HOSPITAL NHS",34206571,5784833.0,NWCL 07 - October.pdf.csv,1,
NHS Central London CCG,31/10/2020,Hcare Srv Rec Fdtn Trust-Contract Baseline,ACUTE COMMISSIONING,"FOUNDATION TRUST
GUYS & ST THOMAS HOSPITAL NHS FOUNDATION TRUST",34206573,1627833.0,NWCL 07 - October.pdf.csv,1,
NHS Central London CCG,31/10/2020,Hcare Srv Rec NHS Trust-Contract Baseline,ACUTE COMMISSIONING,IMPERIAL COLLEGE HEALTHCARE NHS TRUST,34206574,14329500.0,NWCL 07 - October.pdf.csv,1,
NHS Central London CCG,31/10/2020,Hcare Srv Rec Fdtn Trust-Contract Baseline,ACUTE COMMISSIONING,KING`S COLLEGE HOSPITAL NHS FOUNDATION TRUST,34206576,113333.0,NWCL 07 - October.pdf.csv,1,
NHS Central London CCG,31/10/2020,Hcare Srv Rec NHS Trust-Contract Baseline,AMBULANCE SERVICES,LONDON AMBULANCE SERVICE NHS TRUST,34206578,7996500.0,NWCL 07 - October.pdf.csv,1,
NHS Central London CCG,31/10/2020,Hcare Srv Rec NHS Trust-Contract Baseline,COMMUNITY SERVICES,LONDON NORTH WEST HEALTHCARE NHS TRUST,34206580,11088500.0,NWCL 07 - October.pdf.csv,1,
NHS Central London CCG,31/10/2020,Hcare Srv Rec Fdtn Trust-Contract Baseline,ACUTE COMMISSIONING,MOORFIELDS EYE HOSPITAL NHS FOUNDATION TRUST,34206582,107000.0,NWCL 07 - October.pdf.csv,1,
NHS Central London CCG,31/10/2020,Hcare Srv Rec Fdtn Trust-Contract Baseline,MENTAL HEALTH CONTRACTS,EAST LONDON NHS FOUNDATION TRUST,34206584,44167.0,NWCL 07 - October.pdf.csv,1,
NHS Central London CCG,31/10/2020,Hcare Srv Rec Fdtn Trust-Contract Baseline,ACUTE COMMISSIONING,ROYAL BROMPTON & HAREFIELD NHS FOUNDATION,34206587,3987833.0,NWCL 07 - October.pdf.csv,1,
NHS Central London CCG,31/10/2020,Hcare Srv Rec Fdtn Trust-Contract Baseline,ACUTE COMMISSIONING,"TRUST
ROYAL FREE LONDON NHS FOUNDATION TRUST",34206589,397833.0,NWCL 07 - October.pdf.csv,1,
NHS Central London CCG,31/10/2020,Hcare Srv Rec Fdtn Trust-Contract Baseline,MENTAL HEALTH CONTRACTS,SOUTH LONDON AND MAUDSLEY NHS FOUNDATION,34206591,58333.0,NWCL 07 - October.pdf.csv,1,
NHS Central London CCG,31/10/2020,Hcare Srv Rec Fdtn Trust-Contract Baseline,ACUTE COMMISSIONING,"TRUST
ST GEORGES UNIVERSITY HOSPITALS NHS FOUNDATION",34206593,56833.0,NWCL 07 - October.pdf.csv,1,
NHS Central London CCG,31/10/2020,Hcare Srv Rec Fdtn Trust-Contract Baseline,ACUTE COMMISSIONING,"TRUST
HILLINGDON HOSPITALS NHS FOUNDATION TRUST",34206594,2798833.0,NWCL 07 - October.pdf.csv,1,
NHS Central London CCG,31/10/2020,Hcare Srv Rec Fdtn Trust-Contract Baseline,ACUTE COMMISSIONING,ROYAL MARSDEN NHS FOUNDATION TRUST (THE),34206595,88666.0,NWCL 07 - October.pdf.csv,1,
NHS Central London CCG,31/10/2020,Hcare Srv Rec Fdtn Trust-Contract Baseline,ACUTE COMMISSIONING,UNIVERSITY COLLEGE LONDON HOSPITALS NHS,34206596,1815833.0,NWCL 07 - October.pdf.csv,1,
NHS Central London CCG,31/10/2020,Clinical&Medical-Independent Sector,COMMISSIONING SCHEMES,"FOUNDATION TRUST
CENTRAL LONDON HEALTHCARE",34212828,234541.0,NWCL 07 - October.pdf.csv,1,
NHS Central London CCG,31/10/2020,Programme Support Costs,NON RECURRENT PROGRAMMES,CENTRAL LONDON HEALTHCARE,34212832,40105.0,NWCL 07 - October.pdf.csv,1,
NHS Central London CCG,31/10/2020,Clinical&Medical-Independent Sector,COMMISSIONING SCHEMES,SWPCH,34212835,114115.0,NWCL 07 - October.pdf.csv,1,
NHS Central London CCG,31/10/2020,Clinical&Medical-Independent Sector,COMMISSIONING SCHEMES,SWPCH,34212837,29258.0,NWCL 07 - October.pdf.csv,1,
NHS Central London CCG,31/10/2020,Recharge : Provided,RECHARGES NHS PROPERTY SERVICES LTD,NHS BRENT CCG,34220945,53000.0,NWCL 07 - October.pdf.csv,1,
NHS Central London CCG,31/10/2020,Hcare Srv Rec NHS Trust-Non Contract,COMMUNITY SERVICES,CENTRAL LONDON COMMUNITY HEALTHCARE NHS,34220953,-61240.0,NWCL 07 - October.pdf.csv,-1,
NHS Central London CCG,31/10/2020,Clinical&Medical-Commercial Sector,WHEELCHAIR SERVICE,"TRUST
AJ MOBILITY LTD",34221015,61920.0,NWCL 07 - October.pdf.csv,1,
NHS Central London CCG,31/10/2020,Clinical&Medical-Voluntary Sector,HOSPICES,ROYAL TRINITY HOSPICE,34221017,39752.0,NWCL 07 - October.pdf.csv,1,
NHS Central London CCG,31/10/2020,Hcare Srv Rec Fdtn Trust-Contract Baseline,ACUTE COMMISSIONING,KING`S COLLEGE HOSPITAL NHS FOUNDATION TRUST,34221032,-99076.0,NWCL 07 - October.pdf.csv,-1,
NHS Central London CCG,31/10/2020,Apprenticeship Levy Payable,BALANCE SHEET,HMRC,34229377,2117.0,NWCL 07 - October.pdf.csv,1,
NHS Central London CCG,31/10/2020,Income tax <1Yr,BALANCE SHEET,HMRC,34229377,114576.0,NWCL 07 - October.pdf.csv,1,
NHS Central London CCG,31/10/2020,Income tax <1Yr-Student Loans,BALANCE SHEET,HMRC,34229377,3322.0,NWCL 07 - October.pdf.csv,1,
NHS Central London CCG,31/10/2020,National Insurance < 1 yr-NI- ERS,BALANCE SHEET,HMRC,34229377,77271.0,NWCL 07 - October.pdf.csv,1,
NHS Central London CCG,31/10/2020,National Insurance < 1 yr-NI-EES,BALANCE SHEET,HMRC,34229377,53298.0,NWCL 07 - October.pdf.csv,1,
NHS Central London CCG,31/10/2020,Post Graduate Loan Payable,BALANCE SHEET,HMRC,34229377,125.0,NWCL 07 - October.pdf.csv,1,
NHS Central London CCG,31/10/2020,Statutory Mat Pay < 1 yr,BALANCE SHEET,HMRC,34229377,-1669.0,NWCL 07 - October.pdf.csv,-1,
NHS Central London CCG,31/10/2020,Programme Support Costs,PRIMARY CARE IT,NHS BRENT CCG,34232763,26195.0,NWCL 07 - October.pdf.csv,1,
