ccg,date,expensetype,expensearea,supplier,transactionnumber,amount,file,negative,exepensearea
NHS Ealing CCG,31/10/2020,C&M-PMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,DR R SIVANESAN,34167754,4914.0,NWEA 07 - October.pdf.csv,1,
NHS Ealing CCG,31/10/2020,Recharge : Provided,GENERAL RESERVE - PROGRAMME,NHS HOUNSLOW CCG,34178741,27921.0,NWEA 07 - October.pdf.csv,1,
NHS Ealing CCG,31/10/2020,Clinical&Medical-Independent Sector,GP FORWARD VIEW,ELMBANK SURGERY,34188842,69801.0,NWEA 07 - October.pdf.csv,1,
NHS Ealing CCG,31/10/2020,Clinical&Medical-Independent Sector,GP FORWARD VIEW,DR DCM EVANS & PARTNERS,34188843,69801.0,NWEA 07 - October.pdf.csv,1,
NHS Ealing CCG,31/10/2020,Clinical&Medical-Independent Sector,GP FORWARD VIEW,SUNRISE MEDICAL PRACTICE SOUTHALL,34188844,69801.0,NWEA 07 - October.pdf.csv,1,
NHS Ealing CCG,31/10/2020,Clinical&Medical-Commercial Sector,PRESCRIBING,FIRST DATABANK EUROPE LTD,34199049,141251.0,NWEA 07 - October.pdf.csv,1,
NHS Ealing CCG,31/10/2020,Hcare Srv Rec NHS Trust-Contract Baseline,ACUTE COMMISSIONING,BARTS HEALTH NHS TRUST,34201785,87333.0,NWEA 07 - October.pdf.csv,1,
NHS Ealing CCG,31/10/2020,Hcare Srv Rec Fdtn Trust-Contract Baseline,COMMUNITY SERVICES,CENTRAL & NORTH WEST LONDON NHS FOUNDATION TRUST,34201788,339167.0,NWEA 07 - October.pdf.csv,1,
NHS Ealing CCG,31/10/2020,Hcare Srv Rec NHS Trust-Contract Baseline,COMMUNITY SERVICES,CENTRAL LONDON COMMUNITY HEALTHCARE NHS TRUST,34201789,81000.0,NWEA 07 - October.pdf.csv,1,
NHS Ealing CCG,31/10/2020,Hcare Srv Rec Fdtn Trust-Contract Baseline,ACUTE COMMISSIONING,CHELSEA AND WESTMINSTER HOSPITAL NHS FOUNDATION,34201790,2516000.0,NWEA 07 - October.pdf.csv,1,
NHS Ealing CCG,31/10/2020,Hcare Srv Rec Fdtn Trust-Contract Baseline,ACUTE COMMISSIONING,"TRUST
FRIMLEY HEALTH NHS FOUNDATION TRUST",34201791,91333.0,NWEA 07 - October.pdf.csv,1,
NHS Ealing CCG,31/10/2020,Hcare Srv Rec Fdtn Trust-Contract Baseline,ACUTE COMMISSIONING,GUYS & ST THOMAS HOSPITAL NHS FOUNDATION TRUST,34201792,187833.0,NWEA 07 - October.pdf.csv,1,
NHS Ealing CCG,31/10/2020,Hcare Srv Rec NHS Trust-Contract Baseline,COMMUNITY SERVICES,HOUNSLOW AND RICHMOND COMMUNITY HEALTHCARE,34201793,77500.0,NWEA 07 - October.pdf.csv,1,
NHS Ealing CCG,31/10/2020,Hcare Srv Rec NHS Trust-Contract Baseline,ACUTE COMMISSIONING,"NHS TRUST
IMPERIAL COLLEGE HEALTHCARE NHS TRUST",34201794,7263333.0,NWEA 07 - October.pdf.csv,1,
NHS Ealing CCG,31/10/2020,Hcare Srv Rec NHS Trust-Contract Baseline,AMBULANCE SERVICES,LONDON AMBULANCE SERVICE NHS TRUST,34201795,1260666.0,NWEA 07 - October.pdf.csv,1,
NHS Ealing CCG,31/10/2020,Hcare Srv Rec NHS Trust-Contract Baseline,ACUTE COMMISSIONING,LONDON NORTH WEST HEALTHCARE NHS TRUST,34201796,10032000.0,NWEA 07 - October.pdf.csv,1,
NHS Ealing CCG,31/10/2020,Hcare Srv Rec Fdtn Trust-Contract Baseline,ACUTE COMMISSIONING,MOORFIELDS EYE HOSPITAL NHS FOUNDATION TRUST,34201797,909166.0,NWEA 07 - October.pdf.csv,1,
NHS Ealing CCG,31/10/2020,Hcare Srv Rec Fdtn Trust-Contract Baseline,ACUTE COMMISSIONING,ROYAL BROMPTON & HAREFIELD NHS FOUNDATION TRUST,34201798,173500.0,NWEA 07 - October.pdf.csv,1,
NHS Ealing CCG,31/10/2020,Hcare Srv Rec Fdtn Trust-Contract Baseline,ACUTE COMMISSIONING,ROYAL FREE LONDON NHS FOUNDATION TRUST,34201799,172166.0,NWEA 07 - October.pdf.csv,1,
NHS Ealing CCG,31/10/2020,Hcare Srv Rec NHS Trust-Contract Baseline,ACUTE COMMISSIONING,ROYAL NATIONAL ORTHOPAEDIC HOSPITAL NHS TRUST,34201800,117666.0,NWEA 07 - October.pdf.csv,1,
NHS Ealing CCG,31/10/2020,Hcare Srv Rec Fdtn Trust-Contract Baseline,ACUTE COMMISSIONING,ST GEORGES UNIVERSITY HOSPITALS NHS FOUNDATION,34201801,57333.0,NWEA 07 - October.pdf.csv,1,
NHS Ealing CCG,31/10/2020,Hcare Srv Rec Fdtn Trust-Contract Baseline,ACUTE COMMISSIONING,"TRUST
HILLINGDON HOSPITALS NHS FOUNDATION TRUST",34201802,2383000.0,NWEA 07 - October.pdf.csv,1,
NHS Ealing CCG,31/10/2020,Hcare Srv Rec Fdtn Trust-Contract Baseline,ACUTE COMMISSIONING,ROYAL MARSDEN NHS FOUNDATION TRUST (THE),34201804,50333.0,NWEA 07 - October.pdf.csv,1,
NHS Ealing CCG,31/10/2020,Hcare Srv Rec Fdtn Trust-Contract Baseline,ACUTE COMMISSIONING,UNIVERSITY COLLEGE LONDON HOSPITALS NHS FOUNDATION,34201805,322500.0,NWEA 07 - October.pdf.csv,1,
NHS Ealing CCG,31/10/2020,Hcare Srv Rec NHS Trust-Contract Baseline,COMMUNITY SERVICES,"TRUST
WEST LONDON NHS TRUST",34201806,8349500.0,NWEA 07 - October.pdf.csv,1,
NHS Ealing CCG,31/10/2020,Clinical&Medical-Commercial Sector,GENERAL RESERVE - PROGRAMME,BMI HEALTHCARE LTD,34219530,42171.0,NWEA 07 - October.pdf.csv,1,
NHS Ealing CCG,31/10/2020,Clinical&Medical-Commercial Sector,GENERAL RESERVE - PROGRAMME,BMI HEALTHCARE LTD,34219591,94367.0,NWEA 07 - October.pdf.csv,1,
NHS Ealing CCG,31/10/2020,Non-Executive Members,EQUALITY AND DIVERSITY,NHS CENTRAL LONDON (WESTMINSTER) CCG,34219610,29678.0,NWEA 07 - October.pdf.csv,1,
NHS Ealing CCG,31/10/2020,Hlthcre-Foundation Trsts,COMMISSIONING SCHEMES,HILLINGDON HOSPITALS NHS FOUNDATION TRUST,34219646,380000.0,NWEA 07 - October.pdf.csv,1,
NHS Ealing CCG,31/10/2020,Clinical&Medical-Commercial Sector,WHEELCHAIR SERVICE,AJ MOBILITY LTD,34219668,100957.0,NWEA 07 - October.pdf.csv,1,
NHS Ealing CCG,31/10/2020,Cont Care-Funded Nursing Care Allow,FUNDED NURSING CARE,BONDCARE,34219695,25985.0,NWEA 07 - October.pdf.csv,1,
NHS Ealing CCG,31/10/2020,Cont Care-Funded Nursing Care Allow,CHC ADULT FULLY FUNDED,BONDCARE,34219713,25407.0,NWEA 07 - October.pdf.csv,1,
NHS Ealing CCG,31/10/2020,Clinical&Medical-Independent Sector,LEARNING DIFFICULTIES,HAMPSHIRE AUTISTIC SOCIETY,34219726,27072.0,NWEA 07 - October.pdf.csv,1,
NHS Ealing CCG,31/10/2020,Apprenticeship Levy Payable,BALANCE SHEET,HMRC,34229373,253.0,NWEA 07 - October.pdf.csv,1,
NHS Ealing CCG,31/10/2020,Income tax <1Yr,BALANCE SHEET,HMRC,34229373,49618.0,NWEA 07 - October.pdf.csv,1,
NHS Ealing CCG,31/10/2020,Income tax <1Yr-Student Loans,BALANCE SHEET,HMRC,34229373,2101.0,NWEA 07 - October.pdf.csv,1,
NHS Ealing CCG,31/10/2020,National Insurance < 1 yr-NI- ERS,BALANCE SHEET,HMRC,34229373,34102.0,NWEA 07 - October.pdf.csv,1,
NHS Ealing CCG,31/10/2020,National Insurance < 1 yr-NI-EES,BALANCE SHEET,HMRC,34229373,23501.0,NWEA 07 - October.pdf.csv,1,
NHS Ealing CCG,31/10/2020,Statutory Mat Pay < 1 yr,BALANCE SHEET,HMRC,34229373,-1808.0,NWEA 07 - October.pdf.csv,-1,
NHS Ealing CCG,31/10/2020,Clinical&Medical-Voluntary Sector,PLANNED CARE,MARIE STOPES INTERNATIONAL,34236428,46265.0,NWEA 07 - October.pdf.csv,1,
NHS Ealing CCG,31/10/2020,C&M-PMS GP Statutory Levy,PRC DELEGATED CO-COMMISSIONING,LONDONWIDE LMCS,34236445,72291.0,NWEA 07 - October.pdf.csv,1,
NHS Ealing CCG,31/10/2020,C&M-GMS Cost of Drugs -Prescribing,LOCAL ENHANCED SERVICES,ARGYLE SURGERY,34265458,1164.0,NWEA 07 - October.pdf.csv,1,
NHS Ealing CCG,31/10/2020,C&M-GMS Global Sum,PRC DELEGATED CO-COMMISSIONING,ARGYLE SURGERY,34265458,54332.0,NWEA 07 - October.pdf.csv,1,
NHS Ealing CCG,31/10/2020,C&M-GMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,ARGYLE SURGERY,34265458,1060.0,NWEA 07 - October.pdf.csv,1,
NHS Ealing CCG,31/10/2020,C&M-GMS Prem Actual Rent,PRC DELEGATED CO-COMMISSIONING,ARGYLE SURGERY,34265458,3442.0,NWEA 07 - October.pdf.csv,1,
NHS Ealing CCG,31/10/2020,C&M-GMS Prem Rates,PRC DELEGATED CO-COMMISSIONING,ARGYLE SURGERY,34265458,1486.0,NWEA 07 - October.pdf.csv,1,
NHS Ealing CCG,31/10/2020,C&M-GMS Prof Fees Prescribing,PRC DELEGATED CO-COMMISSIONING,ARGYLE SURGERY,34265458,175.0,NWEA 07 - October.pdf.csv,1,
NHS Ealing CCG,31/10/2020,C&M-GMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,ARGYLE SURGERY,34265458,4839.0,NWEA 07 - October.pdf.csv,1,
NHS Ealing CCG,31/10/2020,C&M-GMS Global Sum,PRC DELEGATED CO-COMMISSIONING,CHURCHFIELD SURGERY DRS SN & SSJ DATTA,34265461,25756.0,NWEA 07 - October.pdf.csv,1,
NHS Ealing CCG,31/10/2020,C&M-GMS Other Addtl Staff Paymts,PRC DELEGATED CO-COMMISSIONING,CHURCHFIELD SURGERY DRS SN & SSJ DATTA,34265461,573.0,NWEA 07 - October.pdf.csv,1,
NHS Ealing CCG,31/10/2020,C&M-GMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,CHURCHFIELD SURGERY DRS SN & SSJ DATTA,34265461,467.0,NWEA 07 - October.pdf.csv,1,
NHS Ealing CCG,31/10/2020,C&M-GMS Prem Notional Rent,PRC DELEGATED CO-COMMISSIONING,CHURCHFIELD SURGERY DRS SN & SSJ DATTA,34265461,4487.0,NWEA 07 - October.pdf.csv,1,
NHS Ealing CCG,31/10/2020,C&M-GMS Prem Rates,PRC DELEGATED CO-COMMISSIONING,CHURCHFIELD SURGERY DRS SN & SSJ DATTA,34265461,2602.0,NWEA 07 - October.pdf.csv,1,
NHS Ealing CCG,31/10/2020,C&M-GMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,CHURCHFIELD SURGERY DRS SN & SSJ DATTA,34265461,1842.0,NWEA 07 - October.pdf.csv,1,
NHS Ealing CCG,31/10/2020,C&M-GMS Cost of Drugs -Prescribing,LOCAL ENHANCED SERVICES,CORFTON ROAD SURGERY,34265463,13.0,NWEA 07 - October.pdf.csv,1,
NHS Ealing CCG,31/10/2020,C&M-GMS Global Sum,PRC DELEGATED CO-COMMISSIONING,CORFTON ROAD SURGERY,34265463,47906.0,NWEA 07 - October.pdf.csv,1,
NHS Ealing CCG,31/10/2020,C&M-GMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,CORFTON ROAD SURGERY,34265463,923.0,NWEA 07 - October.pdf.csv,1,
NHS Ealing CCG,31/10/2020,C&M-GMS Prem Actual Rent,PRC DELEGATED CO-COMMISSIONING,CORFTON ROAD SURGERY,34265463,3020.0,NWEA 07 - October.pdf.csv,1,
NHS Ealing CCG,31/10/2020,C&M-GMS Prem Rates,PRC DELEGATED CO-COMMISSIONING,CORFTON ROAD SURGERY,34265463,2640.0,NWEA 07 - October.pdf.csv,1,
NHS Ealing CCG,31/10/2020,C&M-GMS Prof Fees Prescribing,PRC DELEGATED CO-COMMISSIONING,CORFTON ROAD SURGERY,34265463,4.0,NWEA 07 - October.pdf.csv,1,
NHS Ealing CCG,31/10/2020,C&M-GMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,CORFTON ROAD SURGERY,34265463,3580.0,NWEA 07 - October.pdf.csv,1,
NHS Ealing CCG,31/10/2020,C&M-GMS GP Statutory Levy,PRC DELEGATED CO-COMMISSIONING,CROWN STREET SURGERY,34265464,-3335.0,NWEA 07 - October.pdf.csv,-1,
NHS Ealing CCG,31/10/2020,ME - GMS TPS Added Years Adj EEs,PRC DELEGATED CO-COMMISSIONING,CROWN STREET SURGERY,34265464,-6657.0,NWEA 07 - October.pdf.csv,-1,
NHS Ealing CCG,31/10/2020,ME-GMS GP Pension EEs,PRC DELEGATED CO-COMMISSIONING,CROWN STREET SURGERY,34265464,-24442.0,NWEA 07 - October.pdf.csv,-1,
NHS Ealing CCG,31/10/2020,ME-GMS GP Pension ERs Adjustments,PRC DELEGATED CO-COMMISSIONING,CROWN STREET SURGERY,34265464,-21870.0,NWEA 07 - October.pdf.csv,-1,
NHS Ealing CCG,31/10/2020,C&M-GMS Cost of Drugs -Prescribing,LOCAL ENHANCED SERVICES,CROWN STREET SURGERY,34265465,576.0,NWEA 07 - October.pdf.csv,1,
NHS Ealing CCG,31/10/2020,C&M-GMS Global Sum,PRC DELEGATED CO-COMMISSIONING,CROWN STREET SURGERY,34265465,65593.0,NWEA 07 - October.pdf.csv,1,
NHS Ealing CCG,31/10/2020,C&M-GMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,CROWN STREET SURGERY,34265465,1247.0,NWEA 07 - October.pdf.csv,1,
NHS Ealing CCG,31/10/2020,C&M-GMS PCO Locum Sickness,PRC DELEGATED CO-COMMISSIONING,CROWN STREET SURGERY,34265465,3503.0,NWEA 07 - October.pdf.csv,1,
NHS Ealing CCG,31/10/2020,C&M-GMS Prem Rates,PRC DELEGATED CO-COMMISSIONING,CROWN STREET SURGERY,34265465,1881.0,NWEA 07 - October.pdf.csv,1,
NHS Ealing CCG,31/10/2020,C&M-GMS Prof Fees Prescribing,PRC DELEGATED CO-COMMISSIONING,CROWN STREET SURGERY,34265465,32.0,NWEA 07 - October.pdf.csv,1,
NHS Ealing CCG,31/10/2020,C&M-GMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,CROWN STREET SURGERY,34265465,6170.0,NWEA 07 - October.pdf.csv,1,
NHS Ealing CCG,31/10/2020,ME - GMS GP Prior Year ERs,PRC DELEGATED CO-COMMISSIONING,CROWN STREET SURGERY,34265465,3702.0,NWEA 07 - October.pdf.csv,1,
NHS Ealing CCG,31/10/2020,ME-GMS GP Prior Year EEs,PRC DELEGATED CO-COMMISSIONING,CROWN STREET SURGERY,34265465,3886.0,NWEA 07 - October.pdf.csv,1,
NHS Ealing CCG,31/10/2020,C&M-GMS Global Sum,PRC DELEGATED CO-COMMISSIONING,DR BP SINHA,34265468,22901.0,NWEA 07 - October.pdf.csv,1,
NHS Ealing CCG,31/10/2020,C&M-GMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,DR BP SINHA,34265468,411.0,NWEA 07 - October.pdf.csv,1,
NHS Ealing CCG,31/10/2020,C&M-GMS Prem Notional Rent,PRC DELEGATED CO-COMMISSIONING,DR BP SINHA,34265468,2250.0,NWEA 07 - October.pdf.csv,1,
NHS Ealing CCG,31/10/2020,C&M-GMS Prem Rates,PRC DELEGATED CO-COMMISSIONING,DR BP SINHA,34265468,1465.0,NWEA 07 - October.pdf.csv,1,
NHS Ealing CCG,31/10/2020,C&M-GMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,DR BP SINHA,34265468,1515.0,NWEA 07 - October.pdf.csv,1,
NHS Ealing CCG,31/10/2020,C&M-GMS Cost of Drugs -Prescribing,LOCAL ENHANCED SERVICES,DR BS & SK MANGAT,34265470,1250.0,NWEA 07 - October.pdf.csv,1,
NHS Ealing CCG,31/10/2020,C&M-GMS Global Sum,PRC DELEGATED CO-COMMISSIONING,DR BS & SK MANGAT,34265470,56683.0,NWEA 07 - October.pdf.csv,1,
NHS Ealing CCG,31/10/2020,C&M-GMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,DR BS & SK MANGAT,34265470,1122.0,NWEA 07 - October.pdf.csv,1,
NHS Ealing CCG,31/10/2020,C&M-GMS Prem Notional Rent,PRC DELEGATED CO-COMMISSIONING,DR BS & SK MANGAT,34265470,4825.0,NWEA 07 - October.pdf.csv,1,
NHS Ealing CCG,31/10/2020,C&M-GMS Prem Rates,PRC DELEGATED CO-COMMISSIONING,DR BS & SK MANGAT,34265470,2559.0,NWEA 07 - October.pdf.csv,1,
NHS Ealing CCG,31/10/2020,C&M-GMS Prof Fees Prescribing,PRC DELEGATED CO-COMMISSIONING,DR BS & SK MANGAT,34265470,52.0,NWEA 07 - October.pdf.csv,1,
NHS Ealing CCG,31/10/2020,C&M-GMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,DR BS & SK MANGAT,34265470,5131.0,NWEA 07 - October.pdf.csv,1,
NHS Ealing CCG,31/10/2020,C&M-GMS Cost of Drugs -Prescribing,LOCAL ENHANCED SERVICES,DR AK SANDHU,34265472,146.0,NWEA 07 - October.pdf.csv,1,
NHS Ealing CCG,31/10/2020,C&M-GMS Global Sum,PRC DELEGATED CO-COMMISSIONING,DR AK SANDHU,34265472,56594.0,NWEA 07 - October.pdf.csv,1,
NHS Ealing CCG,31/10/2020,C&M-GMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,DR AK SANDHU,34265472,1077.0,NWEA 07 - October.pdf.csv,1,
NHS Ealing CCG,31/10/2020,C&M-GMS Prem Notional Rent,PRC DELEGATED CO-COMMISSIONING,DR AK SANDHU,34265472,9750.0,NWEA 07 - October.pdf.csv,1,
NHS Ealing CCG,31/10/2020,C&M-GMS Prem Rates,PRC DELEGATED CO-COMMISSIONING,DR AK SANDHU,34265472,2453.0,NWEA 07 - October.pdf.csv,1,
NHS Ealing CCG,31/10/2020,C&M-GMS Prof Fees Prescribing,PRC DELEGATED CO-COMMISSIONING,DR AK SANDHU,34265472,69.0,NWEA 07 - October.pdf.csv,1,
NHS Ealing CCG,31/10/2020,C&M-GMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,DR AK SANDHU,34265472,5354.0,NWEA 07 - October.pdf.csv,1,
NHS Ealing CCG,31/10/2020,C&M-GMS Global Sum,PRC DELEGATED CO-COMMISSIONING,DR AM BOTROS,34265474,20812.0,NWEA 07 - October.pdf.csv,1,
NHS Ealing CCG,31/10/2020,C&M-GMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,DR AM BOTROS,34265474,399.0,NWEA 07 - October.pdf.csv,1,
NHS Ealing CCG,31/10/2020,C&M-GMS Prem Notional Rent,PRC DELEGATED CO-COMMISSIONING,DR AM BOTROS,34265474,1871.0,NWEA 07 - October.pdf.csv,1,
NHS Ealing CCG,31/10/2020,C&M-GMS Prem Rates,PRC DELEGATED CO-COMMISSIONING,DR AM BOTROS,34265474,5612.0,NWEA 07 - October.pdf.csv,1,
NHS Ealing CCG,31/10/2020,C&M-GMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,DR AM BOTROS,34265474,1974.0,NWEA 07 - October.pdf.csv,1,
NHS Ealing CCG,31/10/2020,C&M-GMS Cost of Drugs -Prescribing,LOCAL ENHANCED SERVICES,DR DA JENKINS,34265476,646.0,NWEA 07 - October.pdf.csv,1,
NHS Ealing CCG,31/10/2020,C&M-GMS Global Sum,PRC DELEGATED CO-COMMISSIONING,DR DA JENKINS,34265476,44906.0,NWEA 07 - October.pdf.csv,1,
NHS Ealing CCG,31/10/2020,C&M-GMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,DR DA JENKINS,34265476,873.0,NWEA 07 - October.pdf.csv,1,
NHS Ealing CCG,31/10/2020,C&M-GMS Prem Notional Rent,PRC DELEGATED CO-COMMISSIONING,DR DA JENKINS,34265476,4833.0,NWEA 07 - October.pdf.csv,1,
NHS Ealing CCG,31/10/2020,C&M-GMS Prem Rates,PRC DELEGATED CO-COMMISSIONING,DR DA JENKINS,34265476,2709.0,NWEA 07 - October.pdf.csv,1,
NHS Ealing CCG,31/10/2020,C&M-GMS Prof Fees Prescribing,PRC DELEGATED CO-COMMISSIONING,DR DA JENKINS,34265476,66.0,NWEA 07 - October.pdf.csv,1,
NHS Ealing CCG,31/10/2020,C&M-GMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,DR DA JENKINS,34265476,4431.0,NWEA 07 - October.pdf.csv,1,
NHS Ealing CCG,31/10/2020,C&M-GMS DES Extended Hours Access,PRC DELEGATED CO-COMMISSIONING,DR DCM EVANS & PARTNERS,34265478,12357.0,NWEA 07 - October.pdf.csv,1,
NHS Ealing CCG,31/10/2020,C&M-GMS Global Sum,PRC DELEGATED CO-COMMISSIONING,DR DCM EVANS & PARTNERS,34265478,99121.0,NWEA 07 - October.pdf.csv,1,
NHS Ealing CCG,31/10/2020,C&M-GMS PCN DES Clinical Director,PRC DELEGATED CO-COMMISSIONING,DR DCM EVANS & PARTNERS,34265478,6140.0,NWEA 07 - October.pdf.csv,1,
NHS Ealing CCG,31/10/2020,C&M-GMS PCN DES PCN support,LOCAL ENHANCED SERVICES,DR DCM EVANS & PARTNERS,34265478,12775.0,NWEA 07 - October.pdf.csv,1,
NHS Ealing CCG,31/10/2020,C&M-GMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,DR DCM EVANS & PARTNERS,34265478,1973.0,NWEA 07 - October.pdf.csv,1,
NHS Ealing CCG,31/10/2020,C&M-GMS Prem Actual Rent,PRC DELEGATED CO-COMMISSIONING,DR DCM EVANS & PARTNERS,34265478,6424.0,NWEA 07 - October.pdf.csv,1,
NHS Ealing CCG,31/10/2020,C&M-GMS Prem Rates,PRC DELEGATED CO-COMMISSIONING,DR DCM EVANS & PARTNERS,34265478,3195.0,NWEA 07 - October.pdf.csv,1,
NHS Ealing CCG,31/10/2020,C&M-GMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,DR DCM EVANS & PARTNERS,34265478,8165.0,NWEA 07 - October.pdf.csv,1,
NHS Ealing CCG,31/10/2020,C&M-GMS Cost of Drugs -Prescribing,LOCAL ENHANCED SERVICES,DR DS COWEN,34265480,2045.0,NWEA 07 - October.pdf.csv,1,
NHS Ealing CCG,31/10/2020,C&M-GMS Global Sum,PRC DELEGATED CO-COMMISSIONING,DR DS COWEN,34265480,59475.0,NWEA 07 - October.pdf.csv,1,
NHS Ealing CCG,31/10/2020,C&M-GMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,DR DS COWEN,34265480,1163.0,NWEA 07 - October.pdf.csv,1,
NHS Ealing CCG,31/10/2020,C&M-GMS Prem Notional Rent,PRC DELEGATED CO-COMMISSIONING,DR DS COWEN,34265480,3532.0,NWEA 07 - October.pdf.csv,1,
NHS Ealing CCG,31/10/2020,C&M-GMS Prof Fees Prescribing,PRC DELEGATED CO-COMMISSIONING,DR DS COWEN,34265480,25.0,NWEA 07 - October.pdf.csv,1,
NHS Ealing CCG,31/10/2020,C&M-GMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,DR DS COWEN,34265480,5158.0,NWEA 07 - October.pdf.csv,1,
NHS Ealing CCG,31/10/2020,C&M-GMS Cost of Drugs -Prescribing,LOCAL ENHANCED SERVICES,DR E M ROBINSKA,34265482,336.0,NWEA 07 - October.pdf.csv,1,
NHS Ealing CCG,31/10/2020,C&M-GMS Global Sum,PRC DELEGATED CO-COMMISSIONING,DR E M ROBINSKA,34265482,71210.0,NWEA 07 - October.pdf.csv,1,
NHS Ealing CCG,31/10/2020,C&M-GMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,DR E M ROBINSKA,34265482,1291.0,NWEA 07 - October.pdf.csv,1,
NHS Ealing CCG,31/10/2020,C&M-GMS Prof Fees Prescribing,PRC DELEGATED CO-COMMISSIONING,DR E M ROBINSKA,34265482,108.0,NWEA 07 - October.pdf.csv,1,
NHS Ealing CCG,31/10/2020,C&M-GMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,DR E M ROBINSKA,34265482,4701.0,NWEA 07 - October.pdf.csv,1,
NHS Ealing CCG,31/10/2020,C&M-GMS GP Statutory Levy,PRC DELEGATED CO-COMMISSIONING,DR CSP REDDY,34265483,-2290.0,NWEA 07 - October.pdf.csv,-1,
NHS Ealing CCG,31/10/2020,C&M-GMS Prem Notional Rent,PRC DELEGATED CO-COMMISSIONING,DR CSP REDDY,34265483,-3425.0,NWEA 07 - October.pdf.csv,-1,
NHS Ealing CCG,31/10/2020,ME-GMS GP Pension EEs,PRC DELEGATED CO-COMMISSIONING,DR CSP REDDY,34265483,-12751.0,NWEA 07 - October.pdf.csv,-1,
NHS Ealing CCG,31/10/2020,ME-GMS GP Pension ERs Adjustments,PRC DELEGATED CO-COMMISSIONING,DR CSP REDDY,34265483,-12646.0,NWEA 07 - October.pdf.csv,-1,
NHS Ealing CCG,31/10/2020,C&M-GMS Global Sum,PRC DELEGATED CO-COMMISSIONING,DR CSP REDDY,34265484,41375.0,NWEA 07 - October.pdf.csv,1,
NHS Ealing CCG,31/10/2020,C&M-GMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,DR CSP REDDY,34265484,773.0,NWEA 07 - October.pdf.csv,1,
NHS Ealing CCG,31/10/2020,C&M-GMS Prem Notional Rent,PRC DELEGATED CO-COMMISSIONING,DR CSP REDDY,34265484,52953.0,NWEA 07 - October.pdf.csv,1,
NHS Ealing CCG,31/10/2020,C&M-GMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,DR CSP REDDY,34265484,2647.0,NWEA 07 - October.pdf.csv,1,
NHS Ealing CCG,31/10/2020,C&M-GMS Cost of Drugs -Prescribing,LOCAL ENHANCED SERVICES,DR IK SANDHU,34265486,936.0,NWEA 07 - October.pdf.csv,1,
NHS Ealing CCG,31/10/2020,C&M-GMS Global Sum,PRC DELEGATED CO-COMMISSIONING,DR IK SANDHU,34265486,36939.0,NWEA 07 - October.pdf.csv,1,
NHS Ealing CCG,31/10/2020,C&M-GMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,DR IK SANDHU,34265486,701.0,NWEA 07 - October.pdf.csv,1,
NHS Ealing CCG,31/10/2020,C&M-GMS Prem Notional Rent,PRC DELEGATED CO-COMMISSIONING,DR IK SANDHU,34265486,4597.0,NWEA 07 - October.pdf.csv,1,
NHS Ealing CCG,31/10/2020,C&M-GMS Prof Fees Prescribing,PRC DELEGATED CO-COMMISSIONING,DR IK SANDHU,34265486,87.0,NWEA 07 - October.pdf.csv,1,
NHS Ealing CCG,31/10/2020,C&M-GMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,DR IK SANDHU,34265486,3466.0,NWEA 07 - October.pdf.csv,1,
NHS Ealing CCG,31/10/2020,C&M-GMS GP Statutory Levy,PRC DELEGATED CO-COMMISSIONING,DR HM QADAN,34265487,-2620.0,NWEA 07 - October.pdf.csv,-1,
NHS Ealing CCG,31/10/2020,ME-GMS GP Pension EEs,PRC DELEGATED CO-COMMISSIONING,DR HM QADAN,34265487,-17065.0,NWEA 07 - October.pdf.csv,-1,
NHS Ealing CCG,31/10/2020,ME-GMS GP Pension ERs Adjustments,PRC DELEGATED CO-COMMISSIONING,DR HM QADAN,34265487,-18561.0,NWEA 07 - October.pdf.csv,-1,
