ccg,date,expensearea,expensetype,supplier,transactionnumber,amount,file,negative,exepnsearea
,30-Jun-20,Hcare Srv Rec Fdtn Trust-CQUIN,GENERAL RESERVE - PROGRAMME,CENTRAL & NORTH WEST LONDON NHS FOUNDATION TRUST,32719906,108505.0,NWBR 03 - June.pdf.csv,1,
,30-Jun-20,Hcare Srv Rec Fdtn Trust-Contract Baseline,MENTAL HEALTH CONTRACTS,CENTRAL & NORTH WEST LONDON NHS FOUNDATION TRUST,32557756,3647291.0,NWBR 03 - June.pdf.csv,1,
,30-Jun-20,Hlthcre-Foundation Trsts,GENERAL RESERVE - PROGRAMME,CENTRAL & NORTH WEST LONDON NHS FOUNDATION TRUST,32719916,85751.0,NWBR 03 - June.pdf.csv,1,
,30-Jun-20,Hcare Srv Rec NHS Trust-Contract Baseline,PALLIATIVE CARE,CENTRAL LONDON COMMUNITY HEALTHCARE NHS TRUST,32863063,270029.0,NWBR 03 - June.pdf.csv,1,
,30-Jun-20,Hcare Srv Rec NHS Trust-Non Contract,GENERAL RESERVE - PROGRAMME,CENTRAL LONDON COMMUNITY HEALTHCARE NHS TRUST,32719919,27451.0,NWBR 03 - June.pdf.csv,1,
,30-Jun-20,C&M-GMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,CHALKHILL FAMILY PRACTICE,32927435,-8461.0,NWBR 03 - June.pdf.csv,-1,
,30-Jun-20,ME - GMS GP Prior Year ERs,PRC DELEGATED CO-COMMISSIONING,CHALKHILL FAMILY PRACTICE,32823458,-13818.0,NWBR 03 - June.pdf.csv,-1,
,30-Jun-20,ME-GMS GP Pension EEs,PRC DELEGATED CO-COMMISSIONING,CHALKHILL FAMILY PRACTICE,32823458,-1081.0,NWBR 03 - June.pdf.csv,-1,
,30-Jun-20,ME-GMS GP Pension EEs Adjustments,PRC DELEGATED CO-COMMISSIONING,CHALKHILL FAMILY PRACTICE,32823458,-1081.0,NWBR 03 - June.pdf.csv,-1,
,30-Jun-20,ME-GMS GP Pension ERs Adjustments,PRC DELEGATED CO-COMMISSIONING,CHALKHILL FAMILY PRACTICE,32823458,-2303.0,NWBR 03 - June.pdf.csv,-1,
,30-Jun-20,ME-GMS GP Prior Year EEs,PRC DELEGATED CO-COMMISSIONING,CHALKHILL FAMILY PRACTICE,32823458,-12973.0,NWBR 03 - June.pdf.csv,-1,
,30-Jun-20,C&M-GMS Cost of Drugs -Prescribing,LOCAL ENHANCED SERVICES,CHALKHILL FAMILY PRACTICE,32823458,777.0,NWBR 03 - June.pdf.csv,1,
,30-Jun-20,C&M-GMS DES Learn Dsblty Hlth Chk,PRC DELEGATED CO-COMMISSIONING,CHALKHILL FAMILY PRACTICE,32823459,1820.0,NWBR 03 - June.pdf.csv,1,
,30-Jun-20,C&M-GMS DES Minor Surgery,PRC DELEGATED CO-COMMISSIONING,CHALKHILL FAMILY PRACTICE,32823459,1452.0,NWBR 03 - June.pdf.csv,1,
,"31-Jul-20
NHS Brent CCG",GENERAL RESERVE - PROGRAMME,Hcare Srv Rec NHS Trust-Over/ Under Performance,IMPERIAL COLLEGE HEALTHCARE NHS TRUST,33018075,-235085.0,NWBR 04 - July.pdf.csv,-1,
,"31-Jul-20
NHS Brent CCG",EQUALITY AND DIVERSITY,Non-PFI Oprtng Lease-Bldgs-Lease Rent,NHS CENTRAL LONDON (WESTMINSTER) CCG,33015483,-223820.0,NWBR 04 - July.pdf.csv,-1,
,"31-Jul-20
NHS Brent CCG",GENERAL RESERVE - PROGRAMME,Cont Care- Children,LONDON BOROUGH OF BRENT,32989847,-109800.0,NWBR 04 - July.pdf.csv,-1,
,"31-Jul-20
NHS Brent CCG",GENERAL RESERVE - PROGRAMME,Non-PFI Oprtng Lease-Bldgs-Lease Rent,NHS CENTRAL LONDON (WESTMINSTER) CCG,33015500,-68984.0,NWBR 04 - July.pdf.csv,-1,
,"31-Jul-20
NHS Brent CCG",GENERAL RESERVE - PROGRAMME,Healthcare Srv Rec CCG,NHS CENTRAL LONDON (WESTMINSTER) CCG,32969318,-61556.0,NWBR 04 - July.pdf.csv,-1,
,"31-Jul-20
NHS Brent CCG",GENERAL RESERVE - PROGRAMME,Clinical&Medical-Commercial Sector,CYGNET HEALTHCARE LTD,33055002,-47842.0,NWBR 04 - July.pdf.csv,-1,
,"31-Jul-20
NHS Brent CCG",FUNDED NURSING CARE,Cont Care-Funded Nursing Care Allow,BARCHESTER HEALTHCARE LTD,32969036,-34785.0,NWBR 04 - July.pdf.csv,-1,
,"31-Jul-20
NHS Brent CCG",GENERAL RESERVE - PROGRAMME,Cont Care-Funded Nursing Care Allow,SHARDA CARE LTD,33054995,1206.0,NWBR 04 - July.pdf.csv,1,
,"31-Jul-20
NHS Brent CCG",GENERAL RESERVE - PROGRAMME,Cont Care-Funded Nursing Care Allow,SHARDA CARE LTD,33018075,2369.0,NWBR 04 - July.pdf.csv,1,
,"31-Jul-20
NHS Brent CCG",CHC ADULT FULLY FUNDED,Cont Care- Palliative Care,COPLANDS (MMCG) LTD,33054995,3914.0,NWBR 04 - July.pdf.csv,1,
,"31-Jul-20
NHS Brent CCG",CHC ADULT FULLY FUNDED,Cont Care-Physical Disab (<65),COPLANDS (MMCG) LTD,33055002,8070.0,NWBR 04 - July.pdf.csv,1,
,"31-Jul-20
NHS Brent CCG",CHC ADULT FULLY FUNDED,Cont Care- Palliative Care,COPLANDS (MMCG) LTD,33054997,9188.0,NWBR 04 - July.pdf.csv,1,
,"31-Jul-20
NHS Brent CCG",CHC ADULT FULLY FUNDED,Cont Care-Physical Disab (<65),COPLANDS (MMCG) LTD,33054996,12577.0,NWBR 04 - July.pdf.csv,1,
,"31-Jul-20
NHS Brent CCG",CHC ADULT FULLY FUNDED,Cont Care-Physical Disab (65+),COPLANDS (MMCG) LTD,33055002,19978.0,NWBR 04 - July.pdf.csv,1,
,"31-Jul-20
NHS Brent CCG",CHC ADULT FULLY FUNDED,Cont Care-Physical Disab (65+),COPLANDS (MMCG) LTD,33054996,22861.0,NWBR 04 - July.pdf.csv,1,
,"31-Jul-20
NHS Brent CCG",LONG TERM CONDITIONS,Clinical&Medical-Commercial Sector,KILBURN PBC CLUSTER,33015352,25000.0,NWBR 04 - July.pdf.csv,1,
,"31-Jul-20
NHS Brent CCG",CHC ADULT JOINT FUNDED,Cont Care-Learning Disab(<65),CARE ADVOCATES LTD,33054996,26032.0,NWBR 04 - July.pdf.csv,1,
,"31-Jul-20
NHS Brent CCG",INTERMEDIATE CARE,Basic Sal-Rechgs to-from Other NHS,LONDON NORTH WEST HEALTHCARE NHS TRUST,33015500,27538.0,NWBR 04 - July.pdf.csv,1,
,"31-Jul-20
NHS Brent CCG",LONG TERM CONDITIONS,Clinical&Medical-Commercial Sector,KILBURN PBC CLUSTER,32969092,30000.0,NWBR 04 - July.pdf.csv,1,
,"31-Jul-20
NHS Brent CCG",ACUTE COMMISSIONING,Hcare Srv Rec NHS Trust-Contract Baseline,BUCKINGHAMSHIRE HEALTHCARE NHS TRUST,33110588,32211.0,NWBR 04 - July.pdf.csv,1,
,"31-Jul-20
NHS Brent CCG",COMMUNITY SERVICES,Clinical&Medical-Commercial Sector,BMI HEALTHCARE LTD,32969110,35777.0,NWBR 04 - July.pdf.csv,1,
,"31-Jul-20
NHS Brent CCG",COMMUNITY SERVICES,Clinical&Medical-Commercial Sector,DMC HEALTHCARE LTD,33015605,36166.0,NWBR 04 - July.pdf.csv,1,
,"31-Jul-20
NHS Brent CCG",GENERAL RESERVE - PROGRAMME,Cont Care-Funded Nursing Care Allow,BUPA CARE HOMES,33034757,43894.0,NWBR 04 - July.pdf.csv,1,
,"31-Jul-20
NHS Brent CCG",FUNDED NURSING CARE,Cont Care-Funded Nursing Care Allow,SHARDA CARE LTD,33018029,47004.0,NWBR 04 - July.pdf.csv,1,
,"31-Jul-20
NHS Brent CCG",GENERAL RESERVE - PROGRAMME,Clinical&Medical-Commercial Sector,CYGNET HEALTHCARE LTD,33034852,47842.0,NWBR 04 - July.pdf.csv,1,
,"31-Jul-20
NHS Brent CCG",PRC DELEGATED CO-COMMISSIONING,C&M-PMS Out of Hours Opt Outs,CARE UK (URGENT CARE) LTD,32969007,48918.0,NWBR 04 - July.pdf.csv,1,
,"31-Jul-20
NHS Brent CCG",FUNDED NURSING CARE,Cont Care-Funded Nursing Care Allow,SHARDA CARE LTD,33054991,53520.0,NWBR 04 - July.pdf.csv,1,
,"31-Jul-20
NHS Brent CCG",FUNDED NURSING CARE,Cont Care-Funded Nursing Care Allow,BARCHESTER HEALTHCARE LTD,32969082,55806.0,NWBR 04 - July.pdf.csv,1,
,"31-Jul-20
NHS Brent CCG",PRC DELEGATED CO-COMMISSIONING,C&M-PMS Out of Hours Opt Outs,CARE UK (URGENT CARE) LTD,32968990,56092.0,NWBR 04 - July.pdf.csv,1,
,"31-Jul-20
NHS Brent CCG",GENERAL RESERVE - PROGRAMME,Healthcare Srv Rec CCG,NHS CENTRAL LONDON (WESTMINSTER) CCG,30925672,61556.0,NWBR 04 - July.pdf.csv,1,
,"31-Jul-20
NHS Brent CCG",MENTAL HEALTH CONTRACTS,Hcare Srv Rec NHS Trust-Contract Baseline,BARNET ENFIELD AND HARINGEY MENTAL HEALTH NHS TRUST,33055023,61910.0,NWBR 04 - July.pdf.csv,1,
,"31-Jul-20
NHS Brent CCG",PRIMARY CARE IT,Computer Software/License,EGTON MEDICAL INFORMATION SYSTEMS LTD,33015401,74215.0,NWBR 04 - July.pdf.csv,1,
,"31-Jul-20
NHS Brent CCG",MENTAL HEALTH CONTRACTS,Hcare Srv Rec Fdtn Trust-Contract Baseline,CAMDEN & ISLINGTON NHS FOUNDATION TRUST,33110589,81329.0,NWBR 04 - July.pdf.csv,1,
,"31-Jul-20
NHS Brent CCG",WHEELCHAIR SERVICE,Clinical&Medical-Commercial Sector,AJ MOBILITY LTD,33015578,81478.0,NWBR 04 - July.pdf.csv,1,
,"31-Jul-20
NHS Brent CCG",COMMUNITY SERVICES,Clinical&Medical-Commercial Sector,BMI HEALTHCARE LTD,33015253,107769.0,NWBR 04 - July.pdf.csv,1,
,"31-Jul-20
NHS Brent CCG",ACUTE COMMISSIONING,Hcare Srv Rec NHS Trust-Contract Baseline,BARTS HEALTH NHS TRUST,33110587,119365.0,NWBR 04 - July.pdf.csv,1,
,"31-Jul-20
NHS Brent CCG",URGENT CARE,Clinical&Medical-Commercial Sector,GREENBROOK HEALTHCARE (HOUNSLOW) LTD,33015913,173011.0,NWBR 04 - July.pdf.csv,1,
,"31-Jul-20
NHS Brent CCG",ACUTE COMMISSIONING,Clinical&Medical-Clinical Other,NWLHT FACILITIES LLP,32989817,177934.0,NWBR 04 - July.pdf.csv,1,
,"31-Jul-20
NHS Brent CCG",COMMUNITY SERVICES,Clinical&Medical-Commercial Sector,AT MEDICS LTD,32969291,233736.0,NWBR 04 - July.pdf.csv,1,
,"31-Jul-20
NHS Brent CCG",PALLIATIVE CARE,Hcare Srv Rec NHS Trust-Contract Baseline,CENTRAL LONDON COMMUNITY HEALTHCARE NHS TRUST,33110591,270029.0,NWBR 04 - July.pdf.csv,1,
,"31-Jul-20
NHS Brent CCG",URGENT CARE,Clinical&Medical-Commercial Sector,GREENBROOK HEALTHCARE (HOUNSLOW) LTD,33018023,302025.0,NWBR 04 - July.pdf.csv,1,
,"31-Jul-20
NHS Brent CCG",ACUTE COMMISSIONING,Hcare Srv Rec Fdtn Trust-Contract Baseline,CHELSEA AND WESTMINSTER HOSPITAL NHS FOUNDATION TRUST,33110592,335023.0,NWBR 04 - July.pdf.csv,1,
,"31-Jul-20
NHS Brent CCG",GENERAL RESERVE - PROGRAMME,Non-PFI Oprtng Lease-Bldgs-Lease Rent,NHS CENTRAL LONDON (WESTMINSTER) CCG,33015253,360181.0,NWBR 04 - July.pdf.csv,1,
,"31-Jul-20
NHS Brent CCG",GENERAL RESERVE - PROGRAMME,Cont Care- Children,LONDON BOROUGH OF BRENT,32969412,387485.0,NWBR 04 - July.pdf.csv,1,
,"31-Jul-20
NHS Brent CCG",EQUALITY AND DIVERSITY,Non-PFI Oprtng Lease-Bldgs-Lease Rent,NHS CENTRAL LONDON (WESTMINSTER) CCG,32989910,1168607.0,NWBR 04 - July.pdf.csv,1,
,"31-Jul-20
NHS Brent CCG",MENTAL HEALTH CONTRACTS,Hcare Srv Rec Fdtn Trust-Contract Baseline,CENTRAL & NORTH WEST LONDON NHS FOUNDATION TRUST,33110590,3647291.0,NWBR 04 - July.pdf.csv,1,
NHS Brent CCG,30-Sep-20,GENERAL RESERVE - PROGRAMME,Hcare Srv Rec NHS Trust-Non Contract,LONDON NORTH WEST HEALTHCARE NHS TRUST,33730726,211288.0,NWBR 06 - September.pdf.csv,1,
NHS Brent CCG,30-Sep-20,ACUTE COMMISSIONING,Clinical&Medical-Commercial Sector,INHEALTH LTD,33730792,45730.0,NWBR 06 - September.pdf.csv,1,
NHS Brent CCG,30-Sep-20,COMMUNITY SERVICES,Clinical&Medical-Commercial Sector,AT MEDICS LTD,33730919,75000.0,NWBR 06 - September.pdf.csv,1,
NHS Brent CCG,30-Sep-20,CHC CHILDREN,Cont Care- Children,CHILDRENS TRUST (THE),33743449,32426.0,NWBR 06 - September.pdf.csv,1,
NHS Brent CCG,30-Sep-20,URGENT CARE,Clinical&Medical-Commercial Sector,GREENBROOK HEALTHCARE (HOUNSLOW) LTD,33804109,302025.0,NWBR 06 - September.pdf.csv,1,
NHS Brent CCG,30-Sep-20,URGENT CARE,Clinical&Medical-Commercial Sector,GREENBROOK HEALTHCARE (HOUNSLOW) LTD,33804118,173011.0,NWBR 06 - September.pdf.csv,1,
NHS Brent CCG,30-Sep-20,COMMUNITY SERVICES,Clinical&Medical-Othe Public Sector,LONDON BOROUGH OF BRENT,33804129,323534.0,NWBR 06 - September.pdf.csv,1,
NHS Brent CCG,30-Sep-20,MENTAL HEALTH CONTRACTS,Clinical&Medical-Voluntary Sector,HESTIA HOUSING & SUPPORT,33804147,30000.0,NWBR 06 - September.pdf.csv,1,
NHS Brent CCG,30-Sep-20,MENTAL HEALTH CONTRACTS,Clinical&Medical-Voluntary Sector,HESTIA HOUSING & SUPPORT,33804162,35000.0,NWBR 06 - September.pdf.csv,1,
NHS Brent CCG,30-Sep-20,COMMUNITY SERVICES,Clinical&Medical-Commercial Sector,CONNECT HEALTH LTD,33804180,175625.0,NWBR 06 - September.pdf.csv,1,
NHS Brent CCG,30-Sep-20,WHEELCHAIR SERVICE,Clinical&Medical-Commercial Sector,AJ MOBILITY LTD,33804198,81478.0,NWBR 06 - September.pdf.csv,1,
NHS Brent CCG,30-Sep-20,HOSPICES,Clinical&Medical-Voluntary Sector,ST LUKES HOSPICE,33804226,57916.0,NWBR 06 - September.pdf.csv,1,
NHS Brent CCG,30-Sep-20,GENERAL RESERVE - PROGRAMME,Clinical&Medical-Commercial Sector,NHS HOUNSLOW CCG,33804230,27921.0,NWBR 06 - September.pdf.csv,1,
NHS Brent CCG,30-Sep-20,COMMUNITY SERVICES,Clinical&Medical-Commercial Sector,DMC HEALTHCARE LTD,33830275,36166.0,NWBR 06 - September.pdf.csv,1,
NHS Brent CCG,30-Sep-20,FUNDED NURSING CARE,Cont Care-Funded Nursing Care Allow,SHARDA CARE LTD,33830343,43851.0,NWBR 06 - September.pdf.csv,1,
NHS Brent CCG,30-Sep-20,HOSPICES,Clinical&Medical-Voluntary Sector,MARIE CURIE,33847992,27500.0,NWBR 06 - September.pdf.csv,1,
NHS Brent CCG,30-Sep-20,PLANNED CARE,Clinical&Medical-Voluntary Sector,MARIE STOPES INTERNATIONAL,33848008,34816.0,NWBR 06 - September.pdf.csv,1,
NHS Brent CCG,30-Sep-20,MENTAL HEALTH CONTRACTS,Hcare Srv Rec NHS Trust-Contract Baseline,BARNET ENFIELD AND HARINGEY MENTAL HEALTH NHS,33857252,61910.0,NWBR 06 - September.pdf.csv,1,
NHS Brent CCG,30-Sep-20,ACUTE COMMISSIONING,Hcare Srv Rec NHS Trust-Contract Baseline,"TRUST
BARTS HEALTH NHS TRUST",33857305,119365.0,NWBR 06 - September.pdf.csv,1,
NHS Brent CCG,30-Sep-20,ACUTE COMMISSIONING,Hcare Srv Rec NHS Trust-Contract Baseline,BUCKINGHAMSHIRE HEALTHCARE NHS TRUST,33857313,32211.0,NWBR 06 - September.pdf.csv,1,
NHS Brent CCG,30-Sep-20,MENTAL HEALTH CONTRACTS,Hcare Srv Rec Fdtn Trust-Contract Baseline,CAMDEN & ISLINGTON NHS FOUNDATION TRUST,33857321,81329.0,NWBR 06 - September.pdf.csv,1,
NHS Brent CCG,30-Sep-20,MENTAL HEALTH CONTRACTS,Hcare Srv Rec Fdtn Trust-Contract Baseline,CENTRAL & NORTH WEST LONDON NHS FOUNDATION,33857330,3647291.0,NWBR 06 - September.pdf.csv,1,
NHS Brent CCG,30-Sep-20,PALLIATIVE CARE,Hcare Srv Rec NHS Trust-Contract Baseline,"TRUST
CENTRAL LONDON COMMUNITY HEALTHCARE NHS",33857339,270029.0,NWBR 06 - September.pdf.csv,1,
NHS Brent CCG,30-Sep-20,ACUTE COMMISSIONING,Hcare Srv Rec Fdtn Trust-Contract Baseline,"TRUST
CHELSEA AND WESTMINSTER HOSPITAL NHS",33857345,335023.0,NWBR 06 - September.pdf.csv,1,
NHS Brent CCG,30-Sep-20,ACUTE COMMISSIONING,Hcare Srv Rec NHS Trust-Contract Baseline,"FOUNDATION TRUST
EAST AND NORTH HERTFORDSHIRE NHS TRUST",33857353,38265.0,NWBR 06 - September.pdf.csv,1,
NHS Brent CCG,30-Sep-20,ACUTE COMMISSIONING,Hcare Srv Rec Fdtn Trust-Contract Baseline,GREAT ORMOND STREET HOSPITAL FOR CHILDREN NHS,33857358,41920.0,NWBR 06 - September.pdf.csv,1,
NHS Brent CCG,30-Sep-20,ACUTE COMMISSIONING,Hcare Srv Rec Fdtn Trust-Contract Baseline,"FOUNDATION TRUST
GUYS & ST THOMAS HOSPITAL NHS FOUNDATION TRUST",33857368,227080.0,NWBR 06 - September.pdf.csv,1,
NHS Brent CCG,30-Sep-20,ACUTE COMMISSIONING,Hcare Srv Rec NHS Trust-Contract Baseline,IMPERIAL COLLEGE HEALTHCARE NHS TRUST,33857373,6176290.0,NWBR 06 - September.pdf.csv,1,
NHS Brent CCG,30-Sep-20,ACUTE COMMISSIONING,Hcare Srv Rec Fdtn Trust-Contract Baseline,KING`S COLLEGE HOSPITAL NHS FOUNDATION TRUST,33857385,51287.0,NWBR 06 - September.pdf.csv,1,
NHS Brent CCG,30-Sep-20,AMBULANCE SERVICES,Hcare Srv Rec NHS Trust-Contract Baseline,LONDON AMBULANCE SERVICE NHS TRUST,33857395,1263677.0,NWBR 06 - September.pdf.csv,1,
NHS Brent CCG,30-Sep-20,ACUTE COMMISSIONING,Hcare Srv Rec NHS Trust-Contract Baseline,LONDON NORTH WEST HEALTHCARE NHS TRUST,33857406,12784695.0,NWBR 06 - September.pdf.csv,1,
NHS Brent CCG,30-Sep-20,ACUTE COMMISSIONING,Hcare Srv Rec Fdtn Trust-Contract Baseline,MOORFIELDS EYE HOSPITAL NHS FOUNDATION TRUST,33857416,340049.0,NWBR 06 - September.pdf.csv,1,
NHS Brent CCG,30-Sep-20,ACUTE COMMISSIONING,Hcare Srv Rec NHS Trust-Contract Baseline,NORTH MIDDLESEX UNIVERSITY HOSPITAL NHS TRUST,33857424,28213.0,NWBR 06 - September.pdf.csv,1,
NHS Brent CCG,30-Sep-20,ACUTE COMMISSIONING,Hcare Srv Rec Fdtn Trust-Contract Baseline,ROYAL BROMPTON & HAREFIELD NHS FOUNDATION,33857431,132158.0,NWBR 06 - September.pdf.csv,1,
NHS Brent CCG,30-Sep-20,ACUTE COMMISSIONING,Hcare Srv Rec Fdtn Trust-Contract Baseline,"TRUST
ROYAL FREE LONDON NHS FOUNDATION TRUST",33857439,2344707.0,NWBR 06 - September.pdf.csv,1,
NHS Brent CCG,30-Sep-20,ACUTE COMMISSIONING,Hcare Srv Rec NHS Trust-Contract Baseline,ROYAL NATIONAL ORTHOPAEDIC HOSPITAL NHS TRUST,33857448,183674.0,NWBR 06 - September.pdf.csv,1,
NHS Brent CCG,30-Sep-20,ACUTE COMMISSIONING,Hcare Srv Rec Fdtn Trust-Contract Baseline,ST GEORGES UNIVERSITY HOSPITALS NHS FOUNDATION,33857454,42491.0,NWBR 06 - September.pdf.csv,1,
NHS Brent CCG,30-Sep-20,ACUTE COMMISSIONING,Hcare Srv Rec Fdtn Trust-Contract Baseline,"TRUST
HILLINGDON HOSPITALS NHS FOUNDATION TRUST",33857465,68992.0,NWBR 06 - September.pdf.csv,1,
NHS Brent CCG,30-Sep-20,ACUTE COMMISSIONING,Hcare Srv Rec NHS Trust-Contract Baseline,WHITTINGTON HOSPITAL NHS TRUST (THE),33857480,95149.0,NWBR 06 - September.pdf.csv,1,
NHS Brent CCG,30-Sep-20,ACUTE COMMISSIONING,Hcare Srv Rec Fdtn Trust-Contract Baseline,UNIVERSITY COLLEGE LONDON HOSPITALS NHS,33857486,809570.0,NWBR 06 - September.pdf.csv,1,
NHS Brent CCG,30-Sep-20,ACUTE COMMISSIONING,Hcare Srv Rec NHS Trust-Contract Baseline,"FOUNDATION TRUST
WEST HERTFORDSHIRE HOSPITALS NHS TRUST",33857490,58026.0,NWBR 06 - September.pdf.csv,1,
NHS Brent CCG,30-Sep-20,MENTAL HEALTH CONTRACTS,Hcare Srv Rec NHS Trust-Contract Baseline,WEST LONDON NHS TRUST,33857495,49117.0,NWBR 06 - September.pdf.csv,1,
NHS Brent CCG,30-Sep-20,BEREAVEMENT SERVICE,C&M-PMS Out of Hours Opt Outs,CARE UK (URGENT CARE) LTD,33859356,122154.0,NWBR 06 - September.pdf.csv,1,
NHS Brent CCG,30-Sep-20,BEREAVEMENT SERVICE,C&M-PMS Out of Hours Opt Outs,CARE UK (URGENT CARE) LTD,33859397,107876.0,NWBR 06 - September.pdf.csv,1,
NHS Brent CCG,30-Sep-20,BEREAVEMENT SERVICE,C&M-PMS Out of Hours Opt Outs,CARE UK (URGENT CARE) LTD,33859422,81056.0,NWBR 06 - September.pdf.csv,1,
NHS Brent CCG,30-Sep-20,BEREAVEMENT SERVICE,C&M-PMS Out of Hours Opt Outs,CARE UK (URGENT CARE) LTD,33859433,28631.0,NWBR 06 - September.pdf.csv,1,
NHS Brent CCG,30-Sep-20,PRC DELEGATED CO-COMMISSIONING,C&M-PMS Out of Hours Opt Outs,CARE UK (URGENT CARE) LTD,33859662,46272.0,NWBR 06 - September.pdf.csv,1,
NHS Brent CCG,30-Sep-20,PRC DELEGATED CO-COMMISSIONING,C&M-PMS Out of Hours Opt Outs,CARE UK (URGENT CARE) LTD,33859672,51510.0,NWBR 06 - September.pdf.csv,1,
NHS Brent CCG,30-Sep-20,COMMUNITY SERVICES,Clinical&Medical-Commercial Sector,K&W HEALTHCARE LTD,33859838,46203.0,NWBR 06 - September.pdf.csv,1,
NHS Brent CCG,30-Sep-20,OPERATIONS MANAGEMENT,Chrgs from SLA,NHS SHARED BUSINESS SERVICES LTD,33860200,10154.0,NWBR 06 - September.pdf.csv,1,
NHS Brent CCG,30-Sep-20,PROVIDER CONTRACT MANAGEMENT - (P),Chrgs from SLA,NHS SHARED BUSINESS SERVICES LTD,33860200,30461.0,NWBR 06 - September.pdf.csv,1,
NHS Brent CCG,30-Sep-20,BALANCE SHEET,Apprenticeship Levy Payable,HMRC,33876967,8003.0,NWBR 06 - September.pdf.csv,1,
NHS Brent CCG,30-Sep-20,BALANCE SHEET,Income tax <1Yr,HMRC,33876967,311157.0,NWBR 06 - September.pdf.csv,1,
NHS Brent CCG,30-Sep-20,BALANCE SHEET,Income tax <1Yr-Student Loans,HMRC,33876967,7412.0,NWBR 06 - September.pdf.csv,1,
NHS Brent CCG,30-Sep-20,BALANCE SHEET,National Insurance < 1 yr-NI- ERS,HMRC,33876967,213993.0,NWBR 06 - September.pdf.csv,1,
NHS Brent CCG,30-Sep-20,BALANCE SHEET,National Insurance < 1 yr-NI-EES,HMRC,33876967,144095.0,NWBR 06 - September.pdf.csv,1,
NHS Brent CCG,30-Sep-20,BALANCE SHEET,Post Graduate Loan Payable,HMRC,33876967,275.0,NWBR 06 - September.pdf.csv,1,
NHS Brent CCG,30-Sep-20,BALANCE SHEET,Statutory Mat Pay < 1 yr,HMRC,33876967,-1391.0,NWBR 06 - September.pdf.csv,-1,
NHS Brent CCG,30-Sep-20,BALANCE SHEET,Statutory Paternity Pay < 1 yr,HMRC,33876967,-278.0,NWBR 06 - September.pdf.csv,-1,
NHS Brent CCG,30-Sep-20,NCAS/OATS,Hcare Srv Rec NHS Trust-Non Contract,LONDON NORTH WEST HEALTHCARE NHS TRUST,33895152,482432.0,NWBR 06 - September.pdf.csv,1,
NHS Brent CCG,30-Sep-20,COMMUNITY SERVICES,Clinical&Medical-Commercial Sector,BMI HEALTHCARE LTD,33895342,107769.0,NWBR 06 - September.pdf.csv,1,
NHS Brent CCG,30-Sep-20,COMMUNITY SERVICES,Clinical&Medical-Commercial Sector,BMI HEALTHCARE LTD,33895371,107769.0,NWBR 06 - September.pdf.csv,1,
NHS Brent CCG,30-Sep-20,MENTAL HEALTH SERVICES - ADULTS,Clinical&Medical-Commercial Sector,CYGNET HEALTHCARE LTD,33895421,40074.0,NWBR 06 - September.pdf.csv,1,
NHS Brent CCG,30-Sep-20,NCAS/OATS,Hcare Srv Rec NHS Trust-Non Contract,LONDON NORTH WEST HEALTHCARE NHS TRUST,33895821,-482432.0,NWBR 06 - September.pdf.csv,-1,
NHS Brent CCG,30-Sep-20,LOCAL ENHANCED SERVICES,C&M-GMS Cost of Drugs -Prescribing,DR ABRAHAMS & PARTNERS,33956119,675.0,NWBR 06 - September.pdf.csv,1,
NHS Brent CCG,30-Sep-20,PRC DELEGATED CO-COMMISSIONING,C&M-GMS DES Extended Hours Access,DR ABRAHAMS & PARTNERS,33956119,5651.0,NWBR 06 - September.pdf.csv,1,
NHS Brent CCG,30-Sep-20,PRC DELEGATED CO-COMMISSIONING,C&M-GMS DES Learn Dsblty Hlth Chk,DR ABRAHAMS & PARTNERS,33956119,980.0,NWBR 06 - September.pdf.csv,1,
NHS Brent CCG,30-Sep-20,PRC DELEGATED CO-COMMISSIONING,C&M-GMS DES Minor Surgery,DR ABRAHAMS & PARTNERS,33956119,4578.0,NWBR 06 - September.pdf.csv,1,
NHS Brent CCG,30-Sep-20,PRC DELEGATED CO-COMMISSIONING,C&M-GMS Global Sum,DR ABRAHAMS & PARTNERS,33956119,151336.0,NWBR 06 - September.pdf.csv,1,
NHS Brent CCG,30-Sep-20,PRC DELEGATED CO-COMMISSIONING,C&M-GMS PCN DES Clinical Director,DR ABRAHAMS & PARTNERS,33956119,2802.0,NWBR 06 - September.pdf.csv,1,
NHS Brent CCG,30-Sep-20,LOCAL ENHANCED SERVICES,C&M-GMS PCN DES PCN support,DR ABRAHAMS & PARTNERS,33956119,5837.0,NWBR 06 - September.pdf.csv,1,
NHS Brent CCG,30-Sep-20,PRC DELEGATED CO-COMMISSIONING,C&M-GMS Prof Fees Prescribing,DR ABRAHAMS & PARTNERS,33956119,158.0,NWBR 06 - September.pdf.csv,1,
NHS Brent CCG,30-Sep-20,PRC DELEGATED CO-COMMISSIONING,C&M-GMS QOF Aspiration,DR ABRAHAMS & PARTNERS,33956119,12649.0,NWBR 06 - September.pdf.csv,1,
NHS Brent CCG,30-Sep-20,LOCAL ENHANCED SERVICES,C&M-GMS Cost of Drugs -Prescribing,DR C NOTANEY & PARTNERS,33956122,913.0,NWBR 06 - September.pdf.csv,1,
