Department,Entity,Date,Expense Type,Expense Area,Supplier,Amount
Department of Health,NHS South West London CCG,31/07/2020,C&M-PMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,CHEAM FAMILY PRACTICE,"1,715.56"
Department of Health,NHS South West London CCG,31/07/2020,C&M-PMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,CRICKET GREEN MEDICAL PRACTICE,"1,715.58"
Department of Health,NHS South West London CCG,31/07/2020,C&M-GMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,LEWIS & PARTNERS,"1,718.01"
Department of Health,NHS South West London CCG,31/07/2020,C&M-GMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,SINHA V,"1,720.14"
Department of Health,NHS South West London CCG,31/07/2020,ME-PMS GP Pension EEs Adjs - PMS,PRC DELEGATED CO-COMMISSIONING,SELSDON PARK MEDICAL PRACTICE,"1,721.26"
Department of Health,NHS South West London CCG,31/07/2020,C&M-PMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,C RIBEIRO,"1,722.57"
Department of Health,NHS South West London CCG,31/07/2020,C&M-GMS Prem Rates,PRC DELEGATED CO-COMMISSIONING,JUBILEE SURGERY(THE),"1,725.67"
Department of Health,NHS South West London CCG,31/07/2020,C&M-PCN DES Support Payment,PRC DELEGATED CO-COMMISSIONING,KINGSTON HEALTH CENTRE,"1,730.15"
Department of Health,NHS South West London CCG,31/07/2020,C&M-GMS Other Baseline Adjustment,PRC DELEGATED CO-COMMISSIONING,SHIRLEY MEDICAL CENTRE,"1,737.16"
Department of Health,NHS South West London CCG,31/07/2020,C&M-PMS QOF Achievement,PRC DELEGATED CO-COMMISSIONING,DR WILCOCK & PARTNERS,"1,763.86"
Department of Health,NHS South West London CCG,31/07/2020,C&M-GMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,DANEBURY AVENUE SURGERY,"1,768.22"
Department of Health,NHS South West London CCG,31/07/2020,C&M-PMS PCO Locum Adop/Pat/Mat,PRC DELEGATED CO-COMMISSIONING,CRICKET GREEN MEDICAL PRACTICE,"1,774.80"
Department of Health,NHS South West London CCG,31/07/2020,C&M-PMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,DR M F JOHNSON & PARTNERS,"1,776.05"
Department of Health,NHS South West London CCG,31/07/2020,C&M-PMS Prem Rates,PRC DELEGATED CO-COMMISSIONING,DRS CUTTING KHAN & SHEYIN,"1,777.69"
Department of Health,NHS South West London CCG,31/07/2020,C&M-GMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,DR A SARAJLIC,"1,785.71"
Department of Health,NHS South West London CCG,31/07/2020,C&M-PMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,CHARTFIELD SURGERY,"1,795.48"
Department of Health,NHS South West London CCG,31/07/2020,C&M-PMS Prem Notional Rent,PRC DELEGATED CO-COMMISSIONING,ADDINGTON MEDICAL PRACTICE,"1,798.00"
Department of Health,NHS South West London CCG,31/07/2020,C&M-PMS Prem Rates,PRC DELEGATED CO-COMMISSIONING,STONECOT SURGERY,"1,798.48"
Department of Health,NHS South West London CCG,31/07/2020,C&M-GMS Prem Notional Rent,PRC DELEGATED CO-COMMISSIONING,DR R DABO,"1,800.00"
Department of Health,NHS South West London CCG,31/07/2020,C&M-PMS Prem Rates,PRC DELEGATED CO-COMMISSIONING,ST JAMES MEDICAL CENTRE CROYDON,"1,802.64"
Department of Health,NHS South West London CCG,31/07/2020,C&M-PMS Prem Rates,PRC DELEGATED CO-COMMISSIONING,D H GORDON,"1,808.88"
Department of Health,NHS South West London CCG,31/07/2020,C&M-GMS Prem Notional Rent,PRC DELEGATED CO-COMMISSIONING,DR A SARAJLIC,"1,812.50"
Department of Health,NHS South West London CCG,31/07/2020,C&M-PCN DES Support Payment,PRC DELEGATED CO-COMMISSIONING,M G DURHAM,"1,814.07"
Department of Health,NHS South West London CCG,31/07/2020,C&M-PMS QOF Achievement,PRC DELEGATED CO-COMMISSIONING,HALING PARK PARTNERSHIP,"1,816.21"
Department of Health,NHS South West London CCG,31/07/2020,C&M-PMS Prem Rates,PRC DELEGATED CO-COMMISSIONING,CHRISTIE CL & PARTNERS,"1,819.27"
Department of Health,NHS South West London CCG,31/07/2020,C&M-PMS Prem Rates,PRC DELEGATED CO-COMMISSIONING,MAYFIELD SURGERY,"1,819.27"
Department of Health,NHS South West London CCG,31/07/2020,C&M-PMS DES Learn Dsblty Hlth Chk,PRC DELEGATED CO-COMMISSIONING,DR G S GOEL,"1,820.00"
Department of Health,NHS South West London CCG,31/07/2020,C&M-GMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,KINGSTON HEALTH CENTRE,"1,822.64"
Department of Health,NHS South West London CCG,31/07/2020,C&M-PMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,VINEYARD HILL ROAD SURGERY,"1,829.91"
Department of Health,NHS South West London CCG,31/07/2020,ME-PMS GP Pension ERs Adjs - PMS,PRC DELEGATED CO-COMMISSIONING,SELSDON PARK MEDICAL PRACTICE,"1,833.46"
Department of Health,NHS South West London CCG,31/07/2020,C&M-PCN DES Support Payment,PRC DELEGATED CO-COMMISSIONING,ELLIOTT GRICE & PARTNERS,"1,838.80"
Department of Health,NHS South West London CCG,31/07/2020,C&M-PMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,DR SIVATHASAN & PARTNERS,"1,841.63"
Department of Health,NHS South West London CCG,31/07/2020,C&M-APMS Contract KPIs,PRC DELEGATED CO-COMMISSIONING,PARKWAY H C,"1,869.52"
Department of Health,NHS South West London CCG,31/07/2020,ME-PMS GP Prior Year EEs,PRC DELEGATED CO-COMMISSIONING,BALHAM PARK SURGERY,"1,877.42"
Department of Health,NHS South West London CCG,31/07/2020,C&M-GMS Prem Rates,PRC DELEGATED CO-COMMISSIONING,KUDRA AP,"1,881.08"
Department of Health,NHS South West London CCG,31/07/2020,C&M-PMS Prem Notional Rent,PRC DELEGATED CO-COMMISSIONING,A HAFEEZ,"1,883.33"
Department of Health,NHS South West London CCG,31/07/2020,C&M-GMS Other Baseline Adjustment,PRC DELEGATED CO-COMMISSIONING,YORK MEDICAL PRACTICE,"1,896.19"
Department of Health,NHS South West London CCG,31/07/2020,C&M-PMS Prem Rates,PRC DELEGATED CO-COMMISSIONING,DR A DITRI & PARTNERS,"1,912.83"
Department of Health,NHS South West London CCG,31/07/2020,C&M-PMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,DR AK SENNIK,"1,925.12"
Department of Health,NHS South West London CCG,31/07/2020,C&M-GMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,DR PARAMESWARAN,"1,943.62"
Department of Health,NHS South West London CCG,31/07/2020,C&M-APMS Contract KPIs,PRC DELEGATED CO-COMMISSIONING,THORNTON ROAD SURGERY,"1,947.48"
Department of Health,NHS South West London CCG,31/07/2020,C&M-PMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,CHEAM GP CENTRE,"1,948.37"
Department of Health,NHS South West London CCG,31/07/2020,C&M-GMS Prem Notional Rent,PRC DELEGATED CO-COMMISSIONING,DR T GOONERATNE,"1,952.50"
Department of Health,NHS South West London CCG,31/07/2020,C&M-PMS DES Learn Dsblty Hlth Chk,PRC DELEGATED CO-COMMISSIONING,ST JAMES MEDICAL CENTRE CROYDON,"1,960.00"
Department of Health,NHS South West London CCG,31/07/2020,C&M-PMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,DR AK SENNIK,"1,961.30"
Department of Health,NHS South West London CCG,31/07/2020,C&M-PMS PCN DES Clinical Director,PRC DELEGATED CO-COMMISSIONING,LAMBTON ROAD MEDICAL PRACTICE,"1,962.50"
Department of Health,NHS South West London CCG,31/07/2020,C&M-PMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,H R LINGS,"1,962.70"
Department of Health,NHS South West London CCG,31/07/2020,C&M-GMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,DR T GOONERATNE,"1,970.63"
Department of Health,NHS South West London CCG,31/07/2020,C&M-PCN DES Support Payment,PRC DELEGATED CO-COMMISSIONING,V M BEARN,"1,983.22"
Department of Health,NHS South West London CCG,31/07/2020,C&M-PCN DES Support Payment,PRC DELEGATED CO-COMMISSIONING,C J ELLIOTT,"1,984.33"
Department of Health,NHS South West London CCG,31/07/2020,C&M-PMS QOF Achievement,PRC DELEGATED CO-COMMISSIONING,DR R LALL,"1,984.86"
Department of Health,NHS South West London CCG,31/07/2020,C&M-PMS Prem Rates,PRC DELEGATED CO-COMMISSIONING,DR N SORNALINGAM & PARTNERS,"2,006.40"
Department of Health,NHS South West London CCG,31/07/2020,C&M-PMS Prem Rates,PRC DELEGATED CO-COMMISSIONING,C J D PEACH,"2,016.79"
Department of Health,NHS South West London CCG,31/07/2020,C&M-PMS QOF Achievement,PRC DELEGATED CO-COMMISSIONING,DR M A WHITEHEAD & PARTNERS,"2,018.84"
Department of Health,NHS South West London CCG,31/07/2020,C&M-GMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,BATES & PARTNERS RICHMOND,"2,020.24"
Department of Health,NHS South West London CCG,31/07/2020,C&M-PMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,DR GIBBS & PARTNERS LONDON,"2,034.83"
Department of Health,NHS South West London CCG,31/07/2020,C&M-PMS PCN DES Clinical Director,PRC DELEGATED CO-COMMISSIONING,BALHAM PARK SURGERY,"2,035.33"
Department of Health,NHS South West London CCG,31/07/2020,C&M-PMS Prem Other,PRC DELEGATED CO-COMMISSIONING,V M BEARN,"2,037.50"
Department of Health,NHS South West London CCG,31/07/2020,C&M-GMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,DR T WIN,"2,043.76"
Department of Health,NHS South West London CCG,31/07/2020,C&M-GMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,ALTON PRACTICE (THE),"2,044.38"
Department of Health,NHS South West London CCG,31/07/2020,C&M-PMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,DR S A BOBAK,"2,049.64"
Department of Health,NHS South West London CCG,31/07/2020,C&M-PMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,DR M A WHITEHEAD & PARTNERS,"2,055.66"
Department of Health,NHS South West London CCG,31/07/2020,ME - PMS GP Prior Year ERs,PRC DELEGATED CO-COMMISSIONING,DR FLOOD & PARTNERS,"2,058.72"
Department of Health,NHS South West London CCG,31/07/2020,C&M-PMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,PARCHMORE MEDICAL CENTRE,"2,073.08"
Department of Health,NHS South West London CCG,31/07/2020,C&M-PMS PCO Locum Sickness,PRC DELEGATED CO-COMMISSIONING,CHEAM FAMILY PRACTICE,"2,076.24"
Department of Health,NHS South West London CCG,31/07/2020,C&M-PMS QOF Achievement,PRC DELEGATED CO-COMMISSIONING,DR AK SENNIK,"2,077.58"
Department of Health,NHS South West London CCG,31/07/2020,C&M-PMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,CENTRAL SURGERY,"2,084.57"
Department of Health,NHS South West London CCG,31/07/2020,C&M-PCN DES Support Payment,PRC DELEGATED CO-COMMISSIONING,DR S A BOBAK,"2,093.01"
Department of Health,NHS South West London CCG,31/07/2020,C&M-GMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,DR R DABO,"2,105.47"
Department of Health,NHS South West London CCG,31/07/2020,C&M-GMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,HAIDER PRACTICE,"2,115.67"
Department of Health,NHS South West London CCG,31/07/2020,C&M-GMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,CHILDS & PARTNERS,"2,118.82"
Department of Health,NHS South West London CCG,31/07/2020,C&M-PMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,LAMBTON ROAD MEDICAL PRACTICE,"2,120.11"
Department of Health,NHS South West London CCG,31/07/2020,C&M-PMS Prem Notional Rent,PRC DELEGATED CO-COMMISSIONING,AGRAWAL R K & K,"2,125.00"
Department of Health,NHS South West London CCG,31/07/2020,C&M-GMS Prem Notional Rent,PRC DELEGATED CO-COMMISSIONING,DR WE GRIFFITHS,"2,125.00"
Department of Health,NHS South West London CCG,31/07/2020,C&M-GMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,GROVES MEDICAL CENTRE,"2,126.35"
Department of Health,NHS South West London CCG,31/07/2020,C&M-APMS PCN DES Clinical Director,PRC DELEGATED CO-COMMISSIONING,THORNTON ROAD SURGERY,"2,127.83"
Department of Health,NHS South West London CCG,31/07/2020,C&M-PMS Prem Rates,PRC DELEGATED CO-COMMISSIONING,DR P W NEWLANDS & PARTNERS,"2,127.91"
Department of Health,NHS South West London CCG,31/07/2020,C&M-PMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,DR R LALL,"2,141.71"
Department of Health,NHS South West London CCG,31/07/2020,C&M-PMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,DR A GALLOWAY & PARTNERS,"2,142.47"
Department of Health,NHS South West London CCG,31/07/2020,C&M-PMS Prem Notional Rent,PRC DELEGATED CO-COMMISSIONING,DR AK SENNIK,"2,147.58"
Department of Health,NHS South West London CCG,31/07/2020,C&M-GMS Prem Notional Rent,PRC DELEGATED CO-COMMISSIONING,DR PARAMESWARAN,"2,150.00"
Department of Health,NHS South West London CCG,31/07/2020,C&M-PCN DES Support Payment,PRC DELEGATED CO-COMMISSIONING,DR P BOFFA & PARTNERS,"2,158.76"
Department of Health,NHS South West London CCG,31/07/2020,ME - PMS GP Prior Year ERs,PRC DELEGATED CO-COMMISSIONING,V M BEARN,"2,159.34"
Department of Health,NHS South West London CCG,31/07/2020,C&M-GMS Other Baseline Adjustment,PRC DELEGATED CO-COMMISSIONING,LEWIS & PARTNERS,"2,161.90"
Department of Health,NHS South West London CCG,31/07/2020,C&M-PMS PCN DES Clinical Director,PRC DELEGATED CO-COMMISSIONING,DR M F JOHNSON & PARTNERS,"2,167.17"
Department of Health,NHS South West London CCG,31/07/2020,C&M-APMS Prem Rates,PRC DELEGATED CO-COMMISSIONING,CARE UK CLINICAL SERVICES LTD,"2,176.00"
Department of Health,NHS South West London CCG,31/07/2020,C&M-PMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,KESTON HOUSE MEDICAL PRACTICE,"2,182.25"
Department of Health,NHS South West London CCG,31/07/2020,C&M-PMS PCN DES Clinical Director,PRC DELEGATED CO-COMMISSIONING,EAST CROYDON MEDICAL CENTRE,"2,187.33"
Department of Health,NHS South West London CCG,31/07/2020,C&M-PMS Prem Notional Rent,PRC DELEGATED CO-COMMISSIONING,DR S WOOLF,"2,187.50"
Department of Health,NHS South West London CCG,31/07/2020,C&M-PMS Prem Notional Rent,PRC DELEGATED CO-COMMISSIONING,CARSHALTON FIELDS SURGERY,"2,208.33"
Department of Health,NHS South West London CCG,31/07/2020,C&M-PMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,DR P BOFFA & PARTNERS,"2,214.61"
Department of Health,NHS South West London CCG,31/07/2020,C&M-PMS Prem Rates,PRC DELEGATED CO-COMMISSIONING,DR A GALLOWAY & PARTNERS,"2,218.67"
Department of Health,NHS South West London CCG,31/07/2020,C&M-PMS Prem Rates,PRC DELEGATED CO-COMMISSIONING,DR P P CHARLTON & PARTNERS,"2,225.82"
Department of Health,NHS South West London CCG,31/07/2020,C&M-GMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,VINEYARD SURGERY,"2,237.53"
Department of Health,NHS South West London CCG,31/07/2020,C&M-PMS PCN DES Clinical Director,PRC DELEGATED CO-COMMISSIONING,DRS CUTTING KHAN & SHEYIN,"2,238.42"
Department of Health,NHS South West London CCG,31/07/2020,C&M-PMS DES Learn Dsblty Hlth Chk,PRC DELEGATED CO-COMMISSIONING,CENTRAL MEDICAL CENTRE,"2,240.00"
Department of Health,NHS South West London CCG,31/07/2020,C&M-PMS QOF Achievement,PRC DELEGATED CO-COMMISSIONING,C J ELLIOTT,"2,244.03"
Department of Health,NHS South West London CCG,31/07/2020,C&M-PMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,BALHAM PARK SURGERY,"2,249.40"
Department of Health,NHS South West London CCG,31/07/2020,ME-GMS GP Pension EEs Adjustments,PRC DELEGATED CO-COMMISSIONING,JEZIERSKI & PARTNERS,"2,250.00"
Department of Health,NHS South West London CCG,31/07/2020,C&M-PCN DES Support Payment,PRC DELEGATED CO-COMMISSIONING,J GRANNELL,"2,250.84"
Department of Health,NHS South West London CCG,31/07/2020,C&M-GMS Other Baseline Adjustment,PRC DELEGATED CO-COMMISSIONING,DR JOHNSON & PARTNERS LONDON,"2,252.50"
Department of Health,NHS South West London CCG,31/07/2020,C&M-PMS Prem Rates,PRC DELEGATED CO-COMMISSIONING,C J ELLIOTT,"2,253.44"
Department of Health,NHS South West London CCG,31/07/2020,C&M-PMS Prem Clinical Waste,PRC DELEGATED CO-COMMISSIONING,DR S E RAMSBOTHAM,"2,257.70"
Department of Health,NHS South West London CCG,31/07/2020,C&M-PMS Prem Rates,PRC DELEGATED CO-COMMISSIONING,T KEYAMO,"2,261.33"
Department of Health,NHS South West London CCG,31/07/2020,C&M-PMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,DR P W NEWLANDS & PARTNERS,"2,262.05"
Department of Health,NHS South West London CCG,31/07/2020,C&M-PMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,CARSHALTON FIELDS SURGERY,"2,274.87"
Department of Health,NHS South West London CCG,31/07/2020,C&M-PMS QOF Achievement,PRC DELEGATED CO-COMMISSIONING,DR S E RAMSBOTHAM,"2,277.53"
Department of Health,NHS South West London CCG,31/07/2020,C&M-PMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,PATEL D & PARTNERS,"2,282.77"
Department of Health,NHS South West London CCG,31/07/2020,C&M-PMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,AGRAWAL R K & K,"2,288.57"
Department of Health,NHS South West London CCG,31/07/2020,C&M-GMS PCO Other,PRC DELEGATED CO-COMMISSIONING,CLAREMONT MEDICAL CENTRE SURBITON,"2,297.36"
Department of Health,NHS South West London CCG,31/07/2020,ME - PMS GP Prior Year ERs,PRC DELEGATED CO-COMMISSIONING,K KO,"2,300.55"
Department of Health,NHS South West London CCG,31/07/2020,C&M-PMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,EDRIDGE ROAD COMMUNITY HEALTH CENTRE,"2,306.87"
Department of Health,NHS South West London CCG,31/07/2020,C&M-PCN DES Support Payment,PRC DELEGATED CO-COMMISSIONING,PARCHMORE MEDICAL CENTRE,"2,313.28"
Department of Health,NHS South West London CCG,31/07/2020,C&M-PMS QOF Achievement,PRC DELEGATED CO-COMMISSIONING,CENTRAL SURGERY,"2,313.85"
Department of Health,NHS South West London CCG,31/07/2020,C&M-PMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,DR I M WILSON,"2,313.96"
Department of Health,NHS South West London CCG,31/07/2020,C&M-PMS Prem Rates,PRC DELEGATED CO-COMMISSIONING,LUCKETT & PARTNERS,"2,323.20"
Department of Health,NHS South West London CCG,31/07/2020,C&M-PMS Prem Rates,PRC DELEGATED CO-COMMISSIONING,VINEYARD HILL ROAD SURGERY,"2,332.82"
Department of Health,NHS South West London CCG,31/07/2020,C&M-GMS Prem Notional Rent,PRC DELEGATED CO-COMMISSIONING,DR T WIN,"2,333.33"
Department of Health,NHS South West London CCG,31/07/2020,C&M-PMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,V M BEARN,"2,333.49"
Department of Health,NHS South West London CCG,31/07/2020,C&M-PMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,MALDON ROAD SURGERY,"2,339.60"
Department of Health,NHS South West London CCG,31/07/2020,C&M-PMS Prem Notional Rent,PRC DELEGATED CO-COMMISSIONING,DR COLLINS & PARTNERS,"2,341.67"
Department of Health,NHS South West London CCG,31/07/2020,C&M-GMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,ADDISCOMBE ROAD SURGERY,"2,348.46"
Department of Health,NHS South West London CCG,31/07/2020,C&M-PMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,DR K BEGG,"2,348.58"
Department of Health,NHS South West London CCG,31/07/2020,C&M-PCN DES Support Payment,PRC DELEGATED CO-COMMISSIONING,DR I M WILSON,"2,364.01"
Department of Health,NHS South West London CCG,31/07/2020,C&M-PMS PCO Other,PRC DELEGATED CO-COMMISSIONING,DR FREEMAN & PARTNERS,"2,367.59"
Department of Health,NHS South West London CCG,31/07/2020,C&M-GMS QOF Achievement,PRC DELEGATED CO-COMMISSIONING,DANEBURY AVENUE SURGERY,"2,367.73"
Department of Health,NHS South West London CCG,31/07/2020,C&M-PMS Prem Rates,PRC DELEGATED CO-COMMISSIONING,H S KOONER,"2,368.00"
Department of Health,NHS South West London CCG,31/07/2020,C&M-PMS Prem Rates,PRC DELEGATED CO-COMMISSIONING,PARCHMORE MEDICAL CENTRE,"2,368.00"
Department of Health,NHS South West London CCG,31/07/2020,C&M-GMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,JEZIERSKI & PARTNERS,"2,371.14"
Department of Health,NHS South West London CCG,31/07/2020,C&M-PMS PCN DES Clinical Director,PRC DELEGATED CO-COMMISSIONING,PUTNEYMEAD GROUP MEDICAL PRACTICE,"2,392.58"
Department of Health,NHS South West London CCG,31/07/2020,ME-GMS GP Pension ERs Adjustments,PRC DELEGATED CO-COMMISSIONING,JEZIERSKI & PARTNERS,"2,396.66"
Department of Health,NHS South West London CCG,31/07/2020,C&M-PMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,DR S WOOLF,"2,415.78"
Department of Health,NHS South West London CCG,31/07/2020,C&M-PMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,ADDINGTON MEDICAL PRACTICE,"2,428.85"
Department of Health,NHS South West London CCG,31/07/2020,C&M-PMS PCN DES Soc Prescribing,PRC DELEGATED CO-COMMISSIONING,DRS CUTTING KHAN & SHEYIN,"2,436.78"
Department of Health,NHS South West London CCG,31/07/2020,C&M-PMS Prem Rates,PRC DELEGATED CO-COMMISSIONING,K KO,"2,443.02"
Department of Health,NHS South West London CCG,31/07/2020,C&M-PMS Prem Rates,PRC DELEGATED CO-COMMISSIONING,DR AYUB & PARTNERS,"2,445.44"
