Department Family,Entity,Date,Expsene Type,Expense Area,Supplier,Transaction Number,Amount
Department of Health,CCG,30/06/2020,C&M?PMS PCN DES Clinical Director,PRC DELEGATED CO?COMMISSIONING,HETHERINGTON GROUP PRACTICE,32666208,2112.75
Department of Health,CCG,30/06/2020,C&M?PMS PCN DES Participation,PRC DELEGATED CO?COMMISSIONING,MODALITY PARTNERSHIP,32690153,2113.28
Department of Health,CCG,30/06/2020,C&M?APMS Contract Value,PRC DELEGATED CO?COMMISSIONING,BURSTED WOOD SURGERY,32690173,2117.81
Department of Health,CCG,30/06/2020,C&M?PMS PCN DES Participation,PRC DELEGATED CO?COMMISSIONING,ALBION SURGERY,32668619,2121.54
Department of Health,CCG,30/06/2020,ME?PMS GP Prior Year EEs,PRC DELEGATED CO?COMMISSIONING,NORTHWOOD GROUP PRACTICE,32690151,2139.2
Department of Health,CCG,30/06/2020,C&M?PMS PCN DES Participation,PRC DELEGATED CO?COMMISSIONING,DR COCHRAN G O & PARTNERS,32690174,2148.08
Department of Health,CCG,30/06/2020,C&M?GMS Other Addtl Staff Paymts,PRC DELEGATED CO?COMMISSIONING,PLAS MEDDYG SURGERY,32820093,2150.41
Department of Health,CCG,30/06/2020,C&M?PMS PCN DES Clinical Director,PRC DELEGATED CO?COMMISSIONING,BROCKWELL PARK,32690015,2153.73
Department of Health,CCG,30/06/2020,ME?PMS GP Prior Year EEs,PRC DELEGATED CO?COMMISSIONING,MODALITY PARTNERSHIP,32690155,2160.04
Department of Health,CCG,30/06/2020,C&M?PMS Prem Notional Rent,PRC DELEGATED CO?COMMISSIONING,DR J BAJWA & PARTNERS,32668628,2161.5
Department of Health,CCG,30/06/2020,C&M?PMS PCN DES Participation,PRC DELEGATED CO?COMMISSIONING,LAKESIDE MEDICAL,32690196,2167.85
Department of Health,CCG,30/06/2020,C&M?GMS Other Addtl Staff Paymts,PRC DELEGATED CO?COMMISSIONING,STATION ROAD SURGERY WEST WICKHAM,32768111,2173.06
Department of Health,CCG,30/06/2020,C&M?GMS Other Addtl Staff Paymts,PRC DELEGATED CO?COMMISSIONING,FAMILY SURGERY ORPINGTON,32768075,2173.38
Department of Health,CCG,30/06/2020,C&M?PMS PCN DES Participation,PRC DELEGATED CO?COMMISSIONING,THAMESMEAD MEDICAL ASSOCIATES,32690207,2188.36
Department of Health,CCG,30/06/2020,C&M?PCN DES Support Payment,PRC DELEGATED CO?COMMISSIONING,HETHERINGTON GROUP PRACTICE,32666208,2194.1
Department of Health,CCG,30/06/2020,ME ? PMS GP Prior Year ERs,PRC DELEGATED CO?COMMISSIONING,CLAPHAM FAMILY PRACTICE,32666198,2210.94
Department of Health,CCG,30/06/2020,C&M?PMS Prem Notional Rent,PRC DELEGATED CO?COMMISSIONING,WESTWOOD SURGERY,32690211,2212.5
Department of Health,CCG,30/06/2020,C&M?PMS Additional Staff Payments,PRC DELEGATED CO?COMMISSIONING,WAVERLEY PRACTICE,32690212,2222.4
Department of Health,CCG,30/06/2020,ME?PMS GP Prior Year EEs,PRC DELEGATED CO?COMMISSIONING,DR PLANA F & PARTNER,32690186,2232
Department of Health,CCG,30/06/2020,ME?PMS GP Prior Year EEs,PRC DELEGATED CO?COMMISSIONING,DR COCHRAN G O & PARTNERS,32690174,2237.66
Department of Health,CCG,30/06/2020,C&M?PMS PCN DES Participation,PRC DELEGATED CO?COMMISSIONING,VANBRUGH GROUP PRACTICE,32690220,2239.61
Department of Health,CCG,30/06/2020,C&M?GMS DES Learn Dsblty Hlth Chk,PRC DELEGATED CO?COMMISSIONING,BROMLEY COMMON PRACTICE,32768139,2240
Department of Health,CCG,30/06/2020,C&M?APMS Other FDR Payment,PRC DELEGATED CO?COMMISSIONING,BURSTED WOOD SURGERY,32690173,2240.64
Department of Health,CCG,30/06/2020,C&M?PMS Prem Rates,PRC DELEGATED CO?COMMISSIONING,DR RATNESWAREN S,32690184,2254.31
Department of Health,CCG,30/06/2020,C&M?APMS Other FDR Payment,PRC DELEGATED CO?COMMISSIONING,BROMLEY GP ALLIANCE,32753692,2267.26
Department of Health,CCG,30/06/2020,C&M?PMS PCN DES Clinical Director,PRC DELEGATED CO?COMMISSIONING,PLUMSTEAD H C PMS,32690199,2277.37
Department of Health,CCG,30/06/2020,C&M?PMS Prem Notional Rent,PRC DELEGATED CO?COMMISSIONING,COLDHARBOURHILL PMS,32668624,2286
Department of Health,CCG,30/06/2020,C&M?PMS Prem Notional Rent,PRC DELEGATED CO?COMMISSIONING,DR M CHAND,32690178,2291.67
Department of Health,CCG,30/06/2020,C&M?PMS PCN DES Participation,PRC DELEGATED CO?COMMISSIONING,CLAPHAM PARK GROUP PRACTICE,32690018,2308.79
Department of Health,CCG,30/06/2020,ME ? GMS GP Prior Year ERs,PRC DELEGATED CO?COMMISSIONING,INGELTON AVENUE,32820089,2312.78
Department of Health,CCG,30/06/2020,C&M?PMS PCN DES Participation,PRC DELEGATED CO?COMMISSIONING,HERNE HILL GROUP PRACTICE,32690060,2312.96
Department of Health,CCG,30/06/2020,C&M?PMS Prem Rates,PRC DELEGATED CO?COMMISSIONING,CHELSFIELD SURGERY,32768044,2325.33
Department of Health,CCG,30/06/2020,C&M?PMS Prem Rates,PRC DELEGATED CO?COMMISSIONING,WESTWOOD SURGERY,32690211,2328.67
Department of Health,CCG,30/06/2020,C&M?PMS Prem Actual Rent,PRC DELEGATED CO?COMMISSIONING,DEPTFORD SURGERY,32666200,2333.33
Department of Health,CCG,30/06/2020,C&M?PMS PCN DES Clinical Director,PRC DELEGATED CO?COMMISSIONING,VASSALL MEDICAL CENTRE,32690129,2335.61
Department of Health,CCG,30/06/2020,C&M?APMS Contract Value,PRC DELEGATED CO?COMMISSIONING,STREATHAM PLACE,32690142,2335.86
Department of Health,CCG,30/06/2020,C&M?PMS PCN DES Clinical Director,PRC DELEGATED CO?COMMISSIONING,MODALITY PARTNERSHIP,32690153,2343.31
Department of Health,CCG,30/06/2020,C&M?PMS Prem Healthcentre Rates,PRC DELEGATED CO?COMMISSIONING,LISTER HEALTH CENTRE DR ARUMUGARAASAH & RATNESWAREN,32690075,2356.03
Department of Health,CCG,30/06/2020,ME?PMS GP Pension EEs Adjs ? PMS,PRC DELEGATED CO?COMMISSIONING,BEXLEY GROUP PRACTICE,32690170,2360
Department of Health,CCG,30/06/2020,ME?PMS GP Pension EEs Adjs ? PMS,PRC DELEGATED CO?COMMISSIONING,SUMMERCROFT SURGERY,32768119,2362.5
Department of Health,CCG,30/06/2020,C&M?PCN DES Support Payment,PRC DELEGATED CO?COMMISSIONING,BROCKWELL PARK,32690015,2363.32
Department of Health,CCG,30/06/2020,C&M?PMS Additional Staff Payments,PRC DELEGATED CO?COMMISSIONING,ST MARKS MEDICAL CENTRE,32690205,2375.81
Department of Health,CCG,30/06/2020,C&M?PMS DES Learn Dsblty Hlth Chk,PRC DELEGATED CO?COMMISSIONING,PAXTON GREEN PRACTICE,32666216,2380
Department of Health,CCG,30/06/2020,C&M?GMS Other Addtl Staff Paymts,PRC DELEGATED CO?COMMISSIONING,ANERLEY SURGERY,32768023,2383.98
Department of Health,CCG,30/06/2020,C&M?PMS PCN DES Participation,PRC DELEGATED CO?COMMISSIONING,BELVEDERE MEDICAL CENTRE,32690166,2390.3
Department of Health,CCG,30/06/2020,C&M?PMS Cost of Drugs ?Prescribing,LOCAL ENHANCED SERVICES,CHELSFIELD SURGERY,32768044,2406.31
Department of Health,CCG,30/06/2020,C&M?PMS PCN DES Participation,PRC DELEGATED CO?COMMISSIONING,HILLY FIELDS MEDICAL CENTRE,32690064,2412.88
Department of Health,CCG,30/06/2020,C&M?PMS Additional Staff Payments,PRC DELEGATED CO?COMMISSIONING,STERNHALL LANE SURGERY,32690109,2417.32
Department of Health,CCG,30/06/2020,C&M?PMS PCN DES Participation,PRC DELEGATED CO?COMMISSIONING,MODALITY PARTNERSHIP,32690155,2418.71
Department of Health,CCG,30/06/2020,C&M?GMS Prem Notional Rent,PRC DELEGATED CO?COMMISSIONING,WICKHAM PARK SURGERY,32753689,2425
Department of Health,CCG,30/06/2020,C&M?GMS PCN DES Clinical Director,PRC DELEGATED CO?COMMISSIONING,SOUTH VIEW LODGE DR WILLATT HEATHCOTE,32768105,2434.7
Department of Health,CCG,30/06/2020,C&M?PCN DES Support Payment,PRC DELEGATED CO?COMMISSIONING,STREATHAM HIGH PRACTICE,32690114,2435.7
Department of Health,CCG,30/06/2020,C&M?PMS PCN DES Participation,PRC DELEGATED CO?COMMISSIONING,SYDENHAM GREEN GROUP PRACTICE,32690119,2440.41
Department of Health,CCG,30/06/2020,C&M?GMS Other Addtl Staff Paymts,PRC DELEGATED CO?COMMISSIONING,SURGERY BIGGIN HILL,32768116,2444
Department of Health,CCG,30/06/2020,C&M?PMS Prem Notional Rent,PRC DELEGATED CO?COMMISSIONING,M THAVAPALAN & PARTNERS,32690189,2447.92
Department of Health,CCG,30/06/2020,C&M?PCN DES Support Payment,PRC DELEGATED CO?COMMISSIONING,SOUTH VIEW LODGE DR WILLATT HEATHCOTE,32768105,2450.8
Department of Health,CCG,30/06/2020,C&M?PMS Prem Rates,PRC DELEGATED CO?COMMISSIONING,THAMESMEAD MEDICAL ASSOCIATES,32690207,2453.33
Department of Health,CCG,30/06/2020,C&M?PMS PCN DES Participation,PRC DELEGATED CO?COMMISSIONING,ELM HOUSE SURGERY,32768068,2453.65
Department of Health,CCG,30/06/2020,ME ? PMS GP Prior Year ERs,PRC DELEGATED CO?COMMISSIONING,NORTHWOOD GROUP PRACTICE,32690151,2460.95
Department of Health,CCG,30/06/2020,C&M?APMS PCN DES Participation,PRC DELEGATED CO?COMMISSIONING,STREATHAM HIGH PRACTICE,32690114,2468.69
Department of Health,CCG,30/06/2020,ME ? PMS GP Prior Year ERs,PRC DELEGATED CO?COMMISSIONING,MODALITY PARTNERSHIP,32690155,2471.7
Department of Health,CCG,30/06/2020,C&M?APMS PCN DES Clinical Director,PRC DELEGATED CO?COMMISSIONING,STREATHAM HIGH PRACTICE,32690114,2472.49
Department of Health,CCG,30/06/2020,C&M?PMS PCN DES Participation,PRC DELEGATED CO?COMMISSIONING,NORTHWOOD GROUP PRACTICE,32690151,2499.23
Department of Health,CCG,30/06/2020,C&M?GMS Prem Notional Rent,PRC DELEGATED CO?COMMISSIONING,WHITEHOUSE SURGERY,32768129,2500
Department of Health,CCG,30/06/2020,C&M?GMS Other FDR Payment,PRC DELEGATED CO?COMMISSIONING,SURGERY BIGGIN HILL,32768116,2509.47
Department of Health,CCG,30/06/2020,ME?PMS GP Pension ERs Adjs ? PMS,PRC DELEGATED CO?COMMISSIONING,SUMMERCROFT SURGERY,32768119,2516.5
Department of Health,CCG,30/06/2020,C&M?GMS Other Addtl Staff Paymts,PRC DELEGATED CO?COMMISSIONING,WHITEHOUSE SURGERY,32768129,2521.49
Department of Health,CCG,30/06/2020,C&M?PMS PCN DES Participation,PRC DELEGATED CO?COMMISSIONING,BEXLEY MEDICAL GROUP,32690172,2521.56
Department of Health,CCG,30/06/2020,C&M?GMS Other Addtl Staff Paymts,PRC DELEGATED CO?COMMISSIONING,SURGERY BECKENHAM,32768114,2524.6
Department of Health,CCG,30/06/2020,C&M?GMS Other Addtl Staff Paymts,PRC DELEGATED CO?COMMISSIONING,GILLMANS ROAD SURGERY,32768077,2534.75
Department of Health,CCG,30/06/2020,C&M?GMS Prem Notional Rent,PRC DELEGATED CO?COMMISSIONING,PLUMBRIDGE MEDICAL CENTRE,32820084,2554.17
Department of Health,CCG,30/06/2020,C&M?PCN DES Support Payment,PRC DELEGATED CO?COMMISSIONING,MODALITY PARTNERSHIP,32690153,2572.13
Department of Health,CCG,30/06/2020,ME ? PMS GP Prior Year ERs,PRC DELEGATED CO?COMMISSIONING,DR COCHRAN G O & PARTNERS,32690174,2574.2
Department of Health,CCG,30/06/2020,C&M?GMS Cost of Drugs ?Prescribing,LOCAL ENHANCED SERVICES,STATION ROAD SURGERY WEST WICKHAM,32768111,2600.42
Department of Health,CCG,30/06/2020,C&M?PMS Prem Rates,PRC DELEGATED CO?COMMISSIONING,DR SK PATEL & PARTNERS,32690188,2602.67
Department of Health,CCG,30/06/2020,C&M?PMS Additional Staff Payments,PRC DELEGATED CO?COMMISSIONING,DR RATNESWAREN N,32690183,2605
Department of Health,CCG,30/06/2020,C&M?PCN DES Support Payment,PRC DELEGATED CO?COMMISSIONING,VASSALL MEDICAL CENTRE,32690129,2607.32
Department of Health,CCG,30/06/2020,C&M?PMS Additional Staff Payments,PRC DELEGATED CO?COMMISSIONING,DR DOHA,32690035,2609
Department of Health,CCG,30/06/2020,C&M?GMS PCO Other,PRC DELEGATED CO?COMMISSIONING,GILLMANS ROAD SURGERY,32768077,2617
Department of Health,CCG,30/06/2020,C&M?PCN DES Support Payment,PRC DELEGATED CO?COMMISSIONING,PLUMSTEAD H C PMS,32690199,2619.37
Department of Health,CCG,30/06/2020,C&M?PMS DES Learn Dsblty Hlth Chk,PRC DELEGATED CO?COMMISSIONING,BEXLEY GROUP PRACTICE,32690170,2660
Department of Health,CCG,30/06/2020,Apprenticeship Levy Payable,BALANCE SHEET,HMRC,32758497,2664
Department of Health,CCG,30/06/2020,C&M?PMS Prem Notional Rent,PRC DELEGATED CO?COMMISSIONING,TRAFALGAR SURGERY,32690123,2666.67
Department of Health,CCG,30/06/2020,C&M?GMS Other Addtl Staff Paymts,PRC DELEGATED CO?COMMISSIONING,CRESCENT SURGERY ORPINGTON,32768057,2682.31
Department of Health,CCG,30/06/2020,C&M?PMS PCN DES Clinical Director,PRC DELEGATED CO?COMMISSIONING,BECKETT HOUSE PRACTICE,32689996,2687.65
Department of Health,CCG,30/06/2020,C&M?PMS Prem Notional Rent,PRC DELEGATED CO?COMMISSIONING,DR M CHAWDHERY TA 306 MED CNT,32690039,2691.67
Department of Health,CCG,30/06/2020,C&M?PMS Prem Notional Rent,PRC DELEGATED CO?COMMISSIONING,GARDENS SURGERY,32666205,2708.33
Department of Health,CCG,30/06/2020,C&M?PMS PCN DES Clinical Director,PRC DELEGATED CO?COMMISSIONING,DR RATNESWAREN N,32690183,2714.3
Department of Health,CCG,30/06/2020,C&M?GMS Other FDR Payment,PRC DELEGATED CO?COMMISSIONING,DEPTFORD MEDICAL CENTRE,32807138,2722.69
Department of Health,CCG,30/06/2020,C&M?PMS Funding Differential Review,PRC DELEGATED CO?COMMISSIONING,DR COUTINHO M J,32690176,2724.63
Department of Health,CCG,30/06/2020,C&M?PMS PCN DES Clinical Director,PRC DELEGATED CO?COMMISSIONING,BIGGIN HILL SURGERY,32768035,2739.15
Department of Health,CCG,30/06/2020,C&M?GMS Prem Notional Rent,PRC DELEGATED CO?COMMISSIONING,FORGE CLOSE SURGERY,32768083,2750
Department of Health,CCG,30/06/2020,C&M?PCN DES Support Payment,PRC DELEGATED CO?COMMISSIONING,DR RATNESWAREN N,32690183,2756.18
Department of Health,CCG,30/06/2020,C&M?PMS Prem Actual Rent,PRC DELEGATED CO?COMMISSIONING,VAUXHALL SURGERY,32690131,2777.08
Department of Health,CCG,30/06/2020,C&M?PMS Prof fees Prescribing,PRC DELEGATED CO?COMMISSIONING,ST JAMES PRACTICE,32768123,2799.57
Department of Health,CCG,30/06/2020,C&M?PMS DES Learn Dsblty Hlth Chk,PRC DELEGATED CO?COMMISSIONING,BEXLEY MEDICAL GROUP,32690172,2800
Department of Health,CCG,30/06/2020,C&M?GMS DES Learn Dsblty Hlth Chk,PRC DELEGATED CO?COMMISSIONING,SOUTH VIEW LODGE DR WILLATT HEATHCOTE,32768105,2800
Department of Health,CCG,30/06/2020,C&M?GMS DES Learn Dsblty Hlth Chk,PRC DELEGATED CO?COMMISSIONING,DR BR JACOBS,32820015,2800
Department of Health,CCG,30/06/2020,C&M?GMS Other FDR Payment,PRC DELEGATED CO?COMMISSIONING,WHITEHOUSE SURGERY,32768129,2809.3
Department of Health,CCG,30/06/2020,C&M?PMS Additional Staff Payments,PRC DELEGATED CO?COMMISSIONING,CHELSFIELD SURGERY,32768044,2811.64
Department of Health,CCG,30/06/2020,C&M?GMS Other FDR Payment,PRC DELEGATED CO?COMMISSIONING,GILLMANS ROAD SURGERY,32768077,2818.66
Department of Health,CCG,30/06/2020,C&M?PMS QOF Achievement,PRC DELEGATED CO?COMMISSIONING,DR COUTINHO M J,32690176,2820.17
Department of Health,CCG,30/06/2020,C&M?PMS PCN DES Clinical Director,PRC DELEGATED CO?COMMISSIONING,VANBRUGH GROUP PRACTICE,32690220,2822.36
Department of Health,CCG,30/06/2020,C&M?PMS PCN DES Participation,PRC DELEGATED CO?COMMISSIONING,CLAPHAM FAMILY PRACTICE,32666198,2837.04
Department of Health,CCG,30/06/2020,C&M?PMS Baseline Adjustment,PRC DELEGATED CO?COMMISSIONING,COLDHARBOURHILL PMS,32668624,2840.54
Department of Health,CCG,30/06/2020,C&M?PMS Prem Rates,PRC DELEGATED CO?COMMISSIONING,STERNHALL LANE SURGERY,32690109,2869.25
Department of Health,CCG,30/06/2020,C&M?GMS Other FDR Payment,PRC DELEGATED CO?COMMISSIONING,CRESCENT SURGERY ORPINGTON,32768057,2874.93
Department of Health,CCG,30/06/2020,C&M?PMS Additional Staff Payments,PRC DELEGATED CO?COMMISSIONING,DR GERA & PARTNER,32690177,2875.74
Department of Health,CCG,30/06/2020,C&M?PMS PCN DES Participation,PRC DELEGATED CO?COMMISSIONING,SIDCUP MEDICAL CENTRE,32668639,2885.59
Department of Health,CCG,30/06/2020,C&M?PCN DES Support Payment,PRC DELEGATED CO?COMMISSIONING,BIGGIN HILL SURGERY,32768035,2887.11
Department of Health,CCG,30/06/2020,C&M?GMS DES Minor Surgery,PRC DELEGATED CO?COMMISSIONING,BROMLEY COMMON PRACTICE,32768139,2905.32
Department of Health,CCG,30/06/2020,C&M?APMS Contract Value,PRC DELEGATED CO?COMMISSIONING,MALLING HEALTH (UK) LTD CLOVER,32690223,2907.18
Department of Health,CCG,30/06/2020,C&M?GMS Prem Notional Rent,PRC DELEGATED CO?COMMISSIONING,SURGERY BECKENHAM,32768114,2912.17
Department of Health,CCG,30/06/2020,C&M?PMS Additional Staff Payments,PRC DELEGATED CO?COMMISSIONING,M THAVAPALAN & PARTNERS,32690189,2915.09
Department of Health,CCG,30/06/2020,C&M?PMS Additional Staff Payments,PRC DELEGATED CO?COMMISSIONING,STATION ROAD SURGERY SIDCUP,32690203,2915.42
Department of Health,CCG,30/06/2020,C&M?PMS Additional Staff Payments,PRC DELEGATED CO?COMMISSIONING,ELTHAM PALACE SURGERY,32690192,2917.56
Department of Health,CCG,30/06/2020,C&M?GMS Prem Rates,PRC DELEGATED CO?COMMISSIONING,EDEN PARK SURGERY,32768065,2922.67
Department of Health,CCG,30/06/2020,C&M?PCN DES Support Payment,PRC DELEGATED CO?COMMISSIONING,BECKETT HOUSE PRACTICE,32689996,2923.68
Department of Health,CCG,30/06/2020,C&M?PMS DES Learn Dsblty Hlth Chk,PRC DELEGATED CO?COMMISSIONING,CHINBROOK SURGERY,32666199,2940
Department of Health,CCG,30/06/2020,C&M?PMS Prem Notional Rent,PRC DELEGATED CO?COMMISSIONING,ST JAMES PRACTICE,32768123,2941.67
Department of Health,CCG,30/06/2020,ME?PMS GP Prior Year EEs,PRC DELEGATED CO?COMMISSIONING,CHISLEHURST MEDICAL PRACTICE,32768047,2978.78
Department of Health,CCG,30/06/2020,C&M?PMS Prem Healthcentre Rent,PRC DELEGATED CO?COMMISSIONING,CLAPHAM FAMILY PRACTICE,32666198,2991.06
Department of Health,CCG,30/06/2020,C&M?PMS PCN DES Participation,PRC DELEGATED CO?COMMISSIONING,PAXTON GREEN PRACTICE,32666216,2996.55
Department of Health,CCG,30/06/2020,C&M?PMS Prem Notional Rent,PRC DELEGATED CO?COMMISSIONING,BANNOCKBURN SURGERY,32690168,3002.67
Department of Health,CCG,30/06/2020,C&M?PMS Additional Staff Payments,PRC DELEGATED CO?COMMISSIONING,DR MOSTAFA M A,32690181,3011.3
Department of Health,CCG,30/06/2020,C&M?GMS Other FDR Payment,PRC DELEGATED CO?COMMISSIONING,PLAS MEDDYG SURGERY,32820093,3019.38
Department of Health,CCG,30/06/2020,C&M?PMS Additional Staff Payments,PRC DELEGATED CO?COMMISSIONING,DR SHARMA & PARTNERS ERITH,32690187,3027.51
Department of Health,CCG,30/06/2020,C&M?PMS Cost of Drugs ?Prescribing,LOCAL ENHANCED SERVICES,CHISLEHURST MEDICAL PRACTICE,32768047,3040.15
Department of Health,CCG,30/06/2020,C&M?PMS Prem Notional Rent,PRC DELEGATED CO?COMMISSIONING,BARNARD PRACTICE,32668617,3041.67
Department of Health,CCG,30/06/2020,C&M?PMS PCN DES Clinical Director,PRC DELEGATED CO?COMMISSIONING,WOOLSTONE MEDICAL CENTRE,32690140,3049.25
Department of Health,CCG,30/06/2020,C&M?PMS Additional Staff Payments,PRC DELEGATED CO?COMMISSIONING,DR VIRJI & BEGLEY,32690043,3056.18
Department of Health,CCG,30/06/2020,C&M?PMS Funding Differential Review,PRC DELEGATED CO?COMMISSIONING,BULBANKS MEDICAL CENTRE,32668621,3058.44
Department of Health,CCG,30/06/2020,C&M?PMS Funding Differential Review,PRC DELEGATED CO?COMMISSIONING,DR J BAJWA & PARTNERS,32668628,3062.67
Department of Health,CCG,30/06/2020,C&M?PMS Prem Notional Rent,PRC DELEGATED CO?COMMISSIONING,WOODLANDS PRACTICE,32768136,3066.67
Department of Health,CCG,30/06/2020,C&M?PMS Funding Differential Review,PRC DELEGATED CO?COMMISSIONING,DR M CHAND,32690178,3078.1
Department of Health,CCG,30/06/2020,C&M?PMS DES Learn Dsblty Hlth Chk,PRC DELEGATED CO?COMMISSIONING,MODALITY PARTNERSHIP,32690153,3080
Department of Health,CCG,30/06/2020,C&M?PCN DES Support Payment,PRC DELEGATED CO?COMMISSIONING,VANBRUGH GROUP PRACTICE,32690220,3081.61
Department of Health,CCG,30/06/2020,C&M?PMS PCN DES Participation,PRC DELEGATED CO?COMMISSIONING,NOVUM HEALTH PARTNERSHIP,32666224,3088.36
Department of Health,CCG,30/06/2020,C&M?PMS PCN DES Clinical Director,PRC DELEGATED CO?COMMISSIONING,CLAPHAM FAMILY PRACTICE,32666198,3099.67
Department of Health,CCG,30/06/2020,C&M?GMS Other FDR Payment,PRC DELEGATED CO?COMMISSIONING,BANK HOUSE SURGERY FARNBOROUGH,32768031,3108.82
Department of Health,CCG,30/06/2020,C&M?PMS Funding Differential Review,PRC DELEGATED CO?COMMISSIONING,WAVERLEY PRACTICE,32690212,3112.45
Department of Health,CCG,30/06/2020,Cont Care?Learning Disab(<65),CHC ADULT FULLY FUNDED,BRITISH HOME & HOSPITAL,32582821,3120.6
Department of Health,CCG,30/06/2020,C&M?PMS Additional Staff Payments,PRC DELEGATED CO?COMMISSIONING,DR MASTERTON & PARTNERS,32820019,3125
Department of Health,CCG,30/06/2020,ME?PMS GP Pension ERs Adjs ? PMS,PRC DELEGATED CO?COMMISSIONING,MODALITY PARTNERSHIP,32690157,3147.18
Department of Health,CCG,30/06/2020,C&M?PCN DES Support Payment,PRC DELEGATED CO?COMMISSIONING,CLAPHAM FAMILY PRACTICE,32666198,3148.59
Department of Health,CCG,30/06/2020,C&M?PMS Funding Differential Review,PRC DELEGATED CO?COMMISSIONING,DR RATNESWAREN S,32690184,3153.71
Department of Health,CCG,30/06/2020,C&M?PMS Prem Actual Rent,PRC DELEGATED CO?COMMISSIONING,ELTHAM MEDICAL PRACTICE,32690191,3158.33
Department of Health,CCG,30/06/2020,C&M?PMS Prem Rates,PRC DELEGATED CO?COMMISSIONING,CHISLEHURST MEDICAL PRACTICE,32768047,3160.06
Department of Health,CCG,30/06/2020,C&M?PMS PCN DES Clinical Director,PRC DELEGATED CO?COMMISSIONING,WOODLANDS HEALTH CENTRE LONDON,32690138,3165.55
Department of Health,CCG,30/06/2020,C&M?GMS Prem Notional Rent,PRC DELEGATED CO?COMMISSIONING,PARKVIEW SURGERY LONDON,32820036,3179.58
Department of Health,CCG,30/06/2020,ME?PMS GP Prior Year EEs,PRC DELEGATED CO?COMMISSIONING,SILVERLOCK,32690105,3187.5
Department of Health,CCG,30/06/2020,C&M?PMS Prem Rates,PRC DELEGATED CO?COMMISSIONING,GROVE MEDICAL CENTRE LONDON,32666207,3192
Department of Health,CCG,30/06/2020,C&M?GMS Prem Notional Rent,PRC DELEGATED CO?COMMISSIONING,INGELTON AVENUE,32820089,3214.67
Department of Health,CCG,30/06/2020,C&M?PMS Prem Cost Rent,PRC DELEGATED CO?COMMISSIONING,CORNER SURGERY,32690025,3217.92
Department of Health,CCG,30/06/2020,C&M?PMS DES Learn Dsblty Hlth Chk,PRC DELEGATED CO?COMMISSIONING,NORTHWOOD GROUP PRACTICE,32690151,3220
Department of Health,CCG,30/06/2020,C&M?PMS DES Learn Dsblty Hlth Chk,PRC DELEGATED CO?COMMISSIONING,VALENTINE HEALTH PARTNERSHIP,32690209,3220
Department of Health,CCG,30/06/2020,C&M?PMS Prem Rates,PRC DELEGATED CO?COMMISSIONING,DR MOSTAFA M A,32690181,3222.09
Department of Health,CCG,30/06/2020,Cont Care?Learning Disab(<65),CHC ADULT FULLY FUNDED,BRITISH HOME & HOSPITAL,32778078,3224.62
Department of Health,CCG,30/06/2020,C&M?PMS Funding Differential Review,PRC DELEGATED CO?COMMISSIONING,MORNINGTON SURGERY,32666211,3226.07
Department of Health,CCG,30/06/2020,C&M?PMS Prem Cost Rent,PRC DELEGATED CO?COMMISSIONING,VESTA ROAD SURGERY,32666223,3230
Department of Health,CCG,30/06/2020,C&M?GMS Prem Notional Rent,PRC DELEGATED CO?COMMISSIONING,DERRY DOWNS SURGERY,32768062,3241.67
Department of Health,CCG,30/06/2020,C&M?PCN DES Support Payment,PRC DELEGATED CO?COMMISSIONING,WOOLSTONE MEDICAL CENTRE,32690140,3242.85
Department of Health,CCG,30/06/2020,C&M?PMS Additional Staff Payments,PRC DELEGATED CO?COMMISSIONING,VILLA STREET MEDICAL CENTRE,32690125,3264.85
