Department Family,Entity,Expense Type,Expense Area,Supplier,Amount
Department of Health,NHS South East London CCG31/01/2021,C&M-PMS Contract Value,PRC DELEGATED CO-COMMISSIONING,35231168,"622,353.25"
Department of Health,NHS South East London CCG31/01/2021,C&M-PMS Funding Differential Review,PRC DELEGATED CO-COMMISSIONING,35231168,"117,926.39"
Department of Health,NHS South East London CCG31/01/2021,C&M-PMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,35231168,"24,355.71"
Department of Health,NHS South East London CCG31/01/2021,C&M-PMS Prem Actual Rent,PRC DELEGATED CO-COMMISSIONING,35231168,"27,924.16"
Department of Health,NHS South East London CCG31/01/2021,C&M-PMS Prem Healthcentre Rent,PRC DELEGATED CO-COMMISSIONING,35231168,"10,500.00"
Department of Health,NHS South East London CCG31/01/2021,C&M-PMS Prem Notional Rent,PRC DELEGATED CO-COMMISSIONING,35231168,"13,667.33"
Department of Health,NHS South East London CCG31/01/2021,C&M-PMS Prem Rates,PRC DELEGATED CO-COMMISSIONING,35231168,"17,298.72"
Department of Health,NHS South East London CCG31/01/2021,C&M-PMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,35231168,"44,442.64"
Department of Health,NHS South East London CCG31/01/2021,C&M-APMS Contract Value,PRC DELEGATED CO-COMMISSIONING,35231170,"3,313.84"
Department of Health,NHS South East London CCG31/01/2021,C&M-APMS Other Addtl Staff Paymts,PRC DELEGATED CO-COMMISSIONING,35231170,"3,605.26"
Department of Health,NHS South East London CCG31/01/2021,C&M-APMS Other FDR Payment,PRC DELEGATED CO-COMMISSIONING,35231170,"16,510.15"
Department of Health,NHS South East London CCG31/01/2021,C&M-APMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,35231170,"2,311.73"
Department of Health,NHS South East London CCG31/01/2021,C&M-PMS Contract Value,PRC DELEGATED CO-COMMISSIONING,35231170,"86,368.51"
Department of Health,NHS South East London CCG31/01/2021,C&M-PMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,35231170,"1,169.12"
Department of Health,NHS South East London CCG31/01/2021,C&M-PMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,35231170,"5,046.71"
Department of Health,NHS South East London CCG31/01/2021,C&M-PMS Additional Staff Payments,PRC DELEGATED CO-COMMISSIONING,35231172,"3,093.69"
Department of Health,NHS South East London CCG31/01/2021,C&M-PMS Contract Value,PRC DELEGATED CO-COMMISSIONING,35231172,"76,141.15"
Department of Health,NHS South East London CCG31/01/2021,C&M-PMS Funding Differential Review,PRC DELEGATED CO-COMMISSIONING,35231172,"14,620.76"
Department of Health,NHS South East London CCG31/01/2021,C&M-PMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,35231172,"4,585.42"
Department of Health,NHS South East London CCG31/01/2021,C&M-PMS Prem Healthcentre Rent,PRC DELEGATED CO-COMMISSIONING,35231172,"51,500.41"
Department of Health,NHS South East London CCG31/01/2021,C&M-PMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,35231172,"5,570.92"
Department of Health,NHS South East London CCG31/01/2021,C&M-APMS Contract Value,PRC DELEGATED CO-COMMISSIONING,35231174,"4,557.48"
Department of Health,NHS South East London CCG31/01/2021,C&M-APMS Other Addtl Staff Paymts,PRC DELEGATED CO-COMMISSIONING,35231174,"3,555.23"
Department of Health,NHS South East London CCG31/01/2021,C&M-APMS Other FDR Payment,PRC DELEGATED CO-COMMISSIONING,35231174,"16,428.89"
Department of Health,NHS South East London CCG31/01/2021,C&M-APMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,35231174,"2,214.35"
Department of Health,NHS South East London CCG31/01/2021,C&M-APMS Prem Clinical Waste,PRC DELEGATED CO-COMMISSIONING,35231174,89.6
Department of Health,NHS South East London CCG31/01/2021,C&M-APMS Prem Healthcentre Rates,PRC DELEGATED CO-COMMISSIONING,35231174,"1,198.31"
Department of Health,NHS South East London CCG31/01/2021,C&M-APMS Prem Healthcentre Rent,PRC DELEGATED CO-COMMISSIONING,35231174,"8,114.10"
Department of Health,NHS South East London CCG31/01/2021,C&M-APMS Prem Water Rates,PRC DELEGATED CO-COMMISSIONING,35231174,189.2
Department of Health,NHS South East London CCG31/01/2021,C&M-PMS Contract Value,PRC DELEGATED CO-COMMISSIONING,35231174,"83,802.77"
Department of Health,NHS South East London CCG31/01/2021,C&M-PMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,35231174,"1,607.88"
Department of Health,NHS South East London CCG31/01/2021,C&M-PMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,35231174,"6,030.30"
Department of Health,NHS South East London CCG31/01/2021,ME - PMS GP Prior Year ERs,PRC DELEGATED CO-COMMISSIONING,35231174,"5,359.86"
Department of Health,NHS South East London CCG31/01/2021,ME-PMS GP Prior Year EEs,PRC DELEGATED CO-COMMISSIONING,35231174,"5,404.60"
Department of Health,NHS South East London CCG31/01/2021,C&M-PMS Additional Staff Payments,PRC DELEGATED CO-COMMISSIONING,35231176,"6,790.11"
Department of Health,NHS South East London CCG31/01/2021,C&M-PMS Contract Value,PRC DELEGATED CO-COMMISSIONING,35231176,"167,646.35"
Department of Health,NHS South East London CCG31/01/2021,C&M-PMS Funding Differential Review,PRC DELEGATED CO-COMMISSIONING,35231176,"17,446.81"
Department of Health,NHS South East London CCG31/01/2021,C&M-PMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,35231176,"7,497.49"
Department of Health,NHS South East London CCG31/01/2021,C&M-PMS Prem Actual Rent,PRC DELEGATED CO-COMMISSIONING,35231176,"10,958.33"
Department of Health,NHS South East London CCG31/01/2021,C&M-PMS Prem Notional Rent,PRC DELEGATED CO-COMMISSIONING,35231176,"16,166.67"
Department of Health,NHS South East London CCG31/01/2021,C&M-PMS Prem Rates,PRC DELEGATED CO-COMMISSIONING,35231176,"5,449.88"
Department of Health,NHS South East London CCG31/01/2021,C&M-PMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,35231176,"11,076.62"
Department of Health,NHS South East London CCG31/01/2021,C&M-PMS Funding Differential Review,PRC DELEGATED CO-COMMISSIONING,35231177,-265.7
Department of Health,NHS South East London CCG31/01/2021,C&M-PMS GP Statutory Levy,PRC DELEGATED CO-COMMISSIONING,35231177,-905.14
Department of Health,NHS South East London CCG31/01/2021,C&M-PMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,35231177,"-3,947.33"
Department of Health,NHS South East London CCG31/01/2021,C&M-PMS Voluntary Levy,PRC DELEGATED CO-COMMISSIONING,35231177,-39.98
Department of Health,NHS South East London CCG31/01/2021,ME - PMS GP Prior Year ERs,PRC DELEGATED CO-COMMISSIONING,35231177,"-3,019.80"
Department of Health,NHS South East London CCG31/01/2021,ME - PMS TPS Added Years Adj EEs,PRC DELEGATED CO-COMMISSIONING,35231177,-826.85
Department of Health,NHS South East London CCG31/01/2021,ME-PMS GP Pension EEs-PMS,PRC DELEGATED CO-COMMISSIONING,35231177,"-13,807.77"
Department of Health,NHS South East London CCG31/01/2021,ME-PMS GP Pension ERs Adjs - PMS,PRC DELEGATED CO-COMMISSIONING,35231177,"-14,491.57"
Department of Health,NHS South East London CCG31/01/2021,ME-PMS GP Prior Year EEs,PRC DELEGATED CO-COMMISSIONING,35231177,"-1,692.95"
Department of Health,NHS South East London CCG31/01/2021,C&M-PMS Additional Staff Payments,PRC DELEGATED CO-COMMISSIONING,35231178,"5,432.52"
Department of Health,NHS South East London CCG31/01/2021,C&M-PMS Contract Value,PRC DELEGATED CO-COMMISSIONING,35231178,"134,655.13"
Department of Health,NHS South East London CCG31/01/2021,C&M-PMS Funding Differential Review,PRC DELEGATED CO-COMMISSIONING,35231178,"19,663.56"
Department of Health,NHS South East London CCG31/01/2021,C&M-PMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,35231178,"6,450.82"
Department of Health,NHS South East London CCG31/01/2021,C&M-PMS PCO Locum Sickness,PRC DELEGATED CO-COMMISSIONING,35231178,"17,151.39"
Department of Health,NHS South East London CCG31/01/2021,C&M-PMS Prem Actual Rent,PRC DELEGATED CO-COMMISSIONING,35231178,"8,266.67"
Department of Health,NHS South East London CCG31/01/2021,C&M-PMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,35231178,"12,256.20"
Department of Health,NHS South East London CCG31/01/2021,C&M-PMS DES Extended Hours Access,PRC DELEGATED CO-COMMISSIONING,35231179,"-4,706.10"
Department of Health,NHS South East London CCG31/01/2021,C&M-PMS Funding Differential Review,PRC DELEGATED CO-COMMISSIONING,35231179,-125
Department of Health,NHS South East London CCG31/01/2021,C&M-PMS GP Statutory Levy,PRC DELEGATED CO-COMMISSIONING,35231179,-805.68
Department of Health,NHS South East London CCG31/01/2021,C&M-PMS PCN DES Clinical Director,PRC DELEGATED CO-COMMISSIONING,35231179,"-2,343.31"
Department of Health,NHS South East London CCG31/01/2021,C&M-PMS PCN DES PCN support,LOCAL ENHANCED SERVICES,35231179,"-4,868.38"
Department of Health,NHS South East London CCG31/01/2021,C&M-PMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,35231179,"-3,887.52"
Department of Health,NHS South East London CCG31/01/2021,C&M-PMS Voluntary Levy,PRC DELEGATED CO-COMMISSIONING,35231179,-37.06
Department of Health,NHS South East London CCG31/01/2021,ME - PMS TPS Added Years Adj EEs,PRC DELEGATED CO-COMMISSIONING,35231179,-168.08
Department of Health,NHS South East London CCG31/01/2021,ME-PMS GP Pension EEs-PMS,PRC DELEGATED CO-COMMISSIONING,35231179,"-7,247.26"
Department of Health,NHS South East London CCG31/01/2021,ME-PMS GP Pension ERs Adjs - PMS,PRC DELEGATED CO-COMMISSIONING,35231179,"-8,128.22"
Department of Health,NHS South East London CCG31/01/2021,C&M- PCN DES CARE HOME PREMIUM,PRC DELEGATED CO-COMMISSIONING,35231180,915
Department of Health,NHS South East London CCG31/01/2021,C&M-PMS Additional Staff Payments,PRC DELEGATED CO-COMMISSIONING,35231180,"4,602.23"
Department of Health,NHS South East London CCG31/01/2021,C&M-PMS Contract Value,PRC DELEGATED CO-COMMISSIONING,35231180,"112,977.86"
Department of Health,NHS South East London CCG31/01/2021,C&M-PMS DES Extended Hours Access,PRC DELEGATED CO-COMMISSIONING,35231180,"9,418.69"
Department of Health,NHS South East London CCG31/01/2021,C&M-PMS Funding Differential Review,PRC DELEGATED CO-COMMISSIONING,35231180,"11,832.43"
Department of Health,NHS South East London CCG31/01/2021,C&M-PMS PCN DES Clin Pharmacist,PRC DELEGATED CO-COMMISSIONING,35231180,"1,855.66"
Department of Health,NHS South East London CCG31/01/2021,C&M-PMS PCN DES Clinical Director,PRC DELEGATED CO-COMMISSIONING,35231180,"4,680.13"
Department of Health,NHS South East London CCG31/01/2021,C&M-PMS PCN DES PCN support,LOCAL ENHANCED SERVICES,35231180,"9,736.76"
Department of Health,NHS South East London CCG31/01/2021,C&M-PMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,35231180,"6,004.40"
Department of Health,NHS South East London CCG31/01/2021,C&M-PMS PCN DES Soc Prescribing,PRC DELEGATED CO-COMMISSIONING,35231180,"19,103.84"
Department of Health,NHS South East London CCG31/01/2021,C&M-PMS Prem Clinical Waste,PRC DELEGATED CO-COMMISSIONING,35231180,99.29
Department of Health,NHS South East London CCG31/01/2021,C&M-PMS Prem Healthcentre Rates,PRC DELEGATED CO-COMMISSIONING,35231180,"1,763.66"
Department of Health,NHS South East London CCG31/01/2021,C&M-PMS Prem Healthcentre Rent,PRC DELEGATED CO-COMMISSIONING,35231180,"6,842.24"
Department of Health,NHS South East London CCG31/01/2021,C&M-PMS Prem Water Rates,PRC DELEGATED CO-COMMISSIONING,35231180,93
Department of Health,NHS South East London CCG31/01/2021,C&M-PMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,35231180,"9,156.33"
Department of Health,NHS South East London CCG31/01/2021,ME - PMS GP Prior Year ERs,PRC DELEGATED CO-COMMISSIONING,35231180,526.58
Department of Health,NHS South East London CCG31/01/2021,ME-PMS GP Prior Year EEs,PRC DELEGATED CO-COMMISSIONING,35231180,"1,748.13"
Department of Health,NHS South East London CCG31/01/2021,C&M-PMS Funding Differential Review,PRC DELEGATED CO-COMMISSIONING,35231181,-289.52
Department of Health,NHS South East London CCG31/01/2021,C&M-PMS GP Statutory Levy,PRC DELEGATED CO-COMMISSIONING,35231181,-870.13
Department of Health,NHS South East London CCG31/01/2021,C&M-PMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,35231181,"-3,689.94"
Department of Health,NHS South East London CCG31/01/2021,C&M-PMS Voluntary Levy,PRC DELEGATED CO-COMMISSIONING,35231181,-40.02
Department of Health,NHS South East London CCG31/01/2021,ME - PMS GP Prior Year ERs,PRC DELEGATED CO-COMMISSIONING,35231181,"-1,095.71"
Department of Health,NHS South East London CCG31/01/2021,ME-PMS GP Pension EEs-PMS,PRC DELEGATED CO-COMMISSIONING,35231181,"-9,542.22"
Department of Health,NHS South East London CCG31/01/2021,ME-PMS GP Pension ERs Adjs - PMS,PRC DELEGATED CO-COMMISSIONING,35231181,"-11,031.86"
Department of Health,NHS South East London CCG31/01/2021,ME-PMS GP Prior Year EEs,PRC DELEGATED CO-COMMISSIONING,35231181,-650.44
Department of Health,NHS South East London CCG31/01/2021,C&M-PMS Additional Staff Payments,PRC DELEGATED CO-COMMISSIONING,35231182,"5,209.81"
Department of Health,NHS South East London CCG31/01/2021,C&M-PMS Contract Value,PRC DELEGATED CO-COMMISSIONING,35231182,"128,565.14"
Department of Health,NHS South East London CCG31/01/2021,C&M-PMS Funding Differential Review,PRC DELEGATED CO-COMMISSIONING,35231182,"13,542.55"
Department of Health,NHS South East London CCG31/01/2021,C&M-PMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,35231182,"6,112.77"
Department of Health,NHS South East London CCG31/01/2021,C&M-PMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,35231182,"10,954.29"
Department of Health,NHS South East London CCG31/01/2021,ME - PMS GP Prior Year ERs,PRC DELEGATED CO-COMMISSIONING,35231182,"7,428.01"
Department of Health,NHS South East London CCG31/01/2021,ME-PMS GP Pension EEs Adjs - PMS,PRC DELEGATED CO-COMMISSIONING,35231182,"6,025.04"
Department of Health,NHS South East London CCG31/01/2021,ME-PMS GP Pension ERs Adjs - PMS,PRC DELEGATED CO-COMMISSIONING,35231182,"6,931.20"
Department of Health,NHS South East London CCG31/01/2021,ME-PMS GP Prior Year EEs,PRC DELEGATED CO-COMMISSIONING,35231182,"6,456.91"
Department of Health,NHS South East London CCG31/01/2021,C&M-PMS Additional Staff Payments,PRC DELEGATED CO-COMMISSIONING,35231184,"2,305.39"
Department of Health,NHS South East London CCG31/01/2021,C&M-PMS Contract Value,PRC DELEGATED CO-COMMISSIONING,35231184,"57,006.42"
Department of Health,NHS South East London CCG31/01/2021,C&M-PMS Funding Differential Review,PRC DELEGATED CO-COMMISSIONING,35231184,"5,939.91"
Department of Health,NHS South East London CCG31/01/2021,C&M-PMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,35231184,"3,222.00"
Department of Health,NHS South East London CCG31/01/2021,C&M-PMS Prem Notional Rent,PRC DELEGATED CO-COMMISSIONING,35231184,"6,750.00"
Department of Health,NHS South East London CCG31/01/2021,C&M-PMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,35231184,"5,004.55"
Department of Health,NHS South East London CCG31/01/2021,C&M-APMS Other FDR Payment,PRC DELEGATED CO-COMMISSIONING,35231186,"7,180.72"
Department of Health,NHS South East London CCG31/01/2021,C&M-APMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,35231186,913.67
Department of Health,NHS South East London CCG31/01/2021,C&M-APMS Prem Actual Rent,PRC DELEGATED CO-COMMISSIONING,35231186,"18,531.67"
Department of Health,NHS South East London CCG31/01/2021,C&M-PMS Additional Staff Payments,PRC DELEGATED CO-COMMISSIONING,35231186,"1,932.33"
Department of Health,NHS South East London CCG31/01/2021,C&M-PMS Contract Value,PRC DELEGATED CO-COMMISSIONING,35231186,"50,799.70"
Department of Health,NHS South East London CCG31/01/2021,C&M-PMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,35231186,"1,709.54"
Department of Health,NHS South East London CCG31/01/2021,C&M-PMS PCO Other,PRC DELEGATED CO-COMMISSIONING,35231186,"4,526.00"
Department of Health,NHS South East London CCG31/01/2021,C&M-PMS Prem Rates,PRC DELEGATED CO-COMMISSIONING,35231186,"3,524.50"
Department of Health,NHS South East London CCG31/01/2021,C&M-PMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,35231186,"3,155.86"
Department of Health,NHS South East London CCG31/01/2021,C&M-APMS DES Extended Hours Access,PRC DELEGATED CO-COMMISSIONING,35231187,"-23,525.16"
Department of Health,NHS South East London CCG31/01/2021,C&M-APMS Other FDR Payment,PRC DELEGATED CO-COMMISSIONING,35231187,-304.72
Department of Health,NHS South East London CCG31/01/2021,C&M-APMS PCN DES Clinical Director,PRC DELEGATED CO-COMMISSIONING,35231187,"-11,713.91"
Department of Health,NHS South East London CCG31/01/2021,C&M-APMS PCN DES PCN support,LOCAL ENHANCED SERVICES,35231187,"-24,336.38"
Department of Health,NHS South East London CCG31/01/2021,C&M-APMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,35231187,-985.95
Department of Health,NHS South East London CCG31/01/2021,C&M-APMS Voluntary Levy,PRC DELEGATED CO-COMMISSIONING,35231187,-0.98
Department of Health,NHS South East London CCG31/01/2021,C&M-PMS GP Statutory Levy,PRC DELEGATED CO-COMMISSIONING,35231187,-20.98
Department of Health,NHS South East London CCG31/01/2021,ME-PMS GP Pension EEs-PMS,PRC DELEGATED CO-COMMISSIONING,35231187,-84
Department of Health,NHS South East London CCG31/01/2021,ME-PMS GP Pension ERs Adjs - PMS,PRC DELEGATED CO-COMMISSIONING,35231187,-215.7
Department of Health,NHS South East London CCG31/01/2021,C&M- PCN DES CARE HOME PREMIUM,PRC DELEGATED CO-COMMISSIONING,35231188,"3,457.50"
Department of Health,NHS South East London CCG31/01/2021,C&M-APMS Contract Value,PRC DELEGATED CO-COMMISSIONING,35231188,493.61
Department of Health,NHS South East London CCG31/01/2021,C&M-APMS DES Extended Hours Access,PRC DELEGATED CO-COMMISSIONING,35231188,"23,525.16"
Department of Health,NHS South East London CCG31/01/2021,C&M-APMS Other Addtl Staff Paymts,PRC DELEGATED CO-COMMISSIONING,35231188,363.72
Department of Health,NHS South East London CCG31/01/2021,C&M-APMS Other FDR Payment,PRC DELEGATED CO-COMMISSIONING,35231188,"1,970.37"
Department of Health,NHS South East London CCG31/01/2021,C&M-APMS PCN DES Clin Pharmacist,PRC DELEGATED CO-COMMISSIONING,35231188,"111,996.24"
Department of Health,NHS South East London CCG31/01/2021,C&M-APMS PCN DES Clinical Director,PRC DELEGATED CO-COMMISSIONING,35231188,"11,713.91"
