Department family,Entity,Date of payment,Expense type,Expense area,Supplier,Transaction number,Amount in Sterling
Department of Health,Guys and St Thomas NHS Foundation Trust,07/05/2020,(81200) Medical Surgical Supplies & Equipment,(id:590481) Integrated Local Services,NHS SUPPLY CHAIN (MAIDSTONE),id:13011895   ,4023.24
Department of Health,Guys and St Thomas NHS Foundation Trust,07/05/2020,(81200) Medical Surgical Supplies & Equipment,(id:590481) Integrated Local Services,NHS SUPPLY CHAIN (MAIDSTONE),id:13011416   ,6403.27
Department of Health,Guys and St Thomas NHS Foundation Trust,07/05/2020,(81200) Medical Surgical Supplies & Equipment,(id:590481) Integrated Local Services,NHS SUPPLY CHAIN (MAIDSTONE),id:13011854   ,7452.69
Department of Health,Guys and St Thomas NHS Foundation Trust,07/05/2020,(81200) Medical Surgical Supplies & Equipment,(id:590481) Integrated Local Services,NHS SUPPLY CHAIN (MAIDSTONE),id:13011654   ,860.55
Department of Health,Guys and St Thomas NHS Foundation Trust,07/05/2020,(81200) Medical Surgical Supplies & Equipment,(id:590481) Integrated Local Services,NHS SUPPLY CHAIN (MAIDSTONE),id:13011934   ,863.88
Department of Health,Guys and St Thomas NHS Foundation Trust,07/05/2020,(81200) Medical Surgical Supplies & Equipment,(id:590481) Integrated Local Services,NHS SUPPLY CHAIN (MAIDSTONE),id:12920562   ,6311.05
Department of Health,Guys and St Thomas NHS Foundation Trust,18/05/2020,(82800) Bedding & Linen,(id:590463) Integrated Local Services,NHS SUPPLY CHAIN (MAIDSTONE),id:13003941,33.7
Department of Health,Guys and St Thomas NHS Foundation Trust,18/05/2020,(82800) Bedding & Linen,(id:590527) Integrated Local Services,NHS SUPPLY CHAIN (MAIDSTONE),id:13003941,83.87
Department of Health,Guys and St Thomas NHS Foundation Trust,18/05/2020,(82800) Bedding & Linen,(id:590527) Integrated Local Services,NHS SUPPLY CHAIN (MAIDSTONE),id:12976194,172.89
Department of Health,Guys and St Thomas NHS Foundation Trust,01/05/2020,(83400) Office Equipment,(id:590527) Integrated Local Services,NHS SUPPLY CHAIN (MAIDSTONE),id:12984936    ,95.33
Department of Health,Guys and St Thomas NHS Foundation Trust,18/05/2020,(81100) Dressings,(id:590527) Integrated Local Services,NHS SUPPLY CHAIN (MAIDSTONE),id:12976194 ,109.15
Department of Health,Guys and St Thomas NHS Foundation Trust,18/05/2020,(83400) Office Equipment,(id:590526) Integrated Local Services,NHS SUPPLY CHAIN (MAIDSTONE),id:13003941    ,97.53
Department of Health,Guys and St Thomas NHS Foundation Trust,01/05/2020,(83400) Office Equipment,(id:590526) Integrated Local Services,NHS SUPPLY CHAIN (MAIDSTONE),id:12957217    ,47.46
Department of Health,Guys and St Thomas NHS Foundation Trust,01/05/2020,(81100) Dressings,(id:590526) Integrated Local Services,NHS SUPPLY CHAIN (MAIDSTONE),id:12945257 ,62.14
Department of Health,Guys and St Thomas NHS Foundation Trust,18/05/2020,(81100) Dressings,(id:590526) Integrated Local Services,NHS SUPPLY CHAIN (MAIDSTONE),id:13003941 ,319.43
Department of Health,Guys and St Thomas NHS Foundation Trust,01/05/2020,(81255) Medical Surgical Supplies & Equipment,(id:903421) Integrated Local Services,NHS SUPPLY CHAIN (MAIDSTONE),id:12945257   ,18
Department of Health,Guys and St Thomas NHS Foundation Trust,01/05/2020,(81225) Medical Surgical Supplies & Equipment,(id:903421) Integrated Local Services,NHS SUPPLY CHAIN (MAIDSTONE),id:12984936   ,65.76
Department of Health,Guys and St Thomas NHS Foundation Trust,18/05/2020,(82700) Uniforms & Clothing,(id:903421) Integrated Local Services,NHS SUPPLY CHAIN (MAIDSTONE),id:13003941 ,31.68
Department of Health,Guys and St Thomas NHS Foundation Trust,27/05/2020,(51872) Physiotherapists,(id:903421) Integrated Local Services,PRICEWATERHOUSECOOPERS LLP,id:13050033 ,2315.56
Department of Health,Guys and St Thomas NHS Foundation Trust,25/05/2020,(51872) Physiotherapists,(id:903421) Integrated Local Services,PRICEWATERHOUSECOOPERS LLP,id:13047794 ,1983.59
Department of Health,Guys and St Thomas NHS Foundation Trust,18/05/2020,(83400) Office Equipment,(id:4263422) Integrated Local Services,NHS SUPPLY CHAIN (MAIDSTONE),id:13003941   ,9.7
Department of Health,Guys and St Thomas NHS Foundation Trust,01/05/2020,(83400) Office Equipment,(id:42518) Evelina Womens Services,NHS SUPPLY CHAIN (MAIDSTONE),id:12945257  ,3.6
Department of Health,Guys and St Thomas NHS Foundation Trust,01/05/2020,(83400) Office Equipment,(id:42518) Evelina Womens Services,NHS SUPPLY CHAIN (MAIDSTONE),id:12984936  ,6.48
Department of Health,Guys and St Thomas NHS Foundation Trust,18/05/2020,(81200) Medical Surgical Supplies & Equipment,(id:42518) Evelina Womens Services,NHS SUPPLY CHAIN (MAIDSTONE),id:13003941 ,148.78
Department of Health,Guys and St Thomas NHS Foundation Trust,22/05/2020,(83410) Office Equipment,(id:42517) Evelina Womens Services,RICOH UK LTD,id:13037332   ,926.07
Department of Health,Guys and St Thomas NHS Foundation Trust,01/05/2020,(81200) Medical Surgical Supplies & Equipment,(id:42517) Evelina Womens Services,VITROLIFE LTD,id:13005960 ,555.6
Department of Health,Guys and St Thomas NHS Foundation Trust,01/05/2020,(81700) Lab Equipment Purchase,(id:42517) Evelina Womens Services,VITROLIFE LTD,id:13005962 ,618
Department of Health,Guys and St Thomas NHS Foundation Trust,28/05/2020,(89000) Other - Training courses and conferences,(id:42514) Evelina Womens Services,KINGS COLLEGE LONDON:03529700,id:13049654  ,499
Department of Health,Guys and St Thomas NHS Foundation Trust,22/05/2020,(83410) Office Equipment,(id:42514) Evelina Womens Services,RICOH UK LTD,id:13037359   ,704.12
Department of Health,Guys and St Thomas NHS Foundation Trust,18/05/2020,(82800) Bedding & Linen,(id:42514) Evelina Womens Services,NHS SUPPLY CHAIN (MAIDSTONE),id:13003941   ,40.18
Department of Health,Guys and St Thomas NHS Foundation Trust,28/05/2020,(81200) Medical Surgical Supplies & Equipment,(id:42513) Evelina Womens Services,JOHNSON & JOHNSON MEDICAL LTD,id:13039741,521.03
Department of Health,Guys and St Thomas NHS Foundation Trust,07/05/2020,(81200) Medical Surgical Supplies & Equipment,(id:42513) Evelina Womens Services,NHS SUPPLY CHAIN (MAIDSTONE),id:12997837 ,297.33
Department of Health,Guys and St Thomas NHS Foundation Trust,01/05/2020,(83400) Office Equipment,(id:42513) Evelina Womens Services,NHS SUPPLY CHAIN (MAIDSTONE),id:12957217  ,45.75
Department of Health,Guys and St Thomas NHS Foundation Trust,07/05/2020,(81100) Dressings,(id:42513) Evelina Womens Services,NHS SUPPLY CHAIN (MAIDSTONE),id:12997837    ,14.79
Department of Health,Guys and St Thomas NHS Foundation Trust,07/05/2020,(82800) Bedding & Linen,(id:42513) Evelina Womens Services,NHS SUPPLY CHAIN (MAIDSTONE),id:12997837   ,27.75
Department of Health,Guys and St Thomas NHS Foundation Trust,01/05/2020,(81225) Medical Surgical Supplies & Equipment,(id:42513) Evelina Womens Services,NHS SUPPLY CHAIN (MAIDSTONE),id:12984936 ,9.29
Department of Health,Guys and St Thomas NHS Foundation Trust,01/05/2020,(82600) Uniforms & Clothing,(id:42513) Evelina Womens Services,NHS SUPPLY CHAIN (MAIDSTONE),id:12945257    ,152.03
Department of Health,Guys and St Thomas NHS Foundation Trust,18/05/2020,(82000) Provisions & Kitchens,(id:42513) Evelina Womens Services,NHS SUPPLY CHAIN (MAIDSTONE),id:13003941  ,80.02
Department of Health,Guys and St Thomas NHS Foundation Trust,18/05/2020,(82600) Uniforms & Clothing,(id:42510) Evelina Womens Services,NHS SUPPLY CHAIN (MAIDSTONE),id:12976194    ,14.95
Department of Health,Guys and St Thomas NHS Foundation Trust,01/05/2020,(82600) Uniforms & Clothing,(id:42510) Evelina Womens Services,NHS SUPPLY CHAIN (MAIDSTONE),id:12945257    ,122.4
Department of Health,Guys and St Thomas NHS Foundation Trust,07/05/2020,(81200) Medical Surgical Supplies & Equipment,(id:42510) Evelina Womens Services,NHS SUPPLY CHAIN (MAIDSTONE),id:12997837 ,36.62
Department of Health,Guys and St Thomas NHS Foundation Trust,18/05/2020,(81275) Medical Surgical Supplies & Equipment,(id:42510) Evelina Womens Services,NHS SUPPLY CHAIN (MAIDSTONE),id:13003941 ,5.93
Department of Health,Guys and St Thomas NHS Foundation Trust,22/05/2020,(84500) Establishment,(id:42509) Evelina Womens Services,CDP  PRINT MANAGEMENT,id:13040917  ,6.7
Department of Health,Guys and St Thomas NHS Foundation Trust,07/05/2020,(81200) Medical Surgical Supplies & Equipment,(id:42509) Evelina Womens Services,FEMCARE LIMITED,id:13007444    ,1277.7
Department of Health,Guys and St Thomas NHS Foundation Trust,18/05/2020,(81100) Dressings,(id:42508) Evelina Womens Services,NHS SUPPLY CHAIN (MAIDSTONE),id:13003941    ,7.35
Department of Health,Guys and St Thomas NHS Foundation Trust,01/05/2020,(83400) Office Equipment,(id:42508) Evelina Womens Services,NHS SUPPLY CHAIN (MAIDSTONE),id:12984936  ,12.64
Department of Health,Guys and St Thomas NHS Foundation Trust,01/05/2020,(81200) Medical Surgical Supplies & Equipment,(id:42506) Evelina Womens Services,NHS SUPPLY CHAIN (MAIDSTONE),id:12945257 ,11709.34
Department of Health,Guys and St Thomas NHS Foundation Trust,07/05/2020,(81100) Dressings,(id:42486) Evelina Womens Services,NHS SUPPLY CHAIN (MAIDSTONE),id:12997837    ,17.93
Department of Health,Guys and St Thomas NHS Foundation Trust,18/05/2020,(82800) Bedding & Linen,(id:42486) Evelina Womens Services,NHS SUPPLY CHAIN (MAIDSTONE),id:12976194   ,200.76
Department of Health,Guys and St Thomas NHS Foundation Trust,18/05/2020,(81200) Medical Surgical Supplies & Equipment,(id:42488) Evelina Womens Services,NHS SUPPLY CHAIN (MAIDSTONE),id:12976194 ,245.1
Department of Health,Guys and St Thomas NHS Foundation Trust,01/05/2020,(81200) Medical Surgical Supplies & Equipment,(id:42497) Evelina Womens Services,NHS SUPPLY CHAIN (MAIDSTONE),id:12984936 ,1563
Department of Health,Guys and St Thomas NHS Foundation Trust,15/05/2020,(82000) Provisions & Kitchens,(id:42496) Evelina Womens Services,UNA HEALTH LTD,id:13016672 ,2816.49
Department of Health,Guys and St Thomas NHS Foundation Trust,01/05/2020,(81100) Dressings,(id:42496) Evelina Womens Services,NHS SUPPLY CHAIN (MAIDSTONE),id:12984936    ,10.61
Department of Health,Guys and St Thomas NHS Foundation Trust,01/05/2020,(82800) Bedding & Linen,(id:42493) Evelina Womens Services,NHS SUPPLY CHAIN (MAIDSTONE),id:12945257   ,91.02
Department of Health,Guys and St Thomas NHS Foundation Trust,01/05/2020,(81100) Dressings,(id:42493) Evelina Womens Services,NHS SUPPLY CHAIN (MAIDSTONE),id:12945257    ,77.6
Department of Health,Guys and St Thomas NHS Foundation Trust,01/05/2020,(81200) Medical Surgical Supplies & Equipment,(id:42493) Evelina Womens Services,NHS SUPPLY CHAIN (MAIDSTONE),id:12984936 ,436.67
Department of Health,Guys and St Thomas NHS Foundation Trust,01/05/2020,(81200) Medical Surgical Supplies & Equipment,(id:42493) Evelina Womens Services,NHS SUPPLY CHAIN (MAIDSTONE),id:12957217 ,193.46
Department of Health,Guys and St Thomas NHS Foundation Trust,01/05/2020,(81700) Lab Equipment Purchase,(id:42493) Evelina Womens Services,NHS SUPPLY CHAIN (MAIDSTONE),id:12957217 ,12.47
Department of Health,Guys and St Thomas NHS Foundation Trust,01/05/2020,(82000) Provisions & Kitchens,(id:42492) Evelina Womens Services,NHS SUPPLY CHAIN (MAIDSTONE),id:12984936  ,44.65
Department of Health,Guys and St Thomas NHS Foundation Trust,18/05/2020,(82000) Provisions & Kitchens,(id:42492) Evelina Womens Services,NHS SUPPLY CHAIN (MAIDSTONE),id:13003941  ,55.15
Department of Health,Guys and St Thomas NHS Foundation Trust,28/05/2020,(81200) Medical Surgical Supplies & Equipment,(id:42492) Evelina Womens Services,SQUADRON MEDICAL LTD,id:13037204    ,827.9
Department of Health,Guys and St Thomas NHS Foundation Trust,15/05/2020,(81200) Medical Surgical Supplies & Equipment,(id:42492) Evelina Womens Services,CRYOLIFE EUROPA LTD,id:13032740,630
Department of Health,Guys and St Thomas NHS Foundation Trust,07/05/2020,(81225) Medical Surgical Supplies & Equipment,(id:42492) Evelina Womens Services,NHS SUPPLY CHAIN (MAIDSTONE),id:12997837 ,76.99
Department of Health,Guys and St Thomas NHS Foundation Trust,18/05/2020,(81225) Medical Surgical Supplies & Equipment,(id:42492) Evelina Womens Services,NHS SUPPLY CHAIN (MAIDSTONE),id:12976194 ,162.19
Department of Health,Guys and St Thomas NHS Foundation Trust,01/05/2020,(81700) Lab Equipment Purchase,(id:42492) Evelina Womens Services,NHS SUPPLY CHAIN (MAIDSTONE),id:12984936 ,57.35
Department of Health,Guys and St Thomas NHS Foundation Trust,07/05/2020,(81700) Lab Equipment Purchase,(id:42492) Evelina Womens Services,NHS SUPPLY CHAIN (MAIDSTONE),id:12997837 ,6.25
Department of Health,Guys and St Thomas NHS Foundation Trust,22/05/2020,(50562) Qualified Nursing Staff,(id:42492) Evelina Womens Services,CARE PROVIDERS HEALTHCARE,id:13045565   ,421.2
Department of Health,Guys and St Thomas NHS Foundation Trust,01/05/2020,(50562) Qualified Nursing Staff,(id:42492) Evelina Womens Services,CARE PROVIDERS HEALTHCARE,id:13006240   ,421.2
Department of Health,Guys and St Thomas NHS Foundation Trust,18/05/2020,(81255) Medical Surgical Supplies & Equipment,(id:42492) Evelina Womens Services,NHS SUPPLY CHAIN (MAIDSTONE),id:13003941 ,12
Department of Health,Guys and St Thomas NHS Foundation Trust,07/05/2020,(82600) Uniforms & Clothing,(id:42491) Evelina Womens Services,NHS SUPPLY CHAIN (MAIDSTONE),id:12997837    ,511.34
Department of Health,Guys and St Thomas NHS Foundation Trust,18/05/2020,(82700) Uniforms & Clothing,(id:42491) Evelina Womens Services,NHS SUPPLY CHAIN (MAIDSTONE),id:13003941    ,10.56
Department of Health,Guys and St Thomas NHS Foundation Trust,18/05/2020,(82000) Provisions & Kitchens,(id:42491) Evelina Womens Services,NHS SUPPLY CHAIN (MAIDSTONE),id:12976194  ,335.73
Department of Health,Guys and St Thomas NHS Foundation Trust,01/05/2020,(83400) Office Equipment,(id:42491) Evelina Womens Services,NHS SUPPLY CHAIN (MAIDSTONE),id:12957217  ,53.93
Department of Health,Guys and St Thomas NHS Foundation Trust,18/05/2020,(83400) Office Equipment,(id:42491) Evelina Womens Services,NHS SUPPLY CHAIN (MAIDSTONE),id:13003941  ,67.03
Department of Health,Guys and St Thomas NHS Foundation Trust,07/05/2020,(82800) Bedding & Linen,(id:42491) Evelina Womens Services,NHS SUPPLY CHAIN (MAIDSTONE),id:12997837   ,73.02
Department of Health,Guys and St Thomas NHS Foundation Trust,22/05/2020,(84500) Establishment,(id:42491) Evelina Womens Services,CDP  PRINT MANAGEMENT,id:13040918  ,10.32
Department of Health,Guys and St Thomas NHS Foundation Trust,01/05/2020,(81225) Medical Surgical Supplies & Equipment,(id:42491) Evelina Womens Services,NHS SUPPLY CHAIN (MAIDSTONE),id:12984936 ,4.25
Department of Health,Guys and St Thomas NHS Foundation Trust,18/05/2020,(81700) Lab Equipment Purchase,(id:42491) Evelina Womens Services,NHS SUPPLY CHAIN (MAIDSTONE),id:12976194 ,54.93
Department of Health,Guys and St Thomas NHS Foundation Trust,15/05/2020,(50200) Consultants,(id:42504) Evelina Womens Services,KINGS COLLEGE LONDON:03529700,id:12846886 ,55650.84
Department of Health,Guys and St Thomas NHS Foundation Trust,07/05/2020,(89595) Non-Healthcare from Foundation Trusts,(id:42504) Evelina Womens Services,CHELSEA AND WESTMINSTER HOSPITAL NHS FOUNDATION TRUST,id:12919962 ,1188.58
Department of Health,Guys and St Thomas NHS Foundation Trust,07/05/2020,(89595) Non-Healthcare from Foundation Trusts,(id:42504) Evelina Womens Services,KINGSTON HOSPITAL NHS FOUNDATION TRUST,id:12921547 ,2187.95
Department of Health,Guys and St Thomas NHS Foundation Trust,15/05/2020,(89595) Non-Healthcare from Foundation Trusts,(id:42504) Evelina Womens Services,UNIVERSITY COLLEGE LONDON HOSPITALS NHS FOUNDATION TRUST,id:12578272   ,624.73
Department of Health,Guys and St Thomas NHS Foundation Trust,15/05/2020,(89595) Non-Healthcare from Foundation Trusts,(id:42504) Evelina Womens Services,CHELSEA AND WESTMINSTER HOSPITAL NHS FOUNDATION TRUST,id:12894212 ,648.17
Department of Health,Guys and St Thomas NHS Foundation Trust,15/05/2020,(89595) Non-Healthcare from Foundation Trusts,(id:42504) Evelina Womens Services,EAST SUFFOLK AND NORTH ESSEX NHS FOUNDATION TRUST,id:13023334,4800
Department of Health,Guys and St Thomas NHS Foundation Trust,15/05/2020,(89595) Non-Healthcare from Foundation Trusts,(id:42504) Evelina Womens Services,EAST SUFFOLK AND NORTH ESSEX NHS FOUNDATION TRUST,id:13023336,11200
Department of Health,Guys and St Thomas NHS Foundation Trust,15/05/2020,(89640) Non-Healthcare from NHS Trusts,(id:42504) Evelina Womens Services,MAIDSTONE AND TUNBRIDGE WELLS NHS TRUST,id:12962125  ,2996.6
Department of Health,Guys and St Thomas NHS Foundation Trust,07/05/2020,(89640) Non-Healthcare from NHS Trusts,(id:42504) Evelina Womens Services,BEDFORD HOSPITAL NHS TRUST,id:11983331,995
Department of Health,Guys and St Thomas NHS Foundation Trust,22/05/2020,(89640) Non-Healthcare from NHS Trusts,(id:42504) Evelina Womens Services,CROYDON HEALTH SERVICES NHS TRUST,id:13005194   ,1085.15
Department of Health,Guys and St Thomas NHS Foundation Trust,22/05/2020,(89640) Non-Healthcare from NHS Trusts,(id:42504) Evelina Womens Services,CROYDON HEALTH SERVICES NHS TRUST,id:13005360   ,1899.01
Department of Health,Guys and St Thomas NHS Foundation Trust,22/05/2020,(89640) Non-Healthcare from NHS Trusts,(id:42504) Evelina Womens Services,CROYDON HEALTH SERVICES NHS TRUST,id:13005358   ,2984.16
Department of Health,Guys and St Thomas NHS Foundation Trust,22/05/2020,(89600) Non-Healthcare from other NHS bodies,(id:42504) Evelina Womens Services,HOMERTON UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,id:12894296 ,3732.78
Department of Health,Guys and St Thomas NHS Foundation Trust,18/05/2020,(82800) Bedding & Linen,(id:42348) Evelina Central,NHS SUPPLY CHAIN (MAIDSTONE),id:12976194 ,37.27
Department of Health,Guys and St Thomas NHS Foundation Trust,01/05/2020,(82800) Bedding & Linen,(id:42348) Evelina Central,NHS SUPPLY CHAIN (MAIDSTONE),id:12945257 ,88.87
