Date,Expense,Expense area,Supplier,Transaction,amount
4/30/2020,"Aspiration
C&M-GMS Prem","COMMISSIONING
PRC DELEGATED CO-",OLD COURTHOUSE SURGERY,32069045,-329.86
4/30/2020,"Notional Rent
ME - GMS GP Prior","COMMISSIONING
PRC DELEGATED CO-",OLD COURTHOUSE SURGERY,32069045,"-1,971.29"
4/30/2020,"Year ERs
ME - GMS TPS","COMMISSIONING
PRC DELEGATED CO-",OLD COURTHOUSE SURGERY,32069045,-480
4/30/2020,"Added Years Adj EEs
ME-GMS GP Pension","COMMISSIONING
PRC DELEGATED CO-",OLD COURTHOUSE SURGERY,32069045,"-7,001.99"
4/30/2020,"EEs
ME-GMS GP Pension","COMMISSIONING
PRC DELEGATED CO-",OLD COURTHOUSE SURGERY,32069045,"-17,399.88"
4/30/2020,"EEs Adjustments
ME-GMS GP Pension","COMMISSIONING
PRC DELEGATED CO-",OLD COURTHOUSE SURGERY,32069045,"-24,680.72"
4/30/2020,"ERs Adjustments
ME-GMS GP Prior","COMMISSIONING
PRC DELEGATED CO-",OLD COURTHOUSE SURGERY,32069045,-679.62
4/30/2020,"Year AVCs
ME-GMS GP Prior","COMMISSIONING
PRC DELEGATED CO-",OLD COURTHOUSE SURGERY,32069045,"-1,998.87"
4/30/2020,"Year EEs
C&M-GMS Cost of","COMMISSIONING
LOCAL ENHANCED SERVICES",OLD COURTHOUSE SURGERY,32069046,"1,456.98"
4/30/2020,"Drugs -Prescribing
C&M-GMS Global",PRC DELEGATED CO-,OLD COURTHOUSE SURGERY,32069046,"67,708.25"
4/30/2020,"Sum
C&M-GMS PCN DES","COMMISSIONING
PRC DELEGATED CO-",OLD COURTHOUSE SURGERY,32069046,"1,302.57"
4/30/2020,"Participation
C&M-GMS PCO","COMMISSIONING
PRC DELEGATED CO-",OLD COURTHOUSE SURGERY,32069046,615.36
4/30/2020,"Doctors Ret Scheme
C&M-GMS PCO","COMMISSIONING
PRC DELEGATED CO-",OLD COURTHOUSE SURGERY,32069046,"2,778.32"
4/30/2020,"Locum 
C&M-GMS Prem","COMMISSIONING
PRC DELEGATED CO-",OLD COURTHOUSE SURGERY,32069046,"4,288.19"
4/30/2020,"Notional Rent
C&M-GMS Prof Fees","COMMISSIONING
PRC DELEGATED CO-",OLD COURTHOUSE SURGERY,32069046,157.25
4/30/2020,"Prescribing
C&M-GMS QOF","COMMISSIONING
PRC DELEGATED CO-",OLD COURTHOUSE SURGERY,32069046,"5,895.67"
4/30/2020,"Aspiration
ME-GMS GP Pension","COMMISSIONING
PRC DELEGATED CO-",OLD COURTHOUSE SURGERY,32069046,"2,914.50"
4/30/2020,"EEs Adjustments
ME-GMS GP Pension","COMMISSIONING
PRC DELEGATED CO-",OLD COURTHOUSE SURGERY,32069046,"2,732.64"
4/30/2020,"ERs Adjustments
C&M-GMS Cost of","COMMISSIONING
LOCAL ENHANCED SERVICES",OAK LODGE MEDICAL CENTRE,32069048,"2,333.89"
4/30/2020,"Drugs -Prescribing
C&M-GMS DES",PRC DELEGATED CO-,OAK LODGE MEDICAL CENTRE,32069048,700
4/30/2020,"Learn Dsblty Hlth 
C&M-GMS Global","COMMISSIONING
PRC DELEGATED CO-",OAK LODGE MEDICAL CENTRE,32069048,"126,512.79"
4/30/2020,"Sum
C&M-GMS PCN DES","COMMISSIONING
PRC DELEGATED CO-",OAK LODGE MEDICAL CENTRE,32069048,"2,334.20"
4/30/2020,"Participation
C&M-GMS Prem","COMMISSIONING
PRC DELEGATED CO-",OAK LODGE MEDICAL CENTRE,32069048,"22,713.89"
4/30/2020,"Notional Rent
C&M-GMS Prem","COMMISSIONING
PRC DELEGATED CO-",OAK LODGE MEDICAL CENTRE,32069048,"3,669.35"
4/30/2020,"Water Rates
C&M-GMS Prof Fees","COMMISSIONING
PRC DELEGATED CO-",OAK LODGE MEDICAL CENTRE,32069048,471.74
4/30/2020,"Prescribing
C&M-GMS QOF","COMMISSIONING
PRC DELEGATED CO-",OAK LODGE MEDICAL CENTRE,32069048,"10,673.57"
4/30/2020,"Aspiration
C&M-GMS Cost of","COMMISSIONING
LOCAL ENHANCED SERVICES",OAKLEIGH ROAD HEALTH CENTRE,32069050,921.18
4/30/2020,"Drugs -Prescribing
C&M-GMS DES",PRC DELEGATED CO-,OAKLEIGH ROAD HEALTH CENTRE,32069050,"2,660.00"
4/30/2020,"Learn Dsblty Hlth 
C&M-GMS Global","COMMISSIONING
PRC DELEGATED CO-",OAKLEIGH ROAD HEALTH CENTRE,32069050,"64,248.06"
4/30/2020,"Sum
C&M-GMS PCN DES","COMMISSIONING
PRC DELEGATED CO-",OAKLEIGH ROAD HEALTH CENTRE,32069050,"1,224.75"
4/30/2020,"Participation
C&M-GMS Prof Fees","COMMISSIONING
PRC DELEGATED CO-",OAKLEIGH ROAD HEALTH CENTRE,32069050,161.39
4/30/2020,"Prescribing
C&M-GMS QOF","COMMISSIONING
PRC DELEGATED CO-",OAKLEIGH ROAD HEALTH CENTRE,32069050,"5,802.38"
4/30/2020,"Aspiration
C&M-GMS Cost of","COMMISSIONING
LOCAL ENHANCED SERVICES",PAINTER & PARTNERS,32069052,645.15
4/30/2020,"Drugs -Prescribing
C&M-GMS DES",PRC DELEGATED CO-,PAINTER & PARTNERS,32069052,"1,120.00"
4/30/2020,"Learn Dsblty Hlth 
C&M-GMS Global","COMMISSIONING
PRC DELEGATED CO-",PAINTER & PARTNERS,32069052,"70,391.16"
4/30/2020,"Sum
C&M-GMS PCN DES","COMMISSIONING
PRC DELEGATED CO-",PAINTER & PARTNERS,32069052,"1,359.99"
4/30/2020,"Participation
C&M-GMS Prem","COMMISSIONING
PRC DELEGATED CO-",PAINTER & PARTNERS,32069052,"4,116.67"
4/30/2020,"Notional Rent
C&M-GMS Prof Fees","COMMISSIONING
PRC DELEGATED CO-",PAINTER & PARTNERS,32069052,151.04
4/30/2020,"Prescribing
C&M-GMS QOF","COMMISSIONING
PRC DELEGATED CO-",PAINTER & PARTNERS,32069052,"6,165.03"
4/30/2020,"Aspiration
C&M-GMS Cost of","COMMISSIONING
LOCAL ENHANCED SERVICES",PHOENIX PRACTICE LONDON,32069054,626.09
4/30/2020,"Drugs -Prescribing
C&M-GMS DES",PRC DELEGATED CO-,PHOENIX PRACTICE LONDON,32069054,"7,265.59"
4/30/2020,"Extended Hours 
C&M-GMS Global","COMMISSIONING
PRC DELEGATED CO-",PHOENIX PRACTICE LONDON,32069054,"67,628.17"
4/30/2020,"Sum
C&M-GMS PCN DES","COMMISSIONING
PRC DELEGATED CO-",PHOENIX PRACTICE LONDON,32069054,"3,445.29"
4/30/2020,"Clinical Director
C&M-GMS PCN DES","COMMISSIONING
LOCAL ENHANCED SERVICES",PHOENIX PRACTICE LONDON,32069054,"7,516.13"
4/30/2020,"PCN support
C&M-GMS PCN DES",PRC DELEGATED CO-,PHOENIX PRACTICE LONDON,32069054,"1,294.89"
4/30/2020,"Participation
C&M-GMS PCO","COMMISSIONING
PRC DELEGATED CO-",PHOENIX PRACTICE LONDON,32069054,620
4/30/2020,C&M-GMS Prem,PRC DELEGATED CO-,PHOENIX PRACTICE LONDON,32069054,"4,243.06"
4/30/2020,"Notional Rent
C&M-GMS Prof Fees","COMMISSIONING
PRC DELEGATED CO-",PHOENIX PRACTICE LONDON,32069054,31.04
4/30/2020,"Prescribing
C&M-GMS QOF","COMMISSIONING
PRC DELEGATED CO-",PHOENIX PRACTICE LONDON,32069054,"5,812.19"
4/30/2020,"Aspiration
C&M-GMS Cost of","COMMISSIONING
LOCAL ENHANCED SERVICES",PINTO & PARTNERS,32069056,835.13
4/30/2020,"Drugs -Prescribing
C&M-GMS DES",PRC DELEGATED CO-,PINTO & PARTNERS,32069056,420
4/30/2020,"Learn Dsblty Hlth 
C&M-GMS Global","COMMISSIONING
PRC DELEGATED CO-",PINTO & PARTNERS,32069056,"52,118.15"
4/30/2020,"Sum
C&M-GMS PCN DES","COMMISSIONING
PRC DELEGATED CO-",PINTO & PARTNERS,32069056,965.73
4/30/2020,"Participation
C&M-GMS Prem","COMMISSIONING
PRC DELEGATED CO-",PINTO & PARTNERS,32069056,"5,822.92"
4/30/2020,"Notional Rent
C&M-GMS Prem","COMMISSIONING
PRC DELEGATED CO-",PINTO & PARTNERS,32069056,"1,996.00"
4/30/2020,"Rates
C&M-GMS Prof Fees","COMMISSIONING
PRC DELEGATED CO-",PINTO & PARTNERS,32069056,134.49
4/30/2020,"Prescribing
C&M-GMS QOF","COMMISSIONING
PRC DELEGATED CO-",PINTO & PARTNERS,32069056,"4,821.25"
4/30/2020,"Aspiration
C&M-GMS Cost of","COMMISSIONING
LOCAL ENHANCED SERVICES",S PRASAD,32069059,"1,932.79"
4/30/2020,"Drugs -Prescribing
C&M-GMS DES",PRC DELEGATED CO-,S PRASAD,32069059,980
4/30/2020,"Learn Dsblty Hlth 
C&M-GMS Global","COMMISSIONING
PRC DELEGATED CO-",S PRASAD,32069059,"37,698.54"
4/30/2020,"Sum
C&M-GMS PCN DES","COMMISSIONING
PRC DELEGATED CO-",S PRASAD,32069059,720.04
4/30/2020,"Participation
C&M-GMS Prem","COMMISSIONING
PRC DELEGATED CO-",S PRASAD,32069059,"3,035.59"
4/30/2020,"Notional Rent
C&M-GMS Prof Fees","COMMISSIONING
PRC DELEGATED CO-",S PRASAD,32069059,372.41
4/30/2020,"Prescribing
C&M-GMS QOF","COMMISSIONING
PRC DELEGATED CO-",S PRASAD,32069059,"3,036.60"
4/30/2020,"Aspiration
C&M-GMS Global","COMMISSIONING
PRC DELEGATED CO-",SQUIRES LANE PRACTICE,32069061,"39,637.87"
4/30/2020,"Sum
C&M-GMS PCN DES","COMMISSIONING
PRC DELEGATED CO-",SQUIRES LANE PRACTICE,32069061,757.55
4/30/2020,"Participation
C&M-GMS Prem","COMMISSIONING
PRC DELEGATED CO-",SQUIRES LANE PRACTICE,32069061,"3,367.36"
4/30/2020,"Notional Rent
C&M-GMS QOF","COMMISSIONING
PRC DELEGATED CO-",SQUIRES LANE PRACTICE,32069061,"3,830.92"
4/30/2020,"Aspiration
C&M-GMS Cost of","COMMISSIONING
LOCAL ENHANCED SERVICES",SUPREME HOUSE SURGERY,32069064,842.89
4/30/2020,"Drugs -Prescribing
C&M-GMS Global",PRC DELEGATED CO-,SUPREME HOUSE SURGERY,32069064,"30,568.35"
4/30/2020,"Sum
C&M-GMS PCN DES","COMMISSIONING
PRC DELEGATED CO-",SUPREME HOUSE SURGERY,32069064,584.57
4/30/2020,"Participation
C&M-GMS Prem","COMMISSIONING
PRC DELEGATED CO-",SUPREME HOUSE SURGERY,32069064,"5,819.94"
4/30/2020,"Notional Rent
C&M-GMS Prof Fees","COMMISSIONING
PRC DELEGATED CO-",SUPREME HOUSE SURGERY,32069064,196.56
4/30/2020,"Prescribing
C&M-GMS QOF","COMMISSIONING
PRC DELEGATED CO-",SUPREME HOUSE SURGERY,32069064,"2,491.95"
4/30/2020,"Aspiration
C&M-GMS Cost of","COMMISSIONING
LOCAL ENHANCED SERVICES",ST JOHNS VILLA,32069067,"1,237.22"
4/30/2020,"Drugs -Prescribing
C&M-GMS Global",PRC DELEGATED CO-,ST JOHNS VILLA,32069067,"66,625.52"
4/30/2020,"Sum
C&M-GMS PCN DES","COMMISSIONING
PRC DELEGATED CO-",ST JOHNS VILLA,32069067,"1,272.49"
4/30/2020,"Participation
C&M-GMS Prem","COMMISSIONING
PRC DELEGATED CO-",ST JOHNS VILLA,32069067,"4,459.68"
4/30/2020,"Notional Rent
C&M-GMS Prof Fees","COMMISSIONING
PRC DELEGATED CO-",ST JOHNS VILLA,32069067,184.14
4/30/2020,"Prescribing
C&M-GMS QOF","COMMISSIONING
PRC DELEGATED CO-",ST JOHNS VILLA,32069067,"5,862.13"
4/30/2020,"Aspiration
C&M-GMS Cost of","COMMISSIONING
LOCAL ENHANCED SERVICES",WATLING STREET SURGERY,32069073,"1,113.47"
4/30/2020,"Drugs -Prescribing
C&M-GMS DES",PRC DELEGATED CO-,WATLING STREET SURGERY,32069073,"4,355.32"
4/30/2020,"Extended Hours 
C&M-GMS Global","COMMISSIONING
PRC DELEGATED CO-",WATLING STREET SURGERY,32069073,"120,805.41"
4/30/2020,"Sum
C&M-GMS PCN DES","COMMISSIONING
PRC DELEGATED CO-",WATLING STREET SURGERY,32069073,"2,065.26"
4/30/2020,"Clinical Director
C&M-GMS PCN DES","COMMISSIONING
LOCAL ENHANCED SERVICES",WATLING STREET SURGERY,32069073,"4,505.50"
4/30/2020,"PCN support
C&M-GMS PCN DES",PRC DELEGATED CO-,WATLING STREET SURGERY,32069073,"2,327.81"
4/30/2020,"Participation
C&M-GMS Prem","COMMISSIONING
PRC DELEGATED CO-",WATLING STREET SURGERY,32069073,"10,520.08"
4/30/2020,"Notional Rent
C&M-GMS Prem","COMMISSIONING
PRC DELEGATED CO-",WATLING STREET SURGERY,32069073,"2,743.06"
4/30/2020,"Rates
C&M-GMS Prem","COMMISSIONING
PRC DELEGATED CO-",WATLING STREET SURGERY,32069073,22.39
4/30/2020,"Water Rates
C&M-GMS Prof Fees","COMMISSIONING
PRC DELEGATED CO-",WATLING STREET SURGERY,32069073,196.55
4/30/2020,"Prescribing
C&M-GMS QOF","COMMISSIONING
PRC DELEGATED CO-",WATLING STREET SURGERY,32069073,"8,903.79"
4/30/2020,"Aspiration
C&M-GMS Global","COMMISSIONING
PRC DELEGATED CO-",DR AZIM & PARTNERS,32069075,"61,630.76"
4/30/2020,"Sum
C&M-GMS PCN DES","COMMISSIONING
PRC DELEGATED CO-",DR AZIM & PARTNERS,32069075,"1,122.05"
4/30/2020,"Participation
C&M-GMS Prem","COMMISSIONING
PRC DELEGATED CO-",DR AZIM & PARTNERS,32069075,"8,974.88"
4/30/2020,"Notional Rent
C&M-GMS Prem","COMMISSIONING
PRC DELEGATED CO-",DR AZIM & PARTNERS,32069075,181.03
4/30/2020,"Water Rates
C&M-GMS QOF","COMMISSIONING
PRC DELEGATED CO-",DR AZIM & PARTNERS,32069075,"3,752.00"
4/30/2020,"Aspiration
C&M-GMS Cost of","COMMISSIONING
LOCAL ENHANCED SERVICES",HENDON WAY SURGERY,32069077,"1,010.34"
4/30/2020,"Drugs -Prescribing
C&M-GMS DES",PRC DELEGATED CO-,HENDON WAY SURGERY,32069077,"1,540.00"
4/30/2020,"Learn Dsblty Hlth 
C&M-GMS Global","COMMISSIONING
PRC DELEGATED CO-",HENDON WAY SURGERY,32069077,"59,307.16"
4/30/2020,"Sum
C&M-GMS PCN DES","COMMISSIONING
PRC DELEGATED CO-",HENDON WAY SURGERY,32069077,"1,092.44"
4/30/2020,C&M-GMS Prem,PRC DELEGATED CO-,HENDON WAY SURGERY,32069077,"4,929.17"
4/30/2020,"Notional Rent
C&M-GMS Prof Fees","COMMISSIONING
PRC DELEGATED CO-",HENDON WAY SURGERY,32069077,144.84
4/30/2020,"Prescribing
C&M-GMS QOF","COMMISSIONING
PRC DELEGATED CO-",HENDON WAY SURGERY,32069077,"3,676.45"
4/30/2020,"Aspiration
C&M-GMS DES","COMMISSIONING
PRC DELEGATED CO-",WAKEMANS HILL SURGERY,32069079,140
4/30/2020,"Learn Dsblty Hlth 
C&M-GMS Global","COMMISSIONING
PRC DELEGATED CO-",WAKEMANS HILL SURGERY,32069079,"30,832.94"
4/30/2020,"Sum
C&M-GMS PCN DES","COMMISSIONING
PRC DELEGATED CO-",WAKEMANS HILL SURGERY,32069079,588.37
4/30/2020,"Participation
C&M-GMS QOF","COMMISSIONING
PRC DELEGATED CO-",WAKEMANS HILL SURGERY,32069079,"2,399.13"
4/30/2020,"Aspiration
C&M-GMS Cost of","COMMISSIONING
LOCAL ENHANCED SERVICES",BRUNSWICK PARK MEDICAL PRACTICE,32069081,758.8
4/30/2020,"Drugs -Prescribing
C&M-GMS Global",PRC DELEGATED CO-,BRUNSWICK PARK MEDICAL PRACTICE,32069081,"60,683.04"
4/30/2020,"Sum
C&M-GMS PCN DES","COMMISSIONING
PRC DELEGATED CO-",BRUNSWICK PARK MEDICAL PRACTICE,32069081,"1,168.54"
4/30/2020,"Participation
C&M-GMS Prof Fees","COMMISSIONING
PRC DELEGATED CO-",BRUNSWICK PARK MEDICAL PRACTICE,32069081,134.49
4/30/2020,"Prescribing
C&M-GMS QOF","COMMISSIONING
PRC DELEGATED CO-",BRUNSWICK PARK MEDICAL PRACTICE,32069081,"6,349.47"
4/30/2020,"Aspiration
C&M-GMS Cost of","COMMISSIONING
LOCAL ENHANCED SERVICES",MEDICAL CENTRE DRS SHARMA & TALPAHEWA,32069082,"8,878.10"
4/30/2020,"Drugs -Prescribing
C&M-GMS DES",PRC DELEGATED CO-,MEDICAL CENTRE DRS SHARMA & TALPAHEWA,32069082,420
4/30/2020,"Learn Dsblty Hlth 
C&M-GMS Global","COMMISSIONING
PRC DELEGATED CO-",MEDICAL CENTRE DRS SHARMA & TALPAHEWA,32069082,"28,223.27"
4/30/2020,"Sum
C&M-GMS PCN DES","COMMISSIONING
PRC DELEGATED CO-",MEDICAL CENTRE DRS SHARMA & TALPAHEWA,32069082,543.48
4/30/2020,"Participation
C&M-GMS Prof Fees","COMMISSIONING
PRC DELEGATED CO-",MEDICAL CENTRE DRS SHARMA & TALPAHEWA,32069082,"1,462.65"
4/30/2020,"Prescribing
C&M-GMS QOF","COMMISSIONING
PRC DELEGATED CO-",MEDICAL CENTRE DRS SHARMA & TALPAHEWA,32069082,"2,146.94"
4/30/2020,"Aspiration
C&M-GMS Cost of","COMMISSIONING
LOCAL ENHANCED SERVICES",TEMPLE FORTUNE MEDICAL GROUP,32069085,828.2
4/30/2020,"Drugs -Prescribing
C&M-GMS Global",PRC DELEGATED CO-,TEMPLE FORTUNE MEDICAL GROUP,32069085,"49,791.66"
4/30/2020,"Sum
C&M-GMS PCN DES","COMMISSIONING
PRC DELEGATED CO-",TEMPLE FORTUNE MEDICAL GROUP,32069085,959.69
4/30/2020,"Participation
C&M-GMS Prem","COMMISSIONING
PRC DELEGATED CO-",TEMPLE FORTUNE MEDICAL GROUP,32069085,"4,072.43"
4/30/2020,"Notional Rent
C&M-GMS Prof Fees","COMMISSIONING
PRC DELEGATED CO-",TEMPLE FORTUNE MEDICAL GROUP,32069085,151.04
4/30/2020,"Prescribing
C&M-GMS QOF","COMMISSIONING
PRC DELEGATED CO-",TEMPLE FORTUNE MEDICAL GROUP,32069085,"3,731.93"
4/30/2020,"Aspiration
C&M-GMS Cost of","COMMISSIONING
LOCAL ENHANCED SERVICES",CHURCH HOUSE SURGERY,32069087,685.57
4/30/2020,"Drugs -Prescribing
C&M-GMS Global",PRC DELEGATED CO-,CHURCH HOUSE SURGERY,32069087,"42,538.17"
4/30/2020,"Sum
C&M-GMS PCN DES","COMMISSIONING
PRC DELEGATED CO-",CHURCH HOUSE SURGERY,32069087,809.96
4/30/2020,"Participation
C&M-GMS Prof Fees","COMMISSIONING
PRC DELEGATED CO-",CHURCH HOUSE SURGERY,32069087,111.73
4/30/2020,"Prescribing
C&M-GMS QOF","COMMISSIONING
PRC DELEGATED CO-",CHURCH HOUSE SURGERY,32069087,"3,754.84"
4/30/2020,"Aspiration
C&M-GMS Cost of","COMMISSIONING
LOCAL ENHANCED SERVICES",BELSIZE PRIORY MEDICAL PRACTICE,32069089,397.8
4/30/2020,"Drugs -Prescribing
C&M-GMS Global",PRC DELEGATED CO-,BELSIZE PRIORY MEDICAL PRACTICE,32069089,"35,328.19"
4/30/2020,"Sum
C&M-GMS PCN DES","COMMISSIONING
PRC DELEGATED CO-",BELSIZE PRIORY MEDICAL PRACTICE,32069089,683.66
4/30/2020,"Participation
C&M-GMS PCO","COMMISSIONING
PRC DELEGATED CO-",BELSIZE PRIORY MEDICAL PRACTICE,32069089,"2,998.00"
4/30/2020,"Other
C&M-GMS Prem","COMMISSIONING
PRC DELEGATED CO-",BELSIZE PRIORY MEDICAL PRACTICE,32069089,"1,470.59"
4/30/2020,"Cost Rent
C&M-GMS Prem","COMMISSIONING
PRC DELEGATED CO-",BELSIZE PRIORY MEDICAL PRACTICE,32069089,"1,475.41"
4/30/2020,"Rates
C&M-GMS Prem","COMMISSIONING
PRC DELEGATED CO-",BELSIZE PRIORY MEDICAL PRACTICE,32069089,48.3
4/30/2020,"Water Rates
C&M-GMS Prof Fees","COMMISSIONING
PRC DELEGATED CO-",BELSIZE PRIORY MEDICAL PRACTICE,32069089,55.86
4/30/2020,"Prescribing
C&M-GMS QOF","COMMISSIONING
PRC DELEGATED CO-",BELSIZE PRIORY MEDICAL PRACTICE,32069089,"3,205.30"
4/30/2020,"Aspiration
C&M-GMS Global","COMMISSIONING
PRC DELEGATED CO-",AMPTHILL PRACTICE,32069091,"66,887.87"
4/30/2020,"Sum
C&M-GMS PCN DES","COMMISSIONING
PRC DELEGATED CO-",AMPTHILL PRACTICE,32069091,"1,309.70"
4/30/2020,"Participation
C&M-GMS QOF","COMMISSIONING
PRC DELEGATED CO-",AMPTHILL PRACTICE,32069091,"6,097.56"
4/30/2020,"Aspiration
ME - GMS GP Prior","COMMISSIONING
PRC DELEGATED CO-",AMPTHILL PRACTICE,32069091,"4,511.42"
4/30/2020,"Year ERs
ME-GMS GP Prior","COMMISSIONING
PRC DELEGATED CO-",AMPTHILL PRACTICE,32069091,"3,359.08"
4/30/2020,"Year EEs
C&M-GMS Cost of","COMMISSIONING
LOCAL ENHANCED SERVICES",ABBEY MEDICAL CENTER LONDON,32069093,677.84
4/30/2020,"Drugs -Prescribing
C&M-GMS Global",PRC DELEGATED CO-,ABBEY MEDICAL CENTER LONDON,32069093,"94,213.07"
4/30/2020,"Sum
C&M-GMS PCN DES","COMMISSIONING
PRC DELEGATED CO-",ABBEY MEDICAL CENTER LONDON,32069093,"1,805.37"
4/30/2020,"Participation
C&M-GMS Prem","COMMISSIONING
PRC DELEGATED CO-",ABBEY MEDICAL CENTER LONDON,32069093,"19,099.00"
4/30/2020,"Actual Rent
C&M-GMS Prof Fees","COMMISSIONING
PRC DELEGATED CO-",ABBEY MEDICAL CENTER LONDON,32069093,136.57
4/30/2020,"Prescribing
C&M-GMS QOF","COMMISSIONING
PRC DELEGATED CO-",ABBEY MEDICAL CENTER LONDON,32069093,"7,711.61"
4/30/2020,"Aspiration
C&M-GMS Cost of","COMMISSIONING
LOCAL ENHANCED SERVICES",ADELAIDE MEDICAL CENTRE LONDON,32069095,"2,077.66"
4/30/2020,"Drugs -Prescribing
C&M-GMS Global",PRC DELEGATED CO-,ADELAIDE MEDICAL CENTRE LONDON,32069095,"89,944.93"
4/30/2020,"Sum
C&M-GMS PCN DES","COMMISSIONING
PRC DELEGATED CO-",ADELAIDE MEDICAL CENTRE LONDON,32069095,"1,724.53"
4/30/2020,"Participation
C&M-GMS Prem","COMMISSIONING
PRC DELEGATED CO-",ADELAIDE MEDICAL CENTRE LONDON,32069095,"10,114.17"
4/30/2020,"Notional Rent
C&M-GMS Prof Fees","COMMISSIONING
PRC DELEGATED CO-",ADELAIDE MEDICAL CENTRE LONDON,32069095,237.94
4/30/2020,C&M-GMS QOF,PRC DELEGATED CO-,ADELAIDE MEDICAL CENTRE LONDON,32069095,"7,622.46"
4/30/2020,"Aspiration
C&M-GMS Global","COMMISSIONING
PRC DELEGATED CO-",BLOOMSBURY SURGERY,32069097,"33,789.08"
4/30/2020,"Sum
C&M-GMS PCN DES","COMMISSIONING
PRC DELEGATED CO-",BLOOMSBURY SURGERY,32069097,669.94
4/30/2020,"Participation
C&M-GMS QOF","COMMISSIONING
PRC DELEGATED CO-",BLOOMSBURY SURGERY,32069097,"2,416.80"
4/30/2020,"Aspiration
C&M-GMS Cost of","COMMISSIONING
LOCAL ENHANCED SERVICES",BROOKFIELD PARK SURGERY,32069100,1.22
4/30/2020,"Drugs -Prescribing
C&M-GMS Global",PRC DELEGATED CO-,BROOKFIELD PARK SURGERY,32069100,"28,972.23"
4/30/2020,"Sum
C&M-GMS PCN DES","COMMISSIONING
PRC DELEGATED CO-",BROOKFIELD PARK SURGERY,32069100,555.26
4/30/2020,"Participation
C&M-GMS Prem","COMMISSIONING
PRC DELEGATED CO-",BROOKFIELD PARK SURGERY,32069100,"4,533.33"
4/30/2020,"Actual Rent
C&M-GMS Prem","COMMISSIONING
PRC DELEGATED CO-",BROOKFIELD PARK SURGERY,32069100,966.81
4/30/2020,"Rates
C&M-GMS Prof Fees","COMMISSIONING
PRC DELEGATED CO-",BROOKFIELD PARK SURGERY,32069100,2.07
4/30/2020,"Prescribing
C&M-GMS QOF","COMMISSIONING
PRC DELEGATED CO-",BROOKFIELD PARK SURGERY,32069100,"2,291.58"
4/30/2020,"Aspiration
C&M-GMS Cost of","COMMISSIONING
LOCAL ENHANCED SERVICES",CAVERSHAM GROUP PRACTICE,32069103,"2,093.72"
4/30/2020,"Drugs -Prescribing
C&M-GMS DES",PRC DELEGATED CO-,CAVERSHAM GROUP PRACTICE,32069103,"3,905.58"
4/30/2020,"Extended Hours 
C&M-GMS Global","COMMISSIONING
PRC DELEGATED CO-",CAVERSHAM GROUP PRACTICE,32069103,"129,929.51"
4/30/2020,"Sum
C&M-GMS PCN DES","COMMISSIONING
PRC DELEGATED CO-",CAVERSHAM GROUP PRACTICE,32069103,"20,741.15"
4/30/2020,"Clin Pharmacist
C&M-GMS PCN DES","COMMISSIONING
PRC DELEGATED CO-",CAVERSHAM GROUP PRACTICE,32069103,"1,852.00"
4/30/2020,"Clinical Director
C&M-GMS PCN DES","COMMISSIONING
LOCAL ENHANCED SERVICES",CAVERSHAM GROUP PRACTICE,32069103,"4,040.25"
4/30/2020,"PCN support
C&M-GMS PCN DES",PRC DELEGATED CO-,CAVERSHAM GROUP PRACTICE,32069103,"2,501.66"
4/30/2020,"Participation
C&M-GMS PCN DES","COMMISSIONING
PRC DELEGATED CO-",CAVERSHAM GROUP PRACTICE,32069103,"4,664.78"
4/30/2020,"Soc Prescribing
C&M-GMS Prem","COMMISSIONING
PRC DELEGATED CO-",CAVERSHAM GROUP PRACTICE,32069103,"21,541.67"
4/30/2020,"Notional Rent
C&M-GMS Prem","COMMISSIONING
PRC DELEGATED CO-",CAVERSHAM GROUP PRACTICE,32069103,"1,219.20"
4/30/2020,"Water Rates
C&M-GMS Prof Fees","COMMISSIONING
PRC DELEGATED CO-",CAVERSHAM GROUP PRACTICE,32069103,273.13
4/30/2020,"Prescribing
C&M-GMS QOF","COMMISSIONING
PRC DELEGATED CO-",CAVERSHAM GROUP PRACTICE,32069103,"9,395.10"
4/30/2020,"Aspiration
C&M-GMS Global","COMMISSIONING
PRC DELEGATED CO-",GOWER STREET PRACTICE,32069106,"59,439.34"
4/30/2020,"Sum
C&M-GMS PCN DES","COMMISSIONING
PRC DELEGATED CO-",GOWER STREET PRACTICE,32069106,"1,119.25"
4/30/2020,"Participation
C&M-GMS Prem","COMMISSIONING
PRC DELEGATED CO-",GOWER STREET PRACTICE,32069106,"8,600.00"
4/30/2020,"Cost Rent
C&M-GMS QOF","COMMISSIONING
PRC DELEGATED CO-",GOWER STREET PRACTICE,32069106,"1,657.33"
4/30/2020,"Aspiration
C&M-GMS DES","COMMISSIONING
PRC DELEGATED CO-",PRIMROSE HILL SURGERY,32069118,"4,047.68"
4/30/2020,"Extended Hours 
C&M-GMS Global","COMMISSIONING
PRC DELEGATED CO-",PRIMROSE HILL SURGERY,32069118,"57,408.47"
4/30/2020,"Sum
C&M-GMS PCN DES","COMMISSIONING
PRC DELEGATED CO-",PRIMROSE HILL SURGERY,32069118,"1,919.38"
4/30/2020,"Clinical Director
C&M-GMS PCN DES","COMMISSIONING
LOCAL ENHANCED SERVICES",PRIMROSE HILL SURGERY,32069118,"4,187.25"
