,query_string_n,CompanyNumber,CompanyName,audit_type,CHnotes,isCIC,count,amount,match_0_n,match_1_n,match_2_n,score_0_n,score_1_n,score_2_n,match_0_n_lev,match_1_n_lev,match_2_n_lev
236,COMMUNITY EYE CARENORTH EAST,SC217857,COMMUNITY EYECARE (UK) LIMITED,2: CH: 5 corrected imperf name match,"CCnotes> subsids, parent matched accordgly but note 07296068 Commty Hlth & Eyecare Ltd t/a Community Eyecare in Preston",0 not CIC,1,275915.0,VIRGIN CARENORTH EAST LINCS,COMMUNITY EYE CLINIC,EYE COMMUNITY ASSOCIATION,19.526543,12.950747999999999,12.950747999999999,18.0,12.0,20.0
237,COMMUNITY EYECARE,SC217857,COMMUNITY EYECARE (UK) LIMITED,2: CH: 5 corrected imperf name match,"CCnotes> data, one conj wth ephemeral Vision Call Southern. None Charity or CIC. diss 19/6/18 after last pymt 28/2/14",0 not CIC,4,275915.0,COMMUNITY HEALTH AND EYECARE,EYECARE IN THE COMMUNITY LIMITED,COMMUNITY HEALTH AND EYECARE LIMITED,14.414844500000001,14.414844500000001,12.813537,11.0,22.0,19.0
238,COMMUNITY EYECARE UK LIMITED,SC217857,COMMUNITY EYECARE (UK) LIMITED,2: CH: 4 corrected now perf name match,"CCnotes> data, one conj wth ephemeral Vision Call Southern. None Charity or CIC. diss 19/6/18 after last pymt 31/3/16",0 not CIC,1,275915.0,EYECARE IN THE COMMUNITY LIMITED,COMMUNITY HEALTH AND EYECARE,EYECARE UK LIMITED,14.535476999999998,14.414844500000001,13.485532000000001,21.0,16.0,10.0
239,COMMUNITY FIRST,01757334,COMMUNITY FIRST,"2: CC: 11 multi-supplier record, CH: 11 multi-supplier record","this match Wiltshire 6 transactions, 1 each for Fareham & Gosport CCG 08071971 and Worcs Heath & Care Trust 02504158",0 not CIC,8,254650.0,COMMUNITY FIRST,COMMUNITY FIRST,COMMUNITY FIRST,13.252695999999998,13.252695999999998,13.252695999999998,0.0,0.0,0.0
240,COMMUNITY HEALTH AND LEARNING FOUNDATION,08043263,COMMUNITY HEALTH AND LEARNING FOUNDATION CIC,2: CH: 2 existing perfect except 'LTD/CIC/LIMITED',always CIC since 2012 incorporation; dissolved 17/3/20. NHSE cust precludes geog check. pymts 31/3/18-30/4/18,1 CIC,3,30000.0,COMMUNITY HEALTH AND LEARNING FOUNDATION COMMUNITY INTEREST COMPANY,COMMUNITY HEALTH FOUNDATION,COMMUNITY HEALTH AND DEVELOPMENT FOUNDATION,17.563951,16.667707,14.816135000000001,27.0,13.0,9.0
241,COMMUNITY LINKS LIMITED,03562176,CLINKS,"2: CC: 5 corrected imperf name match, CH: 5 corrected imperf name match","CCnotes> rehab & police custody just like matched char, & distinct from Commty Links (Northern) Ltd, care home provider",0 not CIC,215,26553056.0,COMMUNITY LINK,COMMUNITY LINK,COMMUNITY LINKS,14.327945999999999,14.327945999999999,14.327945999999999,9.0,9.0,8.0
242,COMMUNITY SOLUTIONS NORTH WEST LIMITED,07516227,COMMUNITY SOLUTIONS NORTH WEST LTD,2: CH: 1 existing perfect name match,"inc 3/2/11, long before sole NHS transaction 21/8/14, but it was 4 more years before the assoc char was reg",0 not CIC,1,80000.0,COMMUNITY NORTH WEST,COMMUNITY SOLUTIONS NORTH WEST LIMITED,COMMUNITY SOLUTIONS NORTH WEST LIMITED,16.689514000000003,16.660822,16.660822,18.0,0.0,0.0
243,COMMUNITY SUPPORT NETWORK,04041867,THE COMMUNITY SUPPORT NETWORK SOUTH LONDON,"2: CC: 5 corrected imperf name match, CH: 5 corrected imperf name match","good location match, but all UK web refs point here anyway, really",0 not CIC,4,197110.0,COMMUNITY SUPPORT NETWORK,COMMUNITY SUPPORT NETWORK,COMMUNITY INITIATIVE SUPPORT NETWORKING,17.586819000000002,17.586819000000002,15.633144,0.0,0.0,14.0
244,COMMUNITY VOLUNTARY SERVICES TENDRING,05325167,TENDRING COMMUNITY VOLUNTARY SERVICES,"2: CC: 5 corrected imperf name match, CH: 5 corrected imperf name match","no prev names but match unmistakable, per CCnotes",0 not CIC,10,811610.0,TENDRING COMMUNITY VOLUNTARY SERVICES,TENDRING COMMUNITY VOLUNTARY SERVICES,TENDRING COMMUNITY TRANSPORT,24.462543,24.462543,16.221242999999998,18.0,18.0,28.0
245,COMMUNITYAA MATTERS,07366749,COMMUNITY MATTERS LTD.,2: CH: 4 corrected now perf name match,expense areas Business Support & HR; company also used by several London NHS Trusts,0 not CIC,2,1205524.0,GRAY MATTER MATTERS LIMITED,A MATTER OF KIDS,ACCESS MATTERS,10.29225,9.443893,9.443893,18.0,15.0,11.0
246,COMPASS,02054594,COMPASSSERVICES TO IMPROVE HEALTH AND WELLBEING,"2: CC: 11 multi-supplier record, CH: 11 multi-supplier record","n=21 NHSE & HRAW CCG as matched, 7 L/pool >CCnotes, 7 Kings&Barts London corp/facilities, non-char ? 02272248 or subsid",0 not CIC,35,11185690.0,COMPASS,COMPASS,COMPASS,11.7102165,11.7102165,11.7102165,0.0,0.0,0.0
247,COMPASS INV 1003397927 M,02272248,"COMPASS GROUP, UK AND IRELAND LIMITED",2: CH: 5 corrected imperf name match,"CCnotes> but impossible to determine which one so matched to parent company. Not Charity or CIC, regardless",0 not CIC,1,4249817.0,INV LIMITED,INVES LIMITED,IS INV LIMITED,12.996166,12.996166,12.996166,20.0,21.0,18.0
248,COMPASS WELLBEING COMMUNITY INTEREST COMPANY,08451249,COMPASS WELLBEING CIC,2: CH: 1 existing perfect name match,"note also many unrelated Compass charities, some are suppliers, matched elsewhere",1 CIC,2,139269.0,COMPASS WELLBEING COMMUNITY INTEREST COMPANY,COMMUNITY COMPASS COMMUNITY INTEREST COMPANY,THE WELLBEING COMMUNITY COMPANY COMMUNITY INTEREST COMPANY,25.314152,20.391073000000002,19.670113,0.0,14.0,25.0
249,COMPLETE OPHTHALMIC SERVICES LIMITED,08192150,COMPLETE OPHTHALMIC SERVICES C.I.C.,2: CH: 3 existing accepted imperfect name match,checked & confirmed 08912150 CIC is only poss match. Croydon cust & Beckenham CCG,1 CIC,3,166421.0,COMPLETE OPHTHALMIC SERVICES COMMUNITY INTEREST COMPANY,OPHTHALMIC SERVICE LIMITED,A A OPHTHALMICS LIMITED,16.034546,14.204979999999999,12.685036,22.0,10.0,16.0
250,COMPTONS,04749628,COMPTON TANKERS LIMITED,2: CH: 5 corrected imperf name match,"CCnotes> installn kits, further searches -> Comptons commrcl veh firm in Leighton Buzzard t/a Comptons, thence match",0 not CIC,2,54387.0,A COMPTON LIMITED,COMPTON HOSPICE,COMPTON HOSPICE,11.327496,11.327496,11.327496,10.0,7.0,7.0
251,CONNECT HEALTHCARE ROTHERHAM LIMITED,10648960,CONNECT HEALTHCARE ROTHERHAM CIC,2: CH: 3 existing accepted imperfect name match,"LTD till 2/3/17, CIC thereafter. 1st NHS payment 30/4/17",1 CIC,30,3870836.0,CONNECT HEALTHCARE ROTHERHAM COMMUNITY INTEREST COMPANY,ROTHERHAM HEALTHCARE LIMITED,DOMUS HEALTHCARE ROTHERHAM LIMITED,16.889065,16.199625,14.400049,22.0,17.0,6.0
252,CONNECTION SUPPORT,03072719,CONNECTION OXFORD,"2: CC: 5 corrected imperf name match, CH: 5 corrected imperf name match",char and comp numbers explicit on website; activities accord with expense area too. A really good match!,0 not CIC,1,28697.0,CONNECT SUPPORT,CONNECT SUPPORT LIMITED,CONNECT SUPPORT LIMITED,15.290899,13.379995000000001,13.379995000000001,3.0,11.0,11.0
253,CONNECY HEALTHCARE ROTHERHAM LIMITED,10648960,CONNECT HEALTHCARE ROTHERHAM CIC,2: CH: 5 corrected imperf name match,"inc 2/3/17; was Connect Healthcare Rotherham Ltd till 3/11/17, during which time sole NHS payment made 31/10/17",2 became CIC,1,3870836.0,ROTHERHAM HEALTHCARE LIMITED,DOMUS HEALTHCARE ROTHERHAM LIMITED,ROTHERHAM HEALTHCARE HOLDINGS LIMITED,16.199625,14.400049,14.400049,17.0,6.0,15.0
254,CONTACT A FAMILY,01633333,CONTACT A FAMILY,"2: CC: 4 corrected now perf name match, CH: 1 existing perfect name match","this is parent org. per CCnotes, cant tell whether the working name of a local branch was intended instead",0 not CIC,1,60000.0,CONTACT A FAMILY,CONTACT A FAMILY,CONTACT A FAMILY,18.561684,18.561684,18.561684,0.0,0.0,0.0
255,CORNERSTONE BUILDING CONTRACTORS LIMITED,07447351,CORNERSTONE BUILDING CONTRACTORS LIMITED,2: CH: 1 existing perfect name match,"Sussex-based builders active since inc 22/11/10, sole NHS cust Sussex Partnership NHSFT, financially compatible",0 not CIC,39,2076485.0,CORNERSTONE BUILDING CONTRACTORS LIMITED,CORNERSTONE BUILD LIMITED,CORNERSTONE BUILDING LIMITED,18.502384,14.684837,14.684837,0.0,15.0,12.0
256,CORNERSTONE LAW LIMITED,09873197,CORNERSTONE LAW LIMITED,2: CH: 1 existing perfect name match,Hexham location accords with sole NHS cust Gateshead Health NHSFT,0 not CIC,1,131892.0,CORNERSTONE LAW LIMITED,CORNERSTONE,CORNERSTONE,16.67079,12.4248295,12.4248295,0.0,12.0,12.0
257,CORNWALL RURAL COMMUNITY COUNCIL,04144745,CORNWALL COMMUNITY DEVELOPMENT LIMITED,"2: CC: 1 existing perfect name match, CH: 5 corrected imperf name match",match proven by charity working name,0 not CIC,1,26345.0,CORNWALL RURAL COMMUNITY COUNCIL,CORNWALL RURAL COMMUNITY CHARITY,DURHAM RURAL COMMUNITY COUNCIL,25.781988000000002,19.477257,18.499847,0.0,6.0,6.0
258,COTSWOLD CARE HOSPICE,02213662,LONGFIELD HOSPICE CARE,"2: CC: 1 existing perfect name match, CH: 5 corrected imperf name match",match proven by charity working name,0 not CIC,7,1564096.0,COTSWOLD CARE HOSPICE,BUTTERWICK HOSPICE CARE,BUTTERWICK HOSPICE CARE,23.014574,14.330641,14.330641,0.0,16.0,16.0
259,COUNCIL FOR DISABLED CHILDREN,00952717,NATIONAL CHILDRENS BUREAU,"2: CC: 5 corrected imperf name match, CH: 5 corrected imperf name match",match clear from website,0 not CIC,1,405058.0,EQUIPMENT FOR DISABLED CHILDREN,COUNCIL ON DISABILITY STIRLING,THE WALES COUNCIL FOR THE DISABLED,15.192387,15.064874,15.064874,8.0,13.0,23.0
260,COUNCIL FOR VOLUNTARY SERVICE,03328219,BURNLEY PENDLE AND ROSSENDALE COUNCIL FOR VOLUNTARY SERVICE,"2: CC: 5 corrected imperf name match, CH: 5 corrected imperf name match",CCnotes> org they could mean except NAVCA so the local CVS seems likeliest esp given it still uses that old name format,0 not CIC,4,2176933.0,ADUR COUNCIL FOR VOLUNTARY SERVICE,BARNET VOLUNTARY SERVICE COUNCIL,BIRMINGHAM VOLUNTARY SERVICE COUNCIL,16.348007,16.348007,16.348007,5.0,18.0,18.0
261,COUNCILS FOR VOLUNTARY SERVICE,03185767,THE BLACKPOOL WYRE AND FYLDE COUNCIL FOR VOLUNTARY SERVICE,"2: CC: 5 corrected imperf name match, CH: 5 corrected imperf name match",CCnotes> not national 1001635/02575206 NAVCA. exparea Specialist Medicine suggests poss error in original though,0 not CIC,1,31950.0,ADUR COUNCIL FOR VOLUNTARY SERVICE,BARNET VOLUNTARY SERVICE COUNCIL,BIRMINGHAM VOLUNTARY SERVICE COUNCIL,16.348007,16.348007,16.348007,6.0,19.0,19.0
262,COWHEELS CAR CLUB,06512325,CO-WHEELS CAR CLUB COMMUNITY INTEREST COMPANY,2: CH: 2 existing perfect except 'LTD/CIC/LIMITED',always CIC since 2008 incorporation. S Yorks cust looks odd for N-U-T CIC but web confirms,1 CIC,6,308478.0,COWHEELS CAR CLUB COMMUNITY INTEREST COMPANY,COWHEELS UK LIMITED,CAR CLUB LIMITED,19.481524,15.320858,11.464489,27.0,10.0,15.0
263,COWHEELS COMMUNITY INTEREST COMPANY,06512325,CO-WHEELS CAR CLUB COMMUNITY INTEREST COMPANY,2: CH: 3 existing accepted imperfect name match,Derbyshire cust looks odd for Newcastle-U-T CIC but web confirms expansion there,1 CIC,3,308478.0,COWHEELS CAR CLUB COMMUNITY INTEREST COMPANY,COWHEELS UK LIMITED,COMMUNITY INTEREST CAPITAL COMMUNITY INTEREST COMPANY,21.706173,15.320858,14.326851000000001,9.0,22.0,22.0
264,CRISIS PREVENTION INSTITUTE,FC027405,CPI INC.,2: CH: 5 corrected imperf name match,"was Crisis Prevention Institute, Inc. till 24/4/07, and still presents itself as such",0 not CIC,2,101680.0,LISTER INSTITUTE OF PREVENTIVE MEDICINETHE,THE LISTER INSTITUTE OF PREVENTIVE MEDICINE,EARLY CRISIS PREVENTION SERVICES ECPS LIMITED,14.858629,14.858629,14.395217,25.0,28.0,22.0
265,CROFT CARE HOMES LIMITED,03505566,CROFT CAREHOMES LIMITED,2: CH: 4 corrected now perf name match,CCnotes> no connexion found to Croft Care Trust charity in Barrow-in-Furness. no alt match found with Care Homes 2 words,0 not CIC,3,96868.0,CROFT HOUSE CARE HOME LIMITED,THE CROFT RESIDENTIAL CARE HOME LIMITED,CROFT CARE LIMITED,15.392635999999998,15.392635999999998,14.117189000000002,7.0,17.0,6.0
266,CROSBY HOUSING ASSOCIATION LIMITED,IP19175R,CROSBY HOUSING ASSOCIATION,2: CH: 2 existing perfect except 'LTD/CIC/LIMITED',"IPS; oddly, LIMITED on FCA register but not on CH",0 not CIC,16,1704623.0,CROSBY HOUSING ASSOCIATION,CROSBY HOUSE SURGERY,NAZARETH HOUSE CROSBY,19.59605,15.119953,15.119953,8.0,21.0,28.0
267,CROSS ROADS CARE,02950188,THE SANDWELL CROSSROADS CARE ATTENDANT SCHEME LIMITED,"2: CC: 5 corrected imperf name match, CH: 5 corrected imperf name match","match proven by cust location, see CCnotes",0 not CIC,2,1817055.0,CROSS ROADS CARE SOUTH EAST SUFFOLK,CROSS ROAD SURGERY,CROSS ROADS GARAGETREDINGTONLIMITED,13.397037,13.206532000000001,13.206532000000001,19.0,6.0,20.0
268,CROSS ROADS CARE SANDWELL,02950188,THE SANDWELL CROSSROADS CARE ATTENDANT SCHEME LIMITED,"2: CC: 5 corrected imperf name match, CH: 5 corrected imperf name match",additional record for previously-unmatched supplier,0 not CIC,53,1817055.0,SANDWELL CARE LIMITED,SANDWELL MULTI CARE,SANDWELL CARE SERVICES LIMITED,15.548295999999999,15.548295999999999,13.821075,17.0,21.0,23.0
269,CROSSROADS CARE,03554493,LIVERPOOL CROSSROADS CARING FOR CARERS LIMITED,"2: CC: 11 multi-supplier record, CH: 11 multi-supplier record","L/pool match diss 9/2/16 after last NHS pymt. T&W Xrds is 1059917 / 03245594 Gatehead Crossroads &c, but T&W on website",0 not CIC,12,2054066.0,CROSSROADS CARE,CROSSROADS CARE CARING FOR CARERS,AXIOM CROSSROADS CARE,17.117085999999997,15.172947,14.977963,0.0,18.0,6.0
270,CROSSROADS CARE CAMBRIDGESHIRE,04379948,CARING TOGETHER CHARITY,"2: CC: 1 existing perfect name match, CH: 5 corrected imperf name match",see CCnotes. Prev company names closer to supplier name though never exact match,0 not CIC,47,2391040.0,CROSSROADS CARE CAMBRIDGESHIRE,CROSSROADS CARE,CAMBRIDGESHIRE WILDLIFE CARE,25.19801,17.117085999999997,15.433238000000001,0.0,15.0,21.0
271,CROSSROADS CARE CEMT LIMITED,03554493,CROSSROADS CARE CHESHIRE MANCHESTER AND MERSEYSIDE LIMITED,"2: CC: 5 corrected imperf name match, CH: 5 corrected imperf name match","CEMT refers to previous Chesire East, Manchester and Tameside name",0 not CIC,1,2054066.0,CEMT LIMITED,CROSSROADS CARE,CROSSROADS CARE CARING FOR CARERS,18.264364,17.117085999999997,15.172947,16.0,13.0,14.0
272,CROSSROADS CARE CMM LIMITED,03554493,CROSSROADS CARE CHESHIRE MANCHESTER AND MERSEYSIDE LIMITED,"2: CC: 5 corrected imperf name match, CH: 5 corrected imperf name match",CMM is Cheshire Manchester and Merseyside,0 not CIC,44,2054066.0,CROSSROADS CARE,CMM,CROSSROADS CARE CARING FOR CARERS,17.117085999999997,15.461110999999999,15.172947,12.0,24.0,14.0
273,CROSSROADS CARE WEST KENT,03694575,CROSSROADS CARE KENT,"2: CC: 8 date-dependent match, CH: 8 date-dependent match","reg 13/1/99; note old 04244342 Xrds Care W Kent diss18/6/19, long after char RM. NHS pymts 31/7/13-31/1/20 span changes",0 not CIC,23,864060.0,CROSSROADS CARE WEST KENT,CROSSROADS CARE KENT,CROSSROADS CARE KENT,24.961506,22.26664,22.26664,0.0,5.0,5.0
274,CROSSROADS COVENTRY AND WARWICKSHIRE,03206963,CARERS TRUST HEART OF ENGLAND,"2: CC: 4 corrected now perf name match, CH: 5 corrected imperf name match","was Crossroads, Coventry & Warwickshire till 14/3/15, ie at time of NHS payment",0 not CIC,1,31478.0,COVENTRY CROSSROADS,COVENTRY AND WARWICKSHIRE BCSC,COVENTRY AND WARWICKSHIRE FRIEND,20.74545,17.800121,17.800121,25.0,16.0,18.0
275,CRUSE BEREAVEMENT CARE BATH AND WILTS AREA,00638709,CRUSE BEREAVEMENT CARE,"2: CC: 3 existing accepted imperfect name match, CH: 3 existing accepted imperfect name match",Cruse branches do not seem to be separately registered,0 not CIC,4,600478.0,CRUSE BEREAVEMENT CARE,CRUSE BEREAVEMENT CARE,CRUSE BEREAVEMENT CARE LIMITED,28.581242,28.581242,25.406225,20.0,20.0,16.0
276,CRUSE BEREAVEMENT CARE GLOUCESTERSHIRE,00638709,CRUSE BEREAVEMENT CARE,"2: CC: 3 existing accepted imperfect name match, CH: 3 existing accepted imperfect name match",Cruse branches do not seem to be separately registered,0 not CIC,2,600478.0,CRUSE BEREAVEMENT CARE,CRUSE BEREAVEMENT CARE,CRUSE BEREAVEMENT CARE LIMITED,28.581242,28.581242,25.406225,16.0,16.0,12.0
277,CT PLUS COMMUNITY INTEREST CO,04137890,HCT GROUP OPERATIONS COMMUNITY INTEREST COMPANY,2: CH: 5 corrected imperf name match,was CT Plus CIC (perfect match) 2007-2019. Says its the trading arm and wholly owned subsid of char in CCnotes,1 CIC,12,2085018.0,CT PLUS YORKSHIRE COMMUNITY INTEREST COMPANY,EAST CT COMMUNITY INTEREST COMPANY,CT PLUS SERVICES LIMITED,20.257524,16.260918,15.210249,15.0,12.0,19.0
278,CT PLUS COMMUNITY INTEREST COMPANY,04137890,HCT GROUP OPERATIONS COMMUNITY INTEREST COMPANY,2: CH: 5 corrected imperf name match,was CT Plus CIC (perfect match) 2007-2019. Says its the trading arm and wholly owned subsid of char in CCnotes,1 CIC,21,2085018.0,CT PLUS YORKSHIRE COMMUNITY INTEREST COMPANY,EAST CT COMMUNITY INTEREST COMPANY,19 PLUS COMMUNITY INTEREST COMPANY,23.008233999999998,19.286648,17.641073000000002,10.0,7.0,2.0
279,CUMBRIA PROBATION TRUST,08802569,THE CUMBRIA AND LANCASHIRE COMMUNITY REHABILITATION COMPANY LIMITED,2: CH: 5 corrected imperf name match,"Incorp 4/12/13 (ie, before study period) from merge of Cumbria Probation Trust & Lancs Prob Trust",0 not CIC,6,474556.0,WEST CUMBRIA PROBATION TRUST,CUMBRIA PROBATE SERVICES LIMITED,WEST CUMBRIA PROBATION FUND,20.781557,16.60839,16.60839,5.0,15.0,9.0
280,CURO PLACES LIMITED,RS007091,CURO PLACES LIMITED,"2: CC: 1 existing perfect name match, CH: 8 date-dependent match",FCA-reg 31/3/15; preceded by 03574882 Curo Places Ltd conv/clsd 31/3/15,0 not CIC,1,56544.0,CURO PLACES LIMITED,CURO PLACES LIMITED,CURO PLACES BRISTOL LIMITED,18.651432,18.651432,16.579493,0.0,0.0,8.0
281,CVS WEST LANCASHIRE LIMITED,02940823,COUNCIL FOR VOLUNTARY SERVICE WEST LANCASHIRE,"2: CC: 5 corrected imperf name match, CH: 4 corrected now perf name match","automatch 06894781 was just West Lancashire Ltd, a builder",0 not CIC,1,85000.0,WEST LANCASHIRE LIMITED,CVS,ACCESS WEST LANCASHIRE,14.56523,14.462823,14.444597,4.0,24.0,12.0
282,DARTMOUTH CARING,CE020270,DARTMOUTH CARING,"2: CC: 4 corrected now perf name match, CH: 1 existing perfect name match",associated char 1187326 only reg 13/1/20. No sign of comp reg for same-name & addr char 900226 active since 1989,0 not CIC,1,25000.0,DARTMOUTH CARING,DARTMOUTH CARING,DARTMOUTH CARING,17.781965,17.781965,17.781965,0.0,0.0,0.0
283,DEAFWAY,04243198,DEAFWAY,"2: CC: 4 corrected now perf name match, CH: 1 existing perfect name match",match is in Preston like sole NHS cust,0 not CIC,1,25000.0,DEAFWAY,DEAFWAY,DEAFWAY,19.951636999999998,19.951636999999998,19.951636999999998,0.0,0.0,0.0
284,DEMELZA HOSPICE CARE FOR CHILDREN,02948500,DEMELZA HOUSE CHILDRENS HOSPICE,"2: CC: 1 existing perfect name match, CH: 5 corrected imperf name match",all geolocatable NHS custs are Kent or nearby,0 not CIC,40,7047937.0,DEMELZA HOSPICE CARE FOR CHILDREN,DEMELZA HOUSE CHILDRENS HOSPICE,DEMELZA HOUSE CHILDRENS HOSPICE,31.262264000000002,26.628190999999998,26.628190999999998,0.0,18.0,18.0
285,DERBYSHIRE ALCOHOL ADVICE SERVICE,CE002437,DERBYSHIRE ALCOHOL ADVICE SERVICE,"2: CC: 1 existing perfect name match, CH: 1 existing perfect name match",reg 9/12/14 long before 1st NHS payment 31/5/17. no comp reg found for prev char 511766 RM 24/8/16,0 not CIC,30,1444559.0,DERBYSHIRE ALCOHOL ADVICE SERVICE,DERBYSHIRE ALCOHOL ADVICE SERVICE,DERBYSHIRE ALCOHOL ADVICE SERVICE,26.875969,26.875969,26.875969,0.0,0.0,0.0
286,DHU 111 EAST MIDLANDS COMMUNITY INTEREST COMPANY,10259076,DHU 111 (EAST MIDLANDS) CIC,2: CH: 1 existing perfect name match,co-located with 05834163 DHU Healthcare CIC,1 CIC,472,26385608.0,DHU 111 EAST MIDLANDS COMMUNITY INTEREST COMPANY,DEDICATED EAST MIDLANDS COMMUNITY INTEREST COMPANY,EAST MIDLANDS HEALTH COMMUNITY INTEREST COMPANY,33.78915,19.916439999999998,19.916439999999998,0.0,8.0,15.0
287,DHU HEALTH CARE COMMUNITY INTEREST COMPANY,05834163,DHU HEALTH CARE C.I.C.,2: CH: 1 existing perfect name match,co-located with 10259076 DHU 111 (East Midlands) CIC,1 CIC,142,30117703.0,DHU HEALTH CARE COMMUNITY INTEREST COMPANY,DHU URGENT CARE DERBYSHIRE COMMUNITY INTEREST COMPANY,MOGI HEALTH AND CARE COMMUNITY INTEREST COMMUNITY INTEREST COMPANY,27.811607000000002,21.482470000000003,19.441399,0.0,17.0,27.0
288,DIAL HOUSE CHESTER,08831095,DIAL WEST CHESHIRE,"2: CC: 5 corrected imperf name match, CH: 5 corrected imperf name match",inc 3/1/14 before sole NHS payment 30/9/17; corr with successor char (see CCnotes) and located at Dial House in Chester,0 not CIC,1,25600.0,DIAL HOUSE CHESTER,DIAL HOUSE,THE DIAL HOUSE LIMITED,23.723236,17.296053,15.134564000000001,0.0,8.0,9.0
289,DIAL HOUSE NURSING RESIDENTIAL HOME,01373721,DIAL HOUSE CARE LIMITED,2: CH: 5 corrected imperf name match,no connexion found to Dial House / Dial West chartity in Chester (also a supplier),0 not CIC,2,65559.0,STAPELY RESIDENTIAL AND NURSING HOME,STAPLEY RESIDENTIAL AND NURSING HOME,DIAL HOUSE,18.530201,18.530201,17.296053,26.0,26.0,25.0
290,DIMENSIONS SOMERSET SEV LIMITED,10257343,DIMENSIONS SOMERSET SEV LIMITED,"2: CC: 1 existing perfect name match, CH: 1 existing perfect name match","inc 29/6/16 as new branch of national Dimensions org, it says",0 not CIC,1,39399.0,DIMENSIONS SOMERSET SEV LIMITED,DIMENSIONS SOMERSET SEV LIMITED,SEV BY SEV LIMITED,27.474897,27.474897,16.943754000000002,0.0,0.0,17.0
291,DISABLED ENABLED LIMITED TA ACCESSABLE,03989521,DISABLED ENABLED LIMITED,2: CH: 1 existing perfect name match,Herts-based but assesses sites for disabled access nationwide; custs Epsom & Worcester Trusts,0 not CIC,2,278682.0,ENABLED DISABILITY,DISABLED ENABLED LIMITED,ENABLE DISABILITY LIMITED,20.378708,17.952614,17.952614,28.0,14.0,25.0
