query_string_n,verif_match
FACULTY OF MEDICAL LEADERSHIP AND MANAGEMENT,FACULTY OF MEDICAL LEADERSHIP AND MANAGEMENT
FAIRBROOK MEDICAL CENTRE,FAIRBROOK MEDICAL CENTRE
FAIRBURN MEWS HEALTH CARE LIMITED,FAIRBURN MEWS HEALTH CARE LIMITED
FAIRFIELD HEALTHCARE LIMITED,FAIRFIELD HEALTHCARE LIMITED
FAIRFIELD INDEPENDENT HOSPITAL,FAIRFIELD INDEPENDENT HOSPITAL
FAIRFIELD MEDICAL CENTRE,FAIRFIELD MEDICAL CENTRE
FAIRFIELD SURGERY,FAIRFIELD SURGERY
FAIRFORD MEDICAL LIMITED,FAIRFORD MEDICAL LIMITED
FAIRHILL MEDICAL PRACTICE,FAIRHILL MEDICAL PRACTICE
FAIRLIE HEALTHCARE LIMITED,FAIRLIE HEALTHCARE LIMITED
FAIRMONT RESIDENTIAL LIMITED,FAIRMONT RESIDENTIAL LIMITED
FAIRWINDS HEALTH CARE LIMITED,FAIRWINDS HEALTH CARE LIMITED
FAITH HOUSE SURGERY,FAITH HOUSE SURGERY
FAKENHAM MEDICAL PRACTICE,FAKENHAM MEDICAL PRACTICE
FALCK UK AMBULANCE SERVICE LIMITED,FALCK UK AMBULANCE SERVICE LIMITED
FALKLAND SURGERY,FALKLAND SURGERY
FALLODON WAY MEDICAL CENTRE,FALLODON WAY MEDICAL CENTRE
FAMILY ACTION,FAMILY ACTION
FAMILY MOSAIC HOUSING,FAMILY MOSAIC HOUSING
FAMILY REFUGEE SUPPORT PROJECT,FAMILY REFUGEE SUPPORT PROJECT
FAR LANE MEDICAL CENTRE,FAR LANE MEDICAL CENTRE
FARFIELD GROUP PRACTICE,FARFIELD GROUP PRACTICE
FARLEIGH HOSPICE,FARLEIGH HOSPICE
FAVERSHAM MEDICAL PRACTICE,FAVERSHAM MEDICAL PRACTICE
FELLVIEW HEALTHCARE LIMITED,FELLVIEW HEALTHCARE LIMITED
FERNVILLE SURGERY,FERNVILLE SURGERY
FERRY ROAD HEALTH CENTRE,FERRY ROAD HEALTH CENTRE
FERTILITY BRISTOL LIMITED,FERTILITY BRISTOL LIMITED
FIELDHOUSE MEDICAL GROUP,FIELDHOUSE MEDICAL GROUP
FIGGES MARSH SURGERY,FIGGES MARSH SURGERY
FINEVALLEY COMMUNICATIONS LIMITED,FINEVALLEY COMMUNICATIONS LIMITED
FIRDALE MEDICAL CENTRE,FIRDALE MEDICAL CENTRE
FIRECLAY HEALTH,FIRECLAY HEALTH
FIRGROVE CARE HOME LIMITED,FIRGROVE CARE HOME LIMITED
FIRLAWN NURSING HOME LIMITED,FIRLAWN NURSING HOME LIMITED
FIRST CARE SOUTH WEST LIMITED,FIRST CARE SOUTH WEST LIMITED
FIRST COMMUNITY HEALTH AND CARE COMMUNITY INTEREST COMPANY,FIRST COMMUNITY HEALTH AND CARE COMMUNITY INTEREST COMPANY
FIRST DATABANK UK LIMITED,FIRST DATABANK UK LIMITED
FIRST STEP TRUST,FIRST STEP TRUST
FIRSTCARE PRACTICE,FIRSTCARE PRACTICE
FIRSTCOL SERVICES LIMITED,FIRSTCOL SERVICES LIMITED
FIRTH PARK SURGERY,FIRTH PARK SURGERY
FIRZA LIMITED,FIRZA LIMITED
FISCAL TECHNOLOGIES LIMITED,FISCAL TECHNOLOGIES LIMITED
FISCHER ASSOCIATES LIMITED,FISCHER ASSOCIATES LIMITED
FISHER MEDICAL CENTRE,FISHER MEDICAL CENTRE
FISHERGATE HILL SURGERY,FISHERGATE HILL SURGERY
FISHERMEAD MEDICAL CENTRE,FISHERMEAD MEDICAL CENTRE
FISHPONDS FAMILY PRACTICE,FISHPONDS FAMILY PRACTICE
FITZALAN MEDICAL GROUP,FITZALAN MEDICAL GROUP
FITZROVIA MEDICAL CENTRE,FITZROVIA MEDICAL CENTRE
FITZROY SUPPORT,FITZROY SUPPORT
FITZWILLIAM HOSPITAL,FITZWILLIAM HOSPITAL
FIVE ELMS MEDICAL PRACTICE,FIVE ELMS MEDICAL PRACTICE
FLEXIBLE BUSINESS INTERIORS LIMITED,FLEXIBLE BUSINESS INTERIORS LIMITED
FLEXSERVE UK LIMITED,FLEXSERVE UK LIMITED
FLIGHTCARE LIMITED,FLIGHTCARE LIMITED
FLITWICK SURGERY,FLITWICK SURGERY
FMG SUPPORT GROUP LIMITED,FMG SUPPORT GROUP LIMITED
FOCUS INDEPENDENT ADULT SOCIAL WORK COMMUNITY INTEREST COMPANY,FOCUS INDEPENDENT ADULT SOCIAL WORK COMMUNITY INTEREST COMPANY
FOLLY LANE MEDICAL CENTRE,FOLLY LANE MEDICAL CENTRE
FORDBRIDGE MEDICAL CENTRE,FORDBRIDGE MEDICAL CENTRE
FOREST OF DEAN DISTRICT COUNCIL,FOREST OF DEAN DISTRICT COUNCIL
FOREST SURGERY,FOREST SURGERY
FORGE CLOSE SURGERY,FORGE CLOSE SURGERY
FORGE HEALTH GROUP,FORGE HEALTH GROUP
FORGET ME NOT CHILDRENS HOSPICE,FORGET ME NOT CHILDRENS HOSPICE
FORT HOUSE SURGERY,FORT HOUSE SURGERY
FORTON MEDICAL CENTRE,FORTON MEDICAL CENTRE
FORWARD DAY SERVICES LIMITED,FORWARD DAY SERVICES LIMITED
FORWARD PLUS WEST MIDLANDS LIMITED,FORWARD PLUS WEST MIDLANDS LIMITED
FOUNTAINDALE SCHOOL,FOUNTAINDALE SCHOOL
FOUR SEASONS HEALTH CARE LIMITED,FOUR SEASONS HEALTH CARE LIMITED
FOXGLOVE CARE LIMITED,FOXGLOVE CARE LIMITED
FOXGLOVE SUPPORTED LIVING LIMITED,FOXGLOVE SUPPORTED LIVING LIMITED
FOXLEIGH FAMILY SURGERY,FOXLEIGH FAMILY SURGERY
FRAMEWORK HOUSING ASSOCIATION,FRAMEWORK HOUSING ASSOCIATION
FRANCES TAYLOR FOUNDATION,FRANCES TAYLOR FOUNDATION
FRANCIS ROAD MEDICAL CENTRE,FRANCIS ROAD MEDICAL CENTRE
FREED BEECHES,FREED BEECHES
FRESENIUS KABI LIMITED,FRESENIUS KABI LIMITED
FRESHWATER UK REGIONS LIMITED,FRESHWATER UK REGIONS LIMITED
FRIENDS OF THE ELDERLY,FRIENDS OF THE ELDERLY
FRIENDS THERAPEUTIC COMMUNITY TRUST,FRIENDS THERAPEUTIC COMMUNITY TRUST
FRIMLEY HEALTH NHS FOUNDATION TRUST,FRIMLEY HEALTH NHS FOUNDATION TRUST
FROME VALLEY MEDICAL CENTRE,FROME VALLEY MEDICAL CENTRE
FRONT LINE COMMUNICATION TRAINING LIMITED,FRONT LINE COMMUNICATION TRAINING LIMITED
FRONT STREET SURGERY,FRONT STREET SURGERY
FRONTIER ECONOMICS LIMITED,FRONTIER ECONOMICS LIMITED
FTI CONSULTING LIMITED LIABILITY PARTNERSHIP,FTI CONSULTING LIMITED LIABILITY PARTNERSHIP
FULWOOD HALL HOSPITAL,FULWOOD HALL HOSPITAL
FUSEHILL MEDICAL PRACTICE,FUSEHILL MEDICAL PRACTICE
FUSION48 LIMITED,FUSION48 LIMITED
FUTURE DIRECTIONS COMMUNITY INTEREST COMPANY,FUTURE DIRECTIONS COMMUNITY INTEREST COMPANY
FYNVOLA FOUNDATION,FYNVOLA FOUNDATION
G DOC LIMITED,G DOC LIMITED
G2 HEALTH AND CARE CONSULTING LIMITED,G2 HEALTH AND CARE CONSULTING LIMITED
G4S HEALTH SERVICES UK LIMITED,G4S HEALTH SERVICES UK LIMITED
GABLES SURGERY,GABLES SURGERY
GAINFORD CARE HOMES LIMITED,GAINFORD CARE HOMES LIMITED
GAINFORD SURGERY,GAINFORD SURGERY
GALE FARM SURGERY,GALE FARM SURGERY
GALLEON CARE HOMES LIMITED,GALLEON CARE HOMES LIMITED
GANTS HILL MEDICAL CENTRE,GANTS HILL MEDICAL CENTRE
GAPCAP LIMITED,GAPCAP LIMITED
GARDEN HOUSE HOSPICE,GARDEN HOUSE HOSPICE
GARSTON MEDICAL CENTRE,GARSTON MEDICAL CENTRE
GARTNER UK LIMITED,GARTNER UK LIMITED
GAS HOUSE LANE SURGERY,GAS HOUSE LANE SURGERY
GATENBYSANDERSON LIMITED,GATENBYSANDERSON LIMITED
GATESHEAD CARERS ASSOCIATION,GATESHEAD CARERS ASSOCIATION
GATESHEAD HEALTH NHS FOUNDATION TRUST,GATESHEAD HEALTH NHS FOUNDATION TRUST
GB EXECUTIVE SOLUTIONS LIMITED,GB EXECUTIVE SOLUTIONS LIMITED
GDMS SERVICES LONDON LIMITED,GDMS SERVICES LONDON LIMITED
GE HEALTHCARE LIMITED,GE HEALTHCARE LIMITED
GE MEDICAL SYSTEMS LIMITED,GE MEDICAL SYSTEMS LIMITED
GEDANKEN LIMITED,GEDANKEN LIMITED
GENERATING HEALTHCARE LIMITED,GENERATING HEALTHCARE LIMITED
GENESIS HOMES ESSEX LIMITED,GENESIS HOMES ESSEX LIMITED
GEORGE ELIOT HOSPITAL NHS TRUST,GEORGE ELIOT HOSPITAL NHS TRUST
GGI LIMITED,GGI LIMITED
GIBSONS LODGE LIMITED,GIBSONS LODGE LIMITED
GIGGS HILL SURGERY,GIGGS HILL SURGERY
GILEAD SCIENCES LIMITED,GILEAD SCIENCES LIMITED
GILLAN HOUSE SURGERY,GILLAN HOUSE SURGERY
GILTBROOK SURGERY,GILTBROOK SURGERY
GLADMAN DEVELOPMENTS LIMITED,GLADMAN DEVELOPMENTS LIMITED
GLADSTONE MEDICAL CENTRE,GLADSTONE MEDICAL CENTRE
GLAXOSMITHKLINE UK LIMITED,GLAXOSMITHKLINE UK LIMITED
GLEADLESS MEDICAL CENTRE,GLEADLESS MEDICAL CENTRE
GLEBE CARE LIMITED,GLEBE CARE LIMITED
GLEBE HOUSE SURGERY,GLEBE HOUSE SURGERY
GLEBE HOUSING ASSOCIATION LIMITED,GLEBE HOUSING ASSOCIATION LIMITED
GLEBE SURGERY,GLEBE SURGERY
GLEBEDALE MEDICAL PRACTICE,GLEBEDALE MEDICAL PRACTICE
GLEBELANDS PRACTICE,GLEBELANDS PRACTICE
GLEEDS ADVISORY LIMITED,GLEEDS ADVISORY LIMITED
GLEN ROAD MEDICAL CENTRE,GLEN ROAD MEDICAL CENTRE
GLENCOE CARE LIMITED,GLENCOE CARE LIMITED
GLENDALE MEDICAL CENTRE,GLENDALE MEDICAL CENTRE
GLENELG SUPPORT LIMITED,GLENELG SUPPORT LIMITED
GLENHOLME HEALTHCARE LIMITED,GLENHOLME HEALTHCARE LIMITED
GLENLYN MEDICAL CENTRE,GLENLYN MEDICAL CENTRE
GLENSIDE MANOR HEALTHCARE SERVICES LIMITED,GLENSIDE MANOR HEALTHCARE SERVICES LIMITED
GLOBAL DIAGNOSTICS LIMITED,GLOBAL DIAGNOSTICS LIMITED
GLOUCESTER GP CONSORTIUM LIMITED,GLOUCESTER GP CONSORTIUM LIMITED
GLOUCESTER HEALTH ACCESS CENTRE,GLOUCESTER HEALTH ACCESS CENTRE
GLOUCESTER ROAD MEDICAL CENTRE,GLOUCESTER ROAD MEDICAL CENTRE
GLOUCESTERSHIRE CARE SERVICES NHS TRUST,GLOUCESTERSHIRE CARE SERVICES NHS TRUST
GLOUCESTERSHIRE COUNTY COUNCIL,GLOUCESTERSHIRE COUNTY COUNCIL
GLOUCESTERSHIRE HOSPITALS NHS FOUNDATION TRUST,GLOUCESTERSHIRE HOSPITALS NHS FOUNDATION TRUST
GLOUCESTERSHIRE RAPE AND SEXUAL ABUSE CENTRE,GLOUCESTERSHIRE RAPE AND SEXUAL ABUSE CENTRE
GLOUCESTERSHIRE RURAL COMMUNITY COUNCIL,GLOUCESTERSHIRE RURAL COMMUNITY COUNCIL
GLOUCESTERSHIRE WILDLIFE TRUST,GLOUCESTERSHIRE WILDLIFE TRUST
GOLDEN MANOR HEALTHCARE EALING LIMITED,GOLDEN MANOR HEALTHCARE EALING LIMITED
GOLDEN VALLEY PRACTICE,GOLDEN VALLEY PRACTICE
GOLDINGTON AVENUE SURGERY,GOLDINGTON AVENUE SURGERY
GOODHEART SURGERY,GOODHEART SURGERY
GOODMAYES MEDICAL CENTRE,GOODMAYES MEDICAL CENTRE
GORDON STREET MEDICAL CENTRE,GORDON STREET MEDICAL CENTRE
GOSBERTON MEDICAL CENTRE,GOSBERTON MEDICAL CENTRE
GOSPORT MEDICAL CENTRE,GOSPORT MEDICAL CENTRE
GOSSOMS END SURGERY,GOSSOMS END SURGERY
GOTODOC LIMITED,GOTODOC LIMITED
GOWER STREET PRACTICE,GOWER STREET PRACTICE
GOWLING WLG UK LIMITED LIABILITY PARTNERSHIP,GOWLING WLG UK LIMITED LIABILITY PARTNERSHIP
GP CARE UK LIMITED,GP CARE UK LIMITED
GP HEALTH CONNECT LIMITED,GP HEALTH CONNECT LIMITED
GP HEALTH PARTNERS LIMITED,GP HEALTH PARTNERS LIMITED
GP HEALTHCARE ALLIANCE LIMITED,GP HEALTHCARE ALLIANCE LIMITED
GP PRIMARY CHOICE LIMITED,GP PRIMARY CHOICE LIMITED
GPS HEALTHCARE,GPS HEALTHCARE
GPTEAMNET LIMITED,GPTEAMNET LIMITED
GRABADOC HEALTHCARE SOCIETY LIMITED,GRABADOC HEALTHCARE SOCIETY LIMITED
GRAFTON SQUARE SURGERY,GRAFTON SQUARE SURGERY
GRAHAM ROAD SURGERY,GRAHAM ROAD SURGERY
GRANBY SOMALI WOMENS GROUP,GRANBY SOMALI WOMENS GROUP
GRAND DRIVE SURGERY,GRAND DRIVE SURGERY
GRANGE HEALTHCARE LIMITED,GRANGE HEALTHCARE LIMITED
GRANGE PARK SURGERY,GRANGE PARK SURGERY
GRANGE ROAD SURGERY,GRANGE ROAD SURGERY
GRANGE SURGERY,GRANGE SURGERY
GRANT THORNTON UK LIMITED LIABILITY PARTNERSHIP,GRANT THORNTON UK LIMITED LIABILITY PARTNERSHIP
GRANTHAM SPECSAVERS HEARCARE LIMITED,GRANTHAM SPECSAVERS HEARCARE LIMITED
GRANTON MEDICAL CENTRE,GRANTON MEDICAL CENTRE
GRANVILLE MEDICAL CENTRE,GRANVILLE MEDICAL CENTRE
GRAPECROFT CARE HOME LIMITED,GRAPECROFT CARE HOME LIMITED
GRAPHNET HEALTH LIMITED,GRAPHNET HEALTH LIMITED
GRAY HEALTHCARE LIMITED,GRAY HEALTHCARE LIMITED
GRAYLING COMMUNICATIONS LIMITED,GRAYLING COMMUNICATIONS LIMITED
GREASBY GROUP PRACTICE,GREASBY GROUP PRACTICE
GREAT AYTON SURGERY,GREAT AYTON SURGERY
GREAT BENTLEY SURGERY,GREAT BENTLEY SURGERY
GREAT LUMLEY SURGERY,GREAT LUMLEY SURGERY
GREAT ORMOND STREET HOSPITAL FOR CHILDREN NHS FOUNDATION TRUST,GREAT ORMOND STREET HOSPITAL FOR CHILDREN NHS FOUNDATION TRUST
GREAT WESTERN HOSPITALS NHS FOUNDATION TRUST,GREAT WESTERN HOSPITALS NHS FOUNDATION TRUST
GREATER LONDON AUTHORITY,GREATER LONDON AUTHORITY
GREATER MANCHESTER MENTAL HEALTH NHS FOUNDATION TRUST,GREATER MANCHESTER MENTAL HEALTH NHS FOUNDATION TRUST
GREEN LANE MEDICAL CENTRE,GREEN LANE MEDICAL CENTRE
GREEN LANE SURGERY,GREEN LANE SURGERY
GREEN LIGHT PBS LIMITED,GREEN LIGHT PBS LIMITED
GREEN PARK INTERIM AND EXECUTIVE LIMITED,GREEN PARK INTERIM AND EXECUTIVE LIMITED
GREENBANK SURGERY,GREENBANK SURGERY
GREENBROOK HEALTHCARE HOUNSLOW LIMITED,GREENBROOK HEALTHCARE HOUNSLOW LIMITED
GREENFIELD MEDICAL CENTRE,GREENFIELD MEDICAL CENTRE
GREENGATES MEDICAL GROUP,GREENGATES MEDICAL GROUP
GREENSIDE HEALTH CARE LIMITED,GREENSIDE HEALTH CARE LIMITED
GREENSIDE MEDICAL PRACTICE,GREENSIDE MEDICAL PRACTICE
GREENSLEEVES HOMES TRUST,GREENSLEEVES HOMES TRUST
GREENWICH PENINSULA,GREENWICH PENINSULA
GRENOSIDE SURGERY,GRENOSIDE SURGERY
GREYFRIARS SURGERY,GREYFRIARS SURGERY
GREYSTONE HOUSE SURGERY,GREYSTONE HOUSE SURGERY
GRIFOLS UK LIMITED,GRIFOLS UK LIMITED
GROUNDSWELL,GROUNDSWELL
GROUNDWORK MANCHESTER SALFORD STOCKPORT TAMESIDE AND TRAFFORD,GROUNDWORK MANCHESTER SALFORD STOCKPORT TAMESIDE AND TRAFFORD
GROVE CARE LIMITED,GROVE CARE LIMITED
GROVE HOUSE PRACTICE,GROVE HOUSE PRACTICE
GROVE HOUSE SURGERY,GROVE HOUSE SURGERY
GROVE ROAD SURGERY,GROVE ROAD SURGERY
GROVE SURGERY,GROVE SURGERY
GROVE VILLAGE MEDICAL CENTRE,GROVE VILLAGE MEDICAL CENTRE
GROVEBURY ROAD SURGERY,GROVEBURY ROAD SURGERY
GROVELANDS MEDICAL CENTRE,GROVELANDS MEDICAL CENTRE
GTD PRIMARY CARE LIMITED,GTD PRIMARY CARE LIMITED
GUIDE BRIDGE MEDICAL PRACTICE,GUIDE BRIDGE MEDICAL PRACTICE
GUIDE TOTAL CARE SANDON LIMITED,GUIDE TOTAL CARE SANDON LIMITED
GUIDEPOST MEDICAL GROUP,GUIDEPOST MEDICAL GROUP
GUILD CARE,GUILD CARE
GV MULTIMEDIA LIMITED,GV MULTIMEDIA LIMITED
GVA GRIMLEY LIMITED,GVA GRIMLEY LIMITED
GWB OFFICE FURNITURE LIMITED,GWB OFFICE FURNITURE LIMITED
GWESTGATE BUSINESS SERVICES LIMITED,GWESTGATE BUSINESS SERVICES LIMITED
HACKENTHORPE MEDICAL CENTRE,HACKENTHORPE MEDICAL CENTRE
HACKNEY COUNCIL FOR VOLUNTARY SERVICE,HACKNEY COUNCIL FOR VOLUNTARY SERVICE
HACKNEY PLAYBUS,HACKNEY PLAYBUS
HADLOW MEDICAL CENTRE,HADLOW MEDICAL CENTRE
HAGLEY SURGERY,HAGLEY SURGERY
HAILEY VIEW SURGERY,HAILEY VIEW SURGERY
HALDEN HEIGHTS LIMITED,HALDEN HEIGHTS LIMITED
HALESOWEN MEDICAL PRACTICE,HALESOWEN MEDICAL PRACTICE
HALL GREEN SURGERY,HALL GREEN SURGERY
HALLAM24 HEALTHCARE LIMITED,HALLAM24 HEALTHCARE LIMITED
HALLGARTH SURGERY,HALLGARTH SURGERY
HALSTEAD DAY CENTRE,HALSTEAD DAY CENTRE
HALTON AND ST HELENS VOLUNTARY AND COMMUNITY ACTION,HALTON AND ST HELENS VOLUNTARY AND COMMUNITY ACTION
HALTON CITIZENS ADVICE BUREAU,HALTON CITIZENS ADVICE BUREAU
HALTON HAVEN HOSPICE,HALTON HAVEN HOSPICE
HALTON SERVICES LIMITED,HALTON SERVICES LIMITED
HALTWHISTLE MEDICAL GROUP,HALTWHISTLE MEDICAL GROUP
HAMA MEDICAL CENTRE,HAMA MEDICAL CENTRE
HAMD MEDICAL PRACTICE,HAMD MEDICAL PRACTICE
HAMPSHIRE COUNTY COUNCIL,HAMPSHIRE COUNTY COUNCIL
HAMPSHIRE HOSPITALS NHS FOUNDATION TRUST,HAMPSHIRE HOSPITALS NHS FOUNDATION TRUST
HAMPSHIRE LIFT LIMITED,HAMPSHIRE LIFT LIMITED
HAMPSTEAD GROUP PRACTICE,HAMPSTEAD GROUP PRACTICE
HAMSTREET SURGERY,HAMSTREET SURGERY
HANSCOMBE HOUSE SURGERY,HANSCOMBE HOUSE SURGERY
HANYA PARTNERS LIMITED,HANYA PARTNERS LIMITED
HARBORNE LANE SPECIALIST CARE CENTRE LIMITED,HARBORNE LANE SPECIALIST CARE CENTRE LIMITED
HARBOUR HEALTHCARE LIMITED,HARBOUR HEALTHCARE LIMITED
HARBOUR VIEW HEALTHCARE,HARBOUR VIEW HEALTHCARE
HARBOURSIDE FAMILY PRACTICE,HARBOURSIDE FAMILY PRACTICE
HARCOURT MEDICAL CENTRE,HARCOURT MEDICAL CENTRE
HARDWICKE HOUSE GROUP PRACTICE,HARDWICKE HOUSE GROUP PRACTICE
HAREWOOD MEDICAL PRACTICE,HAREWOOD MEDICAL PRACTICE
HAREWOOD SURGERY,HAREWOOD SURGERY
HARFORD HEALTH CENTRE,HARFORD HEALTH CENTRE
HARINGEY CITIZENS ADVICE BUREAUX,HARINGEY CITIZENS ADVICE BUREAUX
HARINGEY HEALTH CONNECTED LIMITED,HARINGEY HEALTH CONNECTED LIMITED
HARLESTON MEDICAL PRACTICE,HARLESTON MEDICAL PRACTICE
HARLEY STREET MEDICAL CENTRE,HARLEY STREET MEDICAL CENTRE
HARLINGTON HOSPICE ASSOCIATION,HARLINGTON HOSPICE ASSOCIATION
HAROLD ROAD SURGERY,HAROLD ROAD SURGERY
HARPENDEN MENCAP,HARPENDEN MENCAP
HARRIS MEMORIAL SURGERY,HARRIS MEMORIAL SURGERY
HARROGATE AND DISTRICT NHS FOUNDATION TRUST,HARROGATE AND DISTRICT NHS FOUNDATION TRUST
HARROLD MEDICAL PRACTICE,HARROLD MEDICAL PRACTICE
HART MEDICAL PRACTICE,HART MEDICAL PRACTICE
HARTLEPOOL AND DISTRICT HOSPICE,HARTLEPOOL AND DISTRICT HOSPICE
HARTLEPOOL AND STOCKTON HEALTH LIMITED,HARTLEPOOL AND STOCKTON HEALTH LIMITED
HARTLEPOOL BOROUGH COUNCIL,HARTLEPOOL BOROUGH COUNCIL
HARTLEPOOL CARERS,HARTLEPOOL CARERS
HARTLEPOOL MIND,HARTLEPOOL MIND
HARTLEPOOL NHS HEALTHCARE CENTRE,HARTLEPOOL NHS HEALTHCARE CENTRE
HARTSHILL MEDICAL CENTRE,HARTSHILL MEDICAL CENTRE
HARTWOOD HEALTHCARE,HARTWOOD HEALTHCARE
HARVEY WALSH LIMITED,HARVEY WALSH LIMITED
HASLINGTON SURGERY,HASLINGTON SURGERY
HASSINGHAM LIMITED,HASSINGHAM LIMITED
HASTINGS BOROUGH COUNCIL,HASTINGS BOROUGH COUNCIL
HASTINGS COURT LIMITED,HASTINGS COURT LIMITED
HASTINGS OLD TOWN SURGERY,HASTINGS OLD TOWN SURGERY
HATTERSLEY GROUP PRACTICE,HATTERSLEY GROUP PRACTICE
HATZFELD CARE LIMITED,HATZFELD CARE LIMITED
HAVELOCK GRANGE PRACTICE,HAVELOCK GRANGE PRACTICE
HAVENMERE HEALTH CARE LIMITED,HAVENMERE HEALTH CARE LIMITED
HAVENS HOSPICES,HAVENS HOSPICES
HAVERHILL FAMILY PRACTICE,HAVERHILL FAMILY PRACTICE
HAVERING MIND,HAVERING MIND
HAVERSTOCK HEALTHCARE LIMITED,HAVERSTOCK HEALTHCARE LIMITED
HAWORTH MEDICAL PRACTICE,HAWORTH MEDICAL PRACTICE
HAXBY GROUP PRACTICE,HAXBY GROUP PRACTICE
HAYES COTTAGE NURSING HOME LIMITED,HAYES COTTAGE NURSING HOME LIMITED
HAYES MEDICAL CENTRE,HAYES MEDICAL CENTRE
HAYES TOWN MEDICAL CENTRE,HAYES TOWN MEDICAL CENTRE
HAZELDENE HOUSE LIMITED,HAZELDENE HOUSE LIMITED
HB LAW LIMITED,HB LAW LIMITED
HCA INTERNATIONAL LIMITED,HCA INTERNATIONAL LIMITED
HCB PARK WOODFINE LIMITED LIABILITY PARTNERSHIP,HCB PARK WOODFINE LIMITED LIABILITY PARTNERSHIP
HCONE LIMITED,HCONE LIMITED
HCONE OVAL LIMITED,HCONE OVAL LIMITED
HEACHAM GROUP PRACTICE,HEACHAM GROUP PRACTICE
HEADCORN SURGERY,HEADCORN SURGERY
HEADLEY DRIVE SURGERY,HEADLEY DRIVE SURGERY
HEADWAY BEDFORD,HEADWAY BEDFORD
HEADWAY ESSEX,HEADWAY ESSEX
HEADWAY SHROPSHIRE,HEADWAY SHROPSHIRE
HEALIOS LIMITED,HEALIOS LIMITED
HEALTH AND EDUCATION COOPERATIVE LIMITED,HEALTH AND EDUCATION COOPERATIVE LIMITED
HEALTH AND SOCIAL CARE INFORMATION CENTRE,HEALTH AND SOCIAL CARE INFORMATION CENTRE
HEALTH EDUCATION ENGLAND,HEALTH EDUCATION ENGLAND
HEALTH EXCHANGE,HEALTH EXCHANGE
HEALTH INTELLIGENCE LIMITED,HEALTH INTELLIGENCE LIMITED
HEALTH NAVIGATOR LIMITED,HEALTH NAVIGATOR LIMITED
HEALTH1000 LIMITED,HEALTH1000 LIMITED
HEALTHBOX COMMUNITY INTEREST COMPANY,HEALTHBOX COMMUNITY INTEREST COMPANY
HEALTHCARE AT HOME LIMITED,HEALTHCARE AT HOME LIMITED
HEALTHCARE COMMUNICATIONS UK LIMITED,HEALTHCARE COMMUNICATIONS UK LIMITED
HEALTHCARE COMPUTING LIMITED,HEALTHCARE COMPUTING LIMITED
HEALTHCARE EQUIPMENT AND SUPPLIES CO LIMITED,HEALTHCARE EQUIPMENT AND SUPPLIES CO LIMITED
HEALTHHARMONIE LIMITED,HEALTHHARMONIE LIMITED
HEALTHSHARE LIMITED,HEALTHSHARE LIMITED
HEALTHSKILLS LIMITED,HEALTHSKILLS LIMITED
HEALTHWATCH CORNWALL COMMUNITY INTEREST COMPANY,HEALTHWATCH CORNWALL COMMUNITY INTEREST COMPANY
HEALTHWATCH KIRKLEES,HEALTHWATCH KIRKLEES
HEALTHWATCH LAMBETH,HEALTHWATCH LAMBETH
HEALTHWATCH WAKEFIELD,HEALTHWATCH WAKEFIELD
HEALY MEDICAL CENTRE,HEALY MEDICAL CENTRE
HEAR US,HEAR US
HEARBASE LIMITED,HEARBASE LIMITED
HEART OF ENGLAND NHS FOUNDATION TRUST,HEART OF ENGLAND NHS FOUNDATION TRUST
HEART OF ENGLAND NHS FOUNDATION TRUST CHARITY,HEART OF ENGLAND NHS FOUNDATION TRUST CHARITY
HEART OF KENT HOSPICE,HEART OF KENT HOSPICE
HEATH LANE MEDICAL CENTRE,HEATH LANE MEDICAL CENTRE
HEATH LANE SURGERY,HEATH LANE SURGERY
HEATH ROAD MEDICAL CENTRE,HEATH ROAD MEDICAL CENTRE
HEATHCOT MEDICAL PRACTICE,HEATHCOT MEDICAL PRACTICE
HEATHCOTES CARE LIMITED,HEATHCOTES CARE LIMITED
HEATHCOTES M LIMITED,HEATHCOTES M LIMITED
HEATHCOTES PD LIMITED,HEATHCOTES PD LIMITED
HEATHROW MEDICAL CENTRE,HEATHROW MEDICAL CENTRE
HEATON MEDICAL CENTRE,HEATON MEDICAL CENTRE
HEELEY CITY FARM,HEELEY CITY FARM
HEELEY GREEN SURGERY,HEELEY GREEN SURGERY
HEIDELBERG ENGINEERING LIMITED,HEIDELBERG ENGINEERING LIMITED
HELIOS MEDICAL CENTRE,HELIOS MEDICAL CENTRE
HELME HALL LIMITED,HELME HALL LIMITED
HELP AND CARE,HELP AND CARE
HELPING HANDS WATFORD LIMITED,HELPING HANDS WATFORD LIMITED
HELSBY HEALTH CENTRE,HELSBY HEALTH CENTRE
HELSTON MEDICAL CENTRE,HELSTON MEDICAL CENTRE
HENDON WAY SURGERY,HENDON WAY SURGERY
HENFIELD MEDICAL CENTRE,HENFIELD MEDICAL CENTRE
HENSHAWS SOCIETY FOR BLIND PEOPLE,HENSHAWS SOCIETY FOR BLIND PEOPLE
HEREFORD MEDICAL GROUP,HEREFORD MEDICAL GROUP
HEREFORDSHIRE COUNCIL,HEREFORDSHIRE COUNCIL
HEREFORDSHIRE HOUSING,HEREFORDSHIRE HOUSING
HEREFORDSHIRE MIND ASSOCIATION,HEREFORDSHIRE MIND ASSOCIATION
