Dept Family,Organisation Name,Accounting Year,Period,Date,Transaction Number,Supplier,VAT Registration Number,Expense Area,Expense type,Amount
Department of Health,Royal Free London NHS Foundation Trust,2020,3,19/06/2020,1460723,Ge Capital Equipment Finance Ltd,,Ch:Decontamination Unit,Msse Lease Charges,"62,321.04"
Department of Health,Royal Free London NHS Foundation Trust,2020,3,19/06/2020,1460726,Ge Capital Equipment Finance Ltd,,Ch:Decontamination Unit,Msse Lease Charges,"141,837.64"
Department of Health,Royal Free London NHS Foundation Trust,2020,3,19/06/2020,1460727,Ge Capital Equipment Finance Ltd,,Ch:Decontamination Unit,Msse Lease Charges,"62,321.04"
Department of Health,Royal Free London NHS Foundation Trust,2020,3,19/06/2020,1460728,Ge Capital Equipment Finance Ltd,,Ch:Decontamination Unit,Msse Lease Charges,"141,837.64"
Department of Health,Royal Free London NHS Foundation Trust,2020,3,19/06/2020,1460729,Ge Capital Equipment Finance Ltd,,Ch:Decontamination Unit,Msse Lease Charges,"141,837.64"
Department of Health,Royal Free London NHS Foundation Trust,2020,3,19/06/2020,1460733,Ge Capital Equipment Finance Ltd,,Ch:Decontamination Unit,Msse Lease Charges,"141,837.64"
Department of Health,Royal Free London NHS Foundation Trust,2020,3,19/06/2020,1460796,Ge Capital Equipment Finance Ltd,,Ch:Decontamination Unit,Msse Lease Charges,"141,837.64"
Department of Health,Royal Free London NHS Foundation Trust,2020,3,19/06/2020,1461193,London International Exhibition Centre Plc,268747352,Tw:Nightingale Ward (Excel),Building Contracts,"120,000.00"
Department of Health,Royal Free London NHS Foundation Trust,2020,3,19/06/2020,16677,Alliance Healthcare (Distribution) Ltd,391532058,Tw:Balance Sheet-Dispen. Serv,Pharmacy Issues & Receipts,"26,946.00"
Department of Health,Royal Free London NHS Foundation Trust,2020,3,19/06/2020,2380,Imtech Low Carbon Solutions Ltd,263126326,Tw:Energy & Utilities,Msse Maintenance Contracts,"46,818.20"
Department of Health,Royal Free London NHS Foundation Trust,2020,3,19/06/2020,2504,Currie & Brown Uk Limited,737655010,Tw:Whht Consultancy,Consultancy Fees,"26,110.80"
Department of Health,Royal Free London NHS Foundation Trust,2020,3,19/06/2020,2726,Compass Contract Services (Uk) Limited,466477701,Tw:Soft Fm Contracts,Other Soft Fm Contracts,"321,515.30"
Department of Health,Royal Free London NHS Foundation Trust,2020,3,19/06/2020,719589,Philips Healthcare (Surrey),407850060,Tw:Patient Systems,Healthcare Non-Nhs Recharge,"30,012.00"
Department of Health,Royal Free London NHS Foundation Trust,2020,3,22/06/2020,1452852,Childcare Vouchers Ltd,649503520,Tw:Balance Sheet,Creditors-S&W-Jury Service,"32,016.92"
Department of Health,Royal Free London NHS Foundation Trust,2020,3,23/06/2020,1429274,Ihi Institute For Healthcare Improvement,,Tw:Improvement  Faculty,Courses & Conferences,"149,528.17"
Department of Health,Royal Free London NHS Foundation Trust,2020,3,01/07/2020,1418999,Grahame Gardner Ltd,705352753,Rf:Rfh Facilities Management,Staff Clothing,"31,250.38"
Department of Health,Royal Free London NHS Foundation Trust,2020,3,01/07/2020,1429272,Eta Projects Ltd,690506726,Tw:Nightingale Ward (Excel),Engineering Contracts,"68,536.68"
Department of Health,Royal Free London NHS Foundation Trust,2020,3,01/07/2020,1449403,Hoare Lea Llp,109587250,Tw:Nightingale Ward (Excel),Building Contracts,"67,201.20"
Department of Health,Royal Free London NHS Foundation Trust,2020,3,01/07/2020,1450089,Elis Uk Ltd,226516179,Rf:Rfh Facilities Contract,Other Non-Clinical Services,"83,766.68"
Department of Health,Royal Free London NHS Foundation Trust,2020,3,01/07/2020,1453238,Ecourier,577249206,Rf:Rfh Transport,Transport-Equipment/Materials,"75,052.05"
Department of Health,Royal Free London NHS Foundation Trust,2020,3,01/07/2020,1453873,Supply Chain Coordination Ltd (Consumables),290885854,Tw:Balance Sheet,Creditors-Nhs Supplies Service,"57,385.69"
Department of Health,Royal Free London NHS Foundation Trust,2020,3,01/07/2020,1453875,Supply Chain Coordination Ltd (Consumables),290885854,Tw:Balance Sheet,Creditors-Nhs Supplies Service,"134,201.57"
Department of Health,Royal Free London NHS Foundation Trust,2020,3,01/07/2020,1453971,Capri Mechanical Serv Ltd,251184872,Rf:Mechanical Projects-Backlog,Estates Services Contracts,"214,206.99"
Department of Health,Royal Free London NHS Foundation Trust,2020,3,01/07/2020,1454033,Shakib Property Management Ltd,,Hw:Building Services,Rent,"138,865.01"
Department of Health,Royal Free London NHS Foundation Trust,2020,3,01/07/2020,1454126,Lloydspharmacy Clinical Homecare,222516987,Tw:Balance Sheet,Pharmacy Issues & Receipts,"55,513.44"
Department of Health,Royal Free London NHS Foundation Trust,2020,3,01/07/2020,1454745,Healthcare At Home Ltd,873342418,Tw:Balance Sheet,Pharmacy Issues & Receipts,"39,867.24"
Department of Health,Royal Free London NHS Foundation Trust,2020,3,01/07/2020,1458361,Hologic Uk Ltd,724644532,Ed:Breast Screening-Kit Celbss,Radiology Equipment,"174,000.00"
Department of Health,Royal Free London NHS Foundation Trust,2020,3,01/07/2020,1458654,Lloydspharmacy Clinical Homecare,222516987,Tw:Balance Sheet,Pharmacy Issues & Receipts,"31,975.00"
Department of Health,Royal Free London NHS Foundation Trust,2020,3,01/07/2020,1459414,Aah Pharmaceutical Ltd,546573322,Tw:Balance Sheet,Pharmacy Issues & Receipts,"32,349.12"
Department of Health,Royal Free London NHS Foundation Trust,2020,3,01/07/2020,1459507,Aah Pharmaceutical Ltd,546573322,Tw:Balance Sheet,Pharmacy Issues & Receipts,"40,436.40"
Department of Health,Royal Free London NHS Foundation Trust,2020,3,01/07/2020,1459773,Roche Products Ltd,600358871,Tw:Balance Sheet,Pharmacy Issues & Receipts,"30,194.66"
Department of Health,Royal Free London NHS Foundation Trust,2020,3,01/07/2020,1459783,Shire Pharmaceuticals Ltd,,Tw:Balance Sheet,Pharmacy Issues & Receipts,"77,000.00"
Department of Health,Royal Free London NHS Foundation Trust,2020,3,01/07/2020,1459815,Alloga Uk,684090520,Tw:Balance Sheet,Pharmacy Issues & Receipts,"36,000.00"
Department of Health,Royal Free London NHS Foundation Trust,2020,3,01/07/2020,1461387,Eta Projects Ltd,690506726,Tw:Nightingale Ward (Excel),Building Contracts,"136,636.50"
Department of Health,Royal Free London NHS Foundation Trust,2020,3,01/07/2020,1461393,Darwin Group Limited,907075331,Bh:Modular Ward,Building Contracts,"743,590.06"
Department of Health,Royal Free London NHS Foundation Trust,2020,3,01/07/2020,1461965,Lloydspharmacy Clinical Homecare,222516987,Tw:Balance Sheet,Pharmacy Issues & Receipts,"35,935.00"
Department of Health,Royal Free London NHS Foundation Trust,2020,3,01/07/2020,1462073,Lloydspharmacy Clinical Homecare,222516987,Tw:Balance Sheet,Pharmacy Issues & Receipts,"27,971.12"
Department of Health,Royal Free London NHS Foundation Trust,2020,3,01/07/2020,1463138,Novartis Pharmaceuticals,557290227,Rf:Amyloidosis,Drugs Rebate (Tedd),"-71,480.16"
Department of Health,Royal Free London NHS Foundation Trust,2020,3,01/07/2020,1463139,Novartis Pharmaceuticals,557290227,Rf:Amyloidosis,Healthcare Non-Nhs Statutory,"-58,375.46"
Department of Health,Royal Free London NHS Foundation Trust,2020,3,01/07/2020,1463140,Novartis Pharmaceuticals,557290227,Rf:Amyloidosis,Healthcare Non-Nhs Statutory,"-131,046.96"
Department of Health,Royal Free London NHS Foundation Trust,2020,3,01/07/2020,1463141,Novartis Pharmaceuticals,557290227,Rf:Amyloidosis,Healthcare Non-Nhs Statutory,"-42,888.10"
Department of Health,Royal Free London NHS Foundation Trust,2020,3,01/07/2020,1463142,Novartis Pharmaceuticals,557290227,Tw:Balance Sheet,Pharmacy Issues & Receipts,"71,480.16"
Department of Health,Royal Free London NHS Foundation Trust,2020,3,01/07/2020,1463143,Novartis Pharmaceuticals,557290227,Tw:Balance Sheet,Pharmacy Issues & Receipts,"154,873.68"
Department of Health,Royal Free London NHS Foundation Trust,2020,3,01/07/2020,1463144,Novartis Pharmaceuticals,557290227,Tw:Balance Sheet,Pharmacy Issues & Receipts,"71,480.16"
Department of Health,Royal Free London NHS Foundation Trust,2020,3,01/07/2020,1463145,Novartis Pharmaceuticals,557290227,Tw:Balance Sheet,Pharmacy Issues & Receipts,"83,393.52"
Department of Health,Royal Free London NHS Foundation Trust,2020,3,01/07/2020,1463146,Novartis Pharmaceuticals,557290227,Tw:Balance Sheet,Pharmacy Issues & Receipts,"83,393.52"
Department of Health,Royal Free London NHS Foundation Trust,2020,3,01/07/2020,1463147,Novartis Pharmaceuticals,557290227,Tw:Balance Sheet,Pharmacy Issues & Receipts,"44,079.42"
Department of Health,Royal Free London NHS Foundation Trust,2020,3,01/07/2020,1463178,Portsmouth Hospitals Trust,654936991,Tw:Balance Sheet,Pharmacy Issues & Receipts,"35,420.00"
Department of Health,Royal Free London NHS Foundation Trust,2020,3,01/07/2020,1463221,Hologic Uk Ltd,724644532,Ed:Breast Screening-Kit Celbss,Radiology Equipment,"174,000.00"
Department of Health,Royal Free London NHS Foundation Trust,2020,3,01/07/2020,1463258,Keltbray Demolition & Civil Eng.,761484222,Tw:Nightingale Ward (Excel),Engineering Contracts,"594,615.97"
Department of Health,Royal Free London NHS Foundation Trust,2020,3,01/07/2020,1464165,Bristol-Myers Squibb Pharmaceuticals Ltd,163542667,Tw:Balance Sheet,Pharmacy Issues & Receipts,"61,612.20"
Department of Health,Royal Free London NHS Foundation Trust,2020,3,01/07/2020,1464219,Eumedica Sa,,Tw:Balance Sheet,Pharmacy Issues & Receipts,"34,815.60"
Department of Health,Royal Free London NHS Foundation Trust,2020,3,01/07/2020,1464432,Alliance Healthcare (Distribution) Ltd,391532058,Tw:Balance Sheet,Pharmacy Issues & Receipts,"28,800.00"
Department of Health,Royal Free London NHS Foundation Trust,2020,3,01/07/2020,16616,Pierre Fabre Oncology,196243052,Tw:Balance Sheet-Dispen. Serv,Pharmacy Issues & Receipts,"33,386.12"
Department of Health,Royal Free London NHS Foundation Trust,2020,3,01/07/2020,16682,Alliance Healthcare (Distribution) Ltd,391532058,Tw:Balance Sheet-Dispen. Serv,Pharmacy Issues & Receipts,"49,165.77"
Department of Health,Royal Free London NHS Foundation Trust,2020,3,01/07/2020,16928,Alcura Uk Ltd,603992727,Tw:Balance Sheet-Dispen. Serv,Pharmacy Issues & Receipts,"43,910.40"
Department of Health,Royal Free London NHS Foundation Trust,2020,3,01/07/2020,16947,Janssen-Cilag Ltd,207929448,Tw:Balance Sheet-Dispen. Serv,Pharmacy Issues & Receipts,"25,224.00"
Department of Health,Royal Free London NHS Foundation Trust,2020,3,01/07/2020,17117,Otsuka Pharmaceutical Europe Ltd,720417177,Tw:Balance Sheet-Dispen. Serv,Pharmacy Issues & Receipts,"37,695.84"
Department of Health,Royal Free London NHS Foundation Trust,2020,3,01/07/2020,2771,Integrated Health Projects,830007284,Tw:Chase Farm Construction,Ic Building Contracts,"27,217.68"
Department of Health,Royal Free London NHS Foundation Trust,2020,3,01/07/2020,2772,Universal Sealants (Uk) Ltd,353895222,Ch:Mscp Refurbishment,Ic Building Contracts,"214,221.95"
Department of Health,Royal Free London NHS Foundation Trust,2020,3,01/07/2020,2834,Cbre Managed Services Ltd,853936883,Tw:Estates Maintenance,Msse Maintenance Contracts,"55,694.60"
Department of Health,Royal Free London NHS Foundation Trust,2020,3,03/07/2020,1389543,Ge Capital Equipment Finance Ltd,,Rf:Radiology,Msse Lease Charges,"32,484.61"
Department of Health,Royal Free London NHS Foundation Trust,2020,3,03/07/2020,1392657,Ge Capital Equipment Finance Ltd,,Rf:Radiology,Msse Lease Charges,"32,484.61"
Department of Health,Royal Free London NHS Foundation Trust,2020,3,03/07/2020,1454087,Cairn Research Ltd,445039849,Rf:Special Trustees Recharge,Laboratory Equipment,"29,845.20"
Department of Health,Royal Free London NHS Foundation Trust,2020,3,03/07/2020,1456845,Ge Capital Equipment Finance Ltd,,Rf:Radiology,Msse Lease Charges,"32,484.61"
Department of Health,Royal Free London NHS Foundation Trust,2020,3,03/07/2020,1457303,Varian Medical Systems Ltd,,Rf:Radiotherapy Physics,Msse Maintenance Contracts,"172,478.40"
Department of Health,Royal Free London NHS Foundation Trust,2020,3,03/07/2020,1457708,Ash Corporate Finance (Hampstead) Ltd,820733844,Rf:Estates & Facilities Direct,Insurance Costs,"35,577.08"
Department of Health,Royal Free London NHS Foundation Trust,2020,3,03/07/2020,1458341,B Braun Medical,705706839,Rf:Covoid19 Equipments,Med&Surg Equipment,"39,000.00"
Department of Health,Royal Free London NHS Foundation Trust,2020,3,03/07/2020,1458374,Supply Chain Coordination Ltd (Consumables),290885854,Tw:Balance Sheet,Creditors-Nhs Supplies Service,"80,384.59"
Department of Health,Royal Free London NHS Foundation Trust,2020,3,03/07/2020,1458376,Supply Chain Coordination Ltd (Consumables),290885854,Tw:Balance Sheet,Creditors-Nhs Supplies Service,"123,707.77"
Department of Health,Royal Free London NHS Foundation Trust,2020,3,03/07/2020,1458737,Healthcare At Home Ltd,873342418,Tw:Balance Sheet,Pharmacy Issues & Receipts,"70,125.00"
Department of Health,Royal Free London NHS Foundation Trust,2020,3,03/07/2020,1459610,Grifols Uk Ltd,849740388,Tw:Balance Sheet,Pharmacy Issues & Receipts,"86,900.00"
Department of Health,Royal Free London NHS Foundation Trust,2020,3,03/07/2020,1460017,Mawdsleys,974809667,Tw:Balance Sheet,Pharmacy Issues & Receipts,"30,211.20"
Department of Health,Royal Free London NHS Foundation Trust,2020,3,03/07/2020,1461321,Ge Capital Equipment Finance Ltd,,Rf:Radiology,Msse Lease Charges,"-32,484.61"
Department of Health,Royal Free London NHS Foundation Trust,2020,3,03/07/2020,1461322,Ge Capital Equipment Finance Ltd,,Rf:Radiology,Msse Lease Charges,"-32,484.61"
Department of Health,Royal Free London NHS Foundation Trust,2020,3,03/07/2020,1461323,Ge Capital Equipment Finance Ltd,,Rf:Radiology,Msse Lease Charges,"-32,484.61"
Department of Health,Royal Free London NHS Foundation Trust,2020,3,03/07/2020,1461964,Lloydspharmacy Clinical Homecare,222516987,Tw:Balance Sheet,Pharmacy Issues & Receipts,"41,685.00"
Department of Health,Royal Free London NHS Foundation Trust,2020,3,03/07/2020,1462832,Healthcare At Home Ltd,873342418,Tw:Balance Sheet,Pharmacy Issues & Receipts,"31,714.45"
Department of Health,Royal Free London NHS Foundation Trust,2020,3,03/07/2020,1464262,Octapharma Limited,585216330,Tw:Balance Sheet,Pharmacy Issues & Receipts,"72,800.00"
Department of Health,Royal Free London NHS Foundation Trust,2020,3,03/07/2020,1464385,Alloga Uk,684090520,Tw:Balance Sheet,Pharmacy Issues & Receipts,"27,120.00"
